Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°202
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1912-08-29T16:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.340	 0.03	 0.15	 1.90	 9.19	 263.31	 9.46	 234.45	
-170	 0.340	 0.21	 0.15	 1.91	 9.20	 263.30	 9.45	 234.40	
-160	 0.340	 0.38	 0.15	 1.91	 9.21	 263.29	 9.44	 234.35	
-150	 0.340	 0.54	 0.15	 1.92	 9.22	 263.29	 9.43	 234.30	
-140	 0.340	 0.71	 0.15	 1.93	 9.23	 263.28	 9.42	 234.25	
-130	 0.340	 0.86	 0.15	 1.93	 9.24	 263.27	 9.41	 234.20	
-120	 0.340	 1.01	 0.15	 1.94	 9.26	 263.26	 9.40	 234.15	
-110	 0.340	 1.15	 0.15	 1.95	 9.27	 263.25	 9.39	 234.10	
-100	 0.340	 1.28	 0.15	 1.96	 9.28	 263.25	 9.38	 234.05	
-90	 0.340	 1.39	 0.15	 1.96	 9.29	 263.24	 9.37	 234.00	
-80	 0.340	 1.50	 0.15	 1.97	 9.30	 263.23	 9.36	 233.95	
-70	 0.340	 1.60	 0.15	 1.98	 9.31	 263.22	 9.35	 233.90	
-60	 0.340	 1.68	 0.15	 1.98	 9.33	 263.22	 9.34	 233.85	
-50	 0.340	 1.75	 0.15	 1.99	 9.34	 263.21	 9.33	 233.80	
-40	 0.340	 1.81	 0.15	 2.00	 9.35	 263.20	 9.32	 233.75	
-30	 0.340	 1.85	 0.15	 2.01	 9.36	 263.19	 9.31	 233.70	
-20	 0.340	 1.89	 0.15	 2.01	 9.37	 263.19	 9.30	 233.64	
-10	 0.340	 1.91	 0.15	 2.02	 9.38	 263.18	 9.29	 233.59	
  0	 0.340	 1.92	 0.15	 2.03	 9.40	 263.17	 9.28	 233.54	
 10	 0.340	 1.92	 0.15	 2.03	 9.41	 263.16	 9.27	 233.49	
 20	 0.340	 1.90	 0.15	 2.04	 9.42	 263.16	 9.26	 233.44	
 30	 0.340	 1.88	 0.15	 2.05	 9.43	 263.15	 9.25	 233.39	
 40	 0.340	 1.84	 0.14	 2.06	 9.44	 263.14	 9.23	 233.34	
 50	 0.340	 1.79	 0.14	 2.06	 9.45	 263.13	 9.22	 233.29	
 60	 0.340	 1.73	 0.14	 2.07	 9.47	 263.13	 9.21	 233.24	
 70	 0.340	 1.66	 0.14	 2.08	 9.48	 263.12	 9.20	 233.19	
 80	 0.340	 1.58	 0.14	 2.09	 9.49	 263.11	 9.19	 233.14	
 90	 0.340	 1.50	 0.14	 2.09	 9.50	 263.10	 9.18	 233.09	
100	 0.340	 1.40	 0.14	 2.10	 9.50	 263.07	 9.15	 233.20	
110	 0.340	 1.29	 0.14	 2.10	 9.50	 263.04	 9.13	 233.31	
120	 0.340	 1.18	 0.14	 2.11	 9.50	 263.00	 9.10	 233.42	
130	 0.340	 1.06	 0.14	 2.12	 9.51	 262.97	 9.07	 233.53	
140	 0.340	 0.93	 0.14	 2.12	 9.51	 262.93	 9.04	 233.64	
150	 0.340	 0.79	 0.14	 2.13	 9.51	 262.90	 9.01	 233.74	
160	 0.340	 0.65	 0.14	 2.14	 9.51	 262.87	 8.98	 233.85	
170	 0.340	 0.51	 0.14	 2.14	 9.51	 262.83	 8.95	 233.96	
180	 0.340	 0.36	 0.14	 2.15	 9.51	 262.80	 8.92	 234.07	
