Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°126
Type of Scenario: variation around a real past forcing event (High Tide date (UTC): 1924-01-09T05:30:00; scenario n°95) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.562	 0.42	 0.67	 9.12	 20.64	 256.34	 11.67	 278.80	
-170	 0.562	 0.59	 0.67	 9.14	 20.68	 256.46	 11.70	 280.58	
-160	 0.562	 0.76	 0.67	 9.16	 20.71	 256.58	 11.73	 282.36	
-150	 0.562	 0.92	 0.67	 9.18	 20.75	 256.70	 11.75	 284.14	
-140	 0.562	 1.07	 0.67	 9.20	 20.78	 256.82	 11.78	 285.92	
-130	 0.562	 1.22	 0.66	 9.22	 20.81	 256.94	 11.81	 287.70	
-120	 0.562	 1.35	 0.66	 9.25	 20.85	 257.06	 11.84	 289.47	
-110	 0.562	 1.47	 0.66	 9.27	 20.88	 257.18	 11.87	 291.25	
-100	 0.562	 1.59	 0.66	 9.29	 20.91	 257.30	 11.89	 293.03	
-90	 0.562	 1.69	 0.66	 9.31	 20.95	 257.42	 11.92	 294.81	
-80	 0.562	 1.78	 0.66	 9.33	 20.98	 257.54	 11.95	 296.59	
-70	 0.562	 1.86	 0.66	 9.35	 21.01	 257.66	 11.98	 298.37	
-60	 0.562	 1.93	 0.66	 9.37	 21.05	 257.78	 12.00	 300.15	
-50	 0.562	 1.99	 0.65	 9.39	 21.08	 257.90	 12.03	 301.93	
-40	 0.562	 2.04	 0.65	 9.41	 21.12	 258.02	 12.06	 303.71	
-30	 0.562	 2.08	 0.65	 9.43	 21.15	 258.14	 12.09	 305.49	
-20	 0.562	 2.11	 0.65	 9.45	 21.18	 258.26	 12.11	 307.27	
-10	 0.562	 2.12	 0.65	 9.47	 21.22	 258.38	 12.14	 309.05	
  0	 0.562	 2.13	 0.65	 9.49	 21.25	 258.49	 12.17	 310.83	
 10	 0.562	 2.12	 0.65	 9.51	 21.28	 258.61	 12.20	 312.61	
 20	 0.562	 2.11	 0.65	 9.53	 21.32	 258.73	 12.22	 314.39	
 30	 0.562	 2.08	 0.65	 9.55	 21.35	 258.85	 12.25	 316.17	
 40	 0.562	 2.04	 0.64	 9.52	 21.33	 258.89	 12.40	 316.26	
 50	 0.562	 1.98	 0.63	 9.49	 21.30	 258.93	 12.56	 316.36	
 60	 0.562	 1.92	 0.63	 9.46	 21.27	 258.97	 12.71	 316.45	
 70	 0.562	 1.84	 0.62	 9.43	 21.25	 259.01	 12.86	 316.55	
 80	 0.562	 1.75	 0.62	 9.40	 21.22	 259.05	 13.02	 316.64	
 90	 0.562	 1.65	 0.61	 9.37	 21.20	 259.09	 13.17	 316.74	
100	 0.562	 1.54	 0.60	 9.34	 21.17	 259.13	 13.32	 316.83	
110	 0.562	 1.41	 0.60	 9.31	 21.15	 259.17	 13.48	 316.93	
120	 0.562	 1.28	 0.59	 9.28	 21.12	 259.21	 13.63	 317.02	
130	 0.562	 1.13	 0.59	 9.24	 21.10	 259.25	 13.78	 317.11	
140	 0.562	 0.97	 0.58	 9.21	 21.07	 259.28	 13.94	 317.21	
150	 0.562	 0.81	 0.57	 9.18	 21.05	 259.32	 14.09	 317.30	
160	 0.562	 0.63	 0.57	 9.15	 21.02	 259.36	 14.24	 317.40	
170	 0.562	 0.45	 0.56	 9.12	 21.00	 259.40	 14.39	 317.49	
180	 0.562	 0.26	 0.56	 9.09	 20.97	 259.44	 14.55	 317.59	
