Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°68
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.850	 0.37	 0.74	 6.16	 9.70	 257.74	 22.54	 201.31	
-170	 0.850	 0.57	 0.74	 6.16	 9.69	 258.42	 22.54	 200.32	
-160	 0.850	 0.75	 0.74	 6.16	 9.66	 258.48	 22.55	 198.65	
-150	 0.850	 0.93	 0.74	 6.16	 9.63	 259.30	 22.59	 197.02	
-140	 0.850	 1.09	 0.74	 6.15	 9.64	 259.92	 22.65	 195.58	
-130	 0.850	 1.26	 0.73	 6.15	 9.68	 260.30	 22.67	 193.44	
-120	 0.850	 1.41	 0.73	 6.15	 9.69	 260.49	 22.68	 192.03	
-110	 0.850	 1.55	 0.74	 6.15	 9.73	 260.43	 22.67	 191.29	
-100	 0.850	 1.68	 0.74	 6.14	 9.81	 260.82	 22.64	 190.84	
-90	 0.850	 1.80	 0.73	 6.14	 9.87	 260.69	 22.60	 189.69	
-80	 0.850	 1.91	 0.74	 6.14	 9.91	 260.66	 22.54	 187.87	
-70	 0.850	 2.01	 0.73	 6.14	 9.99	 260.52	 22.46	 185.61	
-60	 0.850	 2.09	 0.73	 6.15	 10.10	 260.23	 22.42	 183.35	
-50	 0.850	 2.16	 0.74	 6.14	 10.17	 259.40	 22.36	 181.41	
-40	 0.850	 2.23	 0.74	 6.15	 10.21	 258.64	 22.29	 179.00	
-30	 0.850	 2.27	 0.73	 6.14	 10.27	 257.56	 22.22	 177.11	
-20	 0.850	 2.30	 0.73	 6.14	 10.33	 256.11	 22.13	 175.51	
-10	 0.850	 2.32	 0.73	 6.14	 10.40	 254.51	 22.05	 174.41	
  0	 0.850	 2.33	 0.73	 6.15	 10.45	 252.74	 21.98	 173.63	
 10	 0.850	 2.32	 0.73	 6.15	 10.55	 251.15	 21.91	 172.76	
 20	 0.850	 2.30	 0.72	 6.15	 10.64	 249.69	 21.84	 171.48	
 30	 0.850	 2.26	 0.73	 6.14	 10.73	 248.55	 21.72	 169.17	
 40	 0.850	 2.20	 0.72	 6.14	 10.82	 247.82	 21.59	 166.73	
 50	 0.850	 2.14	 0.72	 6.15	 10.83	 247.01	 21.45	 164.50	
 60	 0.850	 2.06	 0.72	 6.14	 10.85	 246.48	 21.26	 161.38	
 70	 0.850	 1.97	 0.71	 6.14	 10.91	 246.03	 21.10	 158.95	
 80	 0.850	 1.87	 0.71	 6.13	 11.00	 245.68	 20.94	 156.95	
 90	 0.850	 1.75	 0.71	 6.13	 11.11	 245.25	 20.88	 155.45	
100	 0.850	 1.62	 0.71	 6.13	 11.22	 245.06	 20.83	 153.63	
110	 0.850	 1.47	 0.71	 6.13	 11.34	 245.00	 20.81	 151.59	
120	 0.850	 1.32	 0.71	 6.13	 11.46	 245.04	 20.81	 150.18	
130	 0.850	 1.15	 0.70	 6.12	 11.60	 245.23	 20.77	 149.64	
140	 0.850	 0.97	 0.70	 6.12	 11.68	 245.49	 20.75	 149.42	
150	 0.850	 0.79	 0.70	 6.11	 11.74	 246.35	 20.70	 149.52	
160	 0.850	 0.60	 0.69	 6.11	 11.80	 246.93	 20.66	 149.72	
170	 0.850	 0.40	 0.70	 6.10	 11.88	 247.46	 20.59	 150.53	
180	 0.850	 0.20	 0.69	 6.10	 11.91	 248.45	 20.55	 151.51	
