Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°176
Type of Scenario: variation around a statistical event (scenario n°15) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.600	 -0.06	 0.24	 4.50	 13.98	 256.92	 10.09	 102.90	
-170	 1.600	 0.15	 0.24	 4.50	 13.91	 257.15	 10.03	 105.27	
-160	 1.600	 0.36	 0.24	 4.49	 13.86	 257.70	 9.98	 108.29	
-150	 1.600	 0.57	 0.24	 4.48	 13.87	 257.99	 9.92	 111.28	
-140	 1.600	 0.76	 0.23	 4.48	 13.87	 257.87	 9.86	 113.41	
-130	 1.600	 0.94	 0.23	 4.46	 13.81	 257.36	 9.83	 115.73	
-120	 1.600	 1.12	 0.23	 4.46	 13.74	 257.12	 9.83	 118.10	
-110	 1.600	 1.28	 0.23	 4.45	 13.66	 256.84	 9.86	 120.16	
-100	 1.600	 1.43	 0.22	 4.45	 13.54	 256.25	 9.86	 122.41	
-90	 1.600	 1.56	 0.22	 4.45	 13.44	 255.34	 9.84	 124.58	
-80	 1.600	 1.68	 0.22	 4.45	 13.34	 254.97	 9.80	 126.08	
-70	 1.600	 1.78	 0.22	 4.45	 13.28	 254.84	 9.80	 127.17	
-60	 1.600	 1.88	 0.22	 4.45	 13.26	 254.36	 9.86	 127.38	
-50	 1.600	 1.95	 0.22	 4.46	 13.18	 253.66	 9.94	 127.97	
-40	 1.600	 2.01	 0.21	 4.46	 13.08	 252.88	 9.96	 128.06	
-30	 1.600	 2.06	 0.21	 4.48	 12.94	 252.68	 9.98	 127.75	
-20	 1.600	 2.09	 0.22	 4.49	 12.79	 252.15	 9.98	 129.15	
-10	 1.600	 2.10	 0.22	 4.49	 12.65	 251.43	 10.01	 131.11	
  0	 1.600	 2.12	 0.21	 4.51	 12.49	 251.10	 9.95	 133.38	
 10	 1.600	 2.12	 0.21	 4.52	 12.37	 250.94	 9.85	 134.85	
 20	 1.600	 2.10	 0.21	 4.52	 12.29	 251.13	 9.77	 136.48	
 30	 1.600	 2.07	 0.21	 4.54	 12.20	 251.02	 9.77	 137.24	
 40	 1.600	 2.02	 0.21	 4.55	 12.13	 251.13	 9.78	 137.55	
 50	 1.600	 1.97	 0.20	 4.55	 12.04	 251.24	 9.73	 137.78	
 60	 1.600	 1.91	 0.20	 4.56	 11.93	 251.30	 9.62	 137.89	
 70	 1.600	 1.83	 0.20	 4.57	 11.88	 251.11	 9.60	 137.78	
 80	 1.600	 1.75	 0.20	 4.58	 11.77	 250.45	 9.60	 137.78	
 90	 1.600	 1.65	 0.20	 4.60	 11.70	 249.66	 9.61	 138.15	
100	 1.600	 1.55	 0.20	 4.61	 11.66	 249.05	 9.59	 138.21	
110	 1.600	 1.44	 0.20	 4.61	 11.65	 248.34	 9.54	 137.99	
120	 1.600	 1.31	 0.19	 4.62	 11.66	 247.72	 9.59	 137.99	
130	 1.600	 1.18	 0.19	 4.63	 11.64	 247.37	 9.65	 137.48	
140	 1.600	 1.04	 0.19	 4.63	 11.64	 247.43	 9.73	 136.81	
150	 1.600	 0.88	 0.19	 4.66	 11.58	 247.63	 9.83	 136.20	
160	 1.600	 0.72	 0.19	 4.66	 11.54	 247.72	 9.91	 135.76	
170	 1.600	 0.56	 0.19	 4.67	 11.45	 248.06	 9.96	 134.84	
180	 1.600	 0.39	 0.19	 4.68	 11.36	 248.43	 9.98	 133.56	
