Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°86
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.510	 0.14	 0.20	 2.37	 7.95	 253.65	 12.63	 273.55	
-170	 1.510	 0.30	 0.21	 2.38	 7.98	 254.65	 12.62	 272.42	
-160	 1.510	 0.47	 0.21	 2.37	 8.03	 256.47	 12.57	 270.99	
-150	 1.510	 0.62	 0.21	 2.38	 8.07	 258.46	 12.48	 269.50	
-140	 1.510	 0.78	 0.21	 2.38	 8.05	 260.32	 12.41	 269.01	
-130	 1.510	 0.93	 0.21	 2.39	 7.98	 262.01	 12.32	 268.64	
-120	 1.510	 1.07	 0.21	 2.39	 7.88	 263.79	 12.23	 268.53	
-110	 1.510	 1.20	 0.21	 2.39	 7.76	 265.19	 12.09	 268.10	
-100	 1.510	 1.32	 0.21	 2.40	 7.60	 266.24	 11.98	 268.04	
-90	 1.510	 1.43	 0.21	 2.40	 7.44	 267.43	 11.86	 267.55	
-80	 1.510	 1.53	 0.21	 2.40	 7.34	 268.98	 11.80	 267.17	
-70	 1.510	 1.62	 0.21	 2.39	 7.27	 270.12	 11.74	 266.77	
-60	 1.510	 1.70	 0.22	 2.39	 7.19	 270.97	 11.69	 265.25	
-50	 1.510	 1.77	 0.21	 2.40	 7.10	 272.35	 11.64	 264.53	
-40	 1.510	 1.82	 0.21	 2.39	 7.05	 273.51	 11.60	 264.49	
-30	 1.510	 1.86	 0.22	 2.39	 7.00	 274.67	 11.58	 264.31	
-20	 1.510	 1.90	 0.21	 2.38	 6.96	 275.87	 11.50	 264.71	
-10	 1.510	 1.91	 0.21	 2.37	 6.86	 277.09	 11.44	 265.09	
  0	 1.510	 1.92	 0.21	 2.37	 6.81	 278.65	 11.40	 265.50	
 10	 1.510	 1.91	 0.21	 2.36	 6.73	 279.90	 11.36	 265.89	
 20	 1.510	 1.89	 0.21	 2.36	 6.65	 280.91	 11.28	 265.43	
 30	 1.510	 1.85	 0.21	 2.35	 6.54	 281.81	 11.21	 264.55	
 40	 1.510	 1.81	 0.22	 2.35	 6.45	 282.68	 11.13	 263.72	
 50	 1.510	 1.75	 0.22	 2.35	 6.41	 283.42	 11.08	 262.97	
 60	 1.510	 1.69	 0.22	 2.35	 6.35	 284.25	 11.00	 262.33	
 70	 1.510	 1.60	 0.22	 2.35	 6.29	 285.38	 10.93	 261.37	
 80	 1.510	 1.51	 0.21	 2.34	 6.24	 286.22	 10.87	 259.81	
 90	 1.510	 1.41	 0.22	 2.34	 6.18	 286.73	 10.80	 258.26	
100	 1.510	 1.29	 0.22	 2.34	 6.14	 287.19	 10.72	 255.70	
110	 1.510	 1.17	 0.22	 2.34	 6.09	 287.76	 10.59	 253.17	
120	 1.510	 1.04	 0.22	 2.34	 6.05	 288.23	 10.41	 250.61	
130	 1.510	 0.89	 0.23	 2.34	 6.03	 288.19	 10.26	 247.78	
140	 1.510	 0.74	 0.22	 2.34	 6.01	 288.77	 10.14	 244.28	
150	 1.510	 0.59	 0.22	 2.34	 5.97	 289.21	 10.11	 240.67	
160	 1.510	 0.43	 0.22	 2.33	 5.93	 289.74	 10.09	 237.16	
170	 1.510	 0.27	 0.22	 2.34	 5.89	 289.92	 10.13	 234.03	
180	 1.510	 0.10	 0.22	 2.33	 5.83	 290.25	 10.17	 231.13	
