Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°1
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.860	 0.30	 0.46	 6.59	 17.50	 230.02	 16.69	 269.19	
-170	 0.860	 0.48	 0.45	 6.60	 17.55	 230.61	 16.68	 268.74	
-160	 0.860	 0.65	 0.46	 6.63	 17.58	 230.84	 16.73	 268.06	
-150	 0.860	 0.82	 0.46	 6.65	 17.64	 230.91	 16.77	 267.47	
-140	 0.860	 0.98	 0.45	 6.65	 17.72	 230.52	 16.79	 268.09	
-130	 0.860	 1.13	 0.46	 6.66	 17.82	 230.19	 16.74	 268.21	
-120	 0.860	 1.29	 0.46	 6.68	 17.96	 230.41	 16.71	 268.52	
-110	 0.860	 1.41	 0.45	 6.69	 18.07	 230.41	 16.73	 268.44	
-100	 0.860	 1.55	 0.46	 6.71	 18.21	 231.10	 16.70	 269.29	
-90	 0.860	 1.67	 0.46	 6.72	 18.36	 231.47	 16.69	 269.37	
-80	 0.860	 1.77	 0.46	 6.74	 18.53	 232.03	 16.73	 269.69	
-70	 0.860	 1.87	 0.46	 6.75	 18.68	 232.44	 16.74	 269.68	
-60	 0.860	 1.96	 0.46	 6.75	 18.81	 232.74	 16.69	 270.10	
-50	 0.860	 2.03	 0.46	 6.77	 18.92	 233.31	 16.61	 270.91	
-40	 0.860	 2.10	 0.46	 6.78	 19.01	 233.63	 16.57	 271.84	
-30	 0.860	 2.14	 0.46	 6.79	 19.07	 234.16	 16.51	 273.16	
-20	 0.860	 2.17	 0.46	 6.79	 19.11	 234.64	 16.48	 274.33	
-10	 0.860	 2.20	 0.46	 6.80	 19.07	 235.34	 16.50	 276.14	
  0	 0.860	 2.21	 0.47	 6.81	 19.06	 235.85	 16.55	 278.13	
 10	 0.860	 2.19	 0.47	 6.81	 19.06	 236.21	 16.62	 280.06	
 20	 0.860	 2.18	 0.47	 6.81	 19.10	 236.96	 16.68	 281.63	
 30	 0.860	 2.13	 0.48	 6.83	 19.10	 237.66	 16.69	 283.41	
 40	 0.860	 2.09	 0.48	 6.83	 19.12	 238.26	 16.70	 286.07	
 50	 0.860	 2.02	 0.48	 6.85	 19.18	 238.70	 16.73	 289.45	
 60	 0.860	 1.94	 0.48	 6.85	 19.25	 239.34	 16.78	 293.07	
 70	 0.860	 1.85	 0.49	 6.85	 19.29	 240.27	 16.85	 297.35	
 80	 0.860	 1.73	 0.48	 6.86	 19.37	 240.83	 16.90	 301.25	
 90	 0.860	 1.61	 0.48	 6.87	 19.50	 241.59	 16.97	 304.50	
100	 0.860	 1.47	 0.48	 6.88	 19.61	 242.33	 17.05	 306.87	
110	 0.860	 1.32	 0.49	 6.89	 19.71	 243.25	 17.04	 308.76	
120	 0.860	 1.16	 0.49	 6.89	 19.81	 243.91	 17.03	 310.17	
130	 0.860	 0.99	 0.50	 6.90	 19.91	 244.52	 17.00	 311.25	
140	 0.860	 0.81	 0.50	 6.90	 19.95	 244.93	 16.94	 311.75	
150	 0.860	 0.63	 0.50	 6.90	 20.00	 245.45	 16.92	 312.71	
160	 0.860	 0.43	 0.51	 6.90	 20.04	 245.58	 16.89	 313.81	
170	 0.860	 0.23	 0.51	 6.91	 20.09	 246.14	 16.84	 314.42	
180	 0.860	 0.03	 0.51	 6.91	 20.14	 246.59	 16.77	 315.89	
