Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°27
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.060	 0.31	 0.77	 6.34	 13.54	 252.27	 16.01	 4.83	
-170	 1.060	 0.48	 0.77	 6.34	 13.58	 252.64	 16.07	 4.72	
-160	 1.060	 0.65	 0.77	 6.33	 13.65	 253.53	 16.16	 4.08	
-150	 1.060	 0.81	 0.77	 6.34	 13.72	 255.02	 16.26	 3.07	
-140	 1.060	 0.96	 0.76	 6.33	 13.76	 256.81	 16.33	 1.84	
-130	 1.060	 1.12	 0.76	 6.32	 13.78	 257.90	 16.41	 1.20	
-120	 1.060	 1.26	 0.76	 6.32	 13.83	 259.59	 16.51	 0.87	
-110	 1.060	 1.40	 0.76	 6.32	 13.92	 260.85	 16.58	 0.12	
-100	 1.060	 1.52	 0.76	 6.31	 13.99	 262.16	 16.58	 359.59	
-90	 1.060	 1.64	 0.75	 6.31	 14.08	 262.97	 16.63	 358.25	
-80	 1.060	 1.75	 0.74	 6.30	 14.17	 263.56	 16.69	 357.02	
-70	 1.060	 1.84	 0.75	 6.30	 14.25	 264.15	 16.79	 355.52	
-60	 1.060	 1.93	 0.74	 6.30	 14.27	 263.93	 16.91	 354.95	
-50	 1.060	 2.00	 0.74	 6.30	 14.33	 264.55	 17.01	 354.26	
-40	 1.060	 2.07	 0.75	 6.29	 14.38	 265.10	 17.07	 354.10	
-30	 1.060	 2.12	 0.75	 6.28	 14.42	 265.68	 17.12	 353.88	
-20	 1.060	 2.16	 0.75	 6.28	 14.42	 265.92	 17.14	 354.03	
-10	 1.060	 2.19	 0.75	 6.28	 14.44	 266.33	 17.13	 354.54	
  0	 1.060	 2.20	 0.75	 6.27	 14.46	 267.16	 17.10	 354.39	
 10	 1.060	 2.19	 0.75	 6.27	 14.47	 267.99	 17.04	 354.79	
 20	 1.060	 2.17	 0.75	 6.26	 14.45	 268.68	 17.05	 354.97	
 30	 1.060	 2.14	 0.75	 6.26	 14.46	 269.61	 17.03	 354.10	
 40	 1.060	 2.08	 0.75	 6.26	 14.46	 270.58	 17.05	 352.95	
 50	 1.060	 2.02	 0.75	 6.25	 14.46	 271.21	 17.04	 351.55	
 60	 1.060	 1.94	 0.75	 6.25	 14.45	 271.61	 17.03	 349.38	
 70	 1.060	 1.84	 0.75	 6.25	 14.40	 271.78	 17.02	 347.31	
 80	 1.060	 1.73	 0.76	 6.24	 14.32	 272.12	 17.02	 345.09	
 90	 1.060	 1.60	 0.76	 6.23	 14.24	 272.53	 17.00	 343.45	
100	 1.060	 1.47	 0.75	 6.22	 14.18	 273.16	 16.97	 342.23	
110	 1.060	 1.31	 0.75	 6.22	 14.11	 273.96	 16.95	 340.77	
120	 1.060	 1.14	 0.74	 6.21	 14.04	 274.92	 16.86	 339.78	
130	 1.060	 0.97	 0.74	 6.21	 13.95	 275.60	 16.78	 337.99	
140	 1.060	 0.79	 0.74	 6.21	 13.85	 275.84	 16.70	 337.09	
150	 1.060	 0.58	 0.74	 6.20	 13.74	 275.44	 16.60	 336.81	
160	 1.060	 0.39	 0.74	 6.20	 13.60	 274.97	 16.49	 336.56	
170	 1.060	 0.17	 0.74	 6.19	 13.48	 274.27	 16.39	 336.31	
180	 1.060	 -0.04	 0.74	 6.18	 13.37	 273.74	 16.34	 337.22	
