Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°236
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1965-10-05T12:50:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.430	 0.29	 0.05	 1.89	 11.83	 263.49	 6.54	 102.95	
-170	 0.430	 0.35	 0.05	 1.88	 11.80	 263.54	 6.53	 102.98	
-160	 0.430	 0.40	 0.05	 1.87	 11.78	 263.60	 6.51	 103.01	
-150	 0.430	 0.45	 0.05	 1.86	 11.75	 263.65	 6.49	 103.04	
-140	 0.430	 0.50	 0.05	 1.85	 11.72	 263.71	 6.47	 103.07	
-130	 0.430	 0.55	 0.05	 1.84	 11.70	 263.76	 6.45	 103.10	
-120	 0.430	 0.59	 0.05	 1.83	 11.67	 263.81	 6.44	 103.13	
-110	 0.430	 0.63	 0.05	 1.81	 11.64	 263.87	 6.42	 103.16	
-100	 0.430	 0.67	 0.04	 1.80	 11.62	 263.92	 6.40	 103.19	
-90	 0.430	 0.71	 0.04	 1.79	 11.59	 263.98	 6.38	 103.22	
-80	 0.430	 0.74	 0.04	 1.78	 11.56	 264.03	 6.37	 103.25	
-70	 0.430	 0.77	 0.04	 1.77	 11.54	 264.09	 6.35	 103.28	
-60	 0.430	 0.79	 0.04	 1.76	 11.51	 264.14	 6.33	 103.31	
-50	 0.430	 0.81	 0.04	 1.75	 11.48	 264.20	 6.31	 103.34	
-40	 0.430	 0.83	 0.04	 1.74	 11.46	 264.21	 6.31	 102.57	
-30	 0.430	 0.85	 0.04	 1.73	 11.43	 264.23	 6.30	 101.81	
-20	 0.430	 0.86	 0.04	 1.72	 11.41	 264.25	 6.29	 101.05	
-10	 0.430	 0.86	 0.04	 1.72	 11.38	 264.26	 6.28	 100.28	
  0	 0.430	 0.87	 0.04	 1.71	 11.36	 264.28	 6.27	 99.52	
 10	 0.430	 0.86	 0.04	 1.70	 11.33	 264.30	 6.26	 98.75	
 20	 0.430	 0.86	 0.04	 1.69	 11.31	 264.31	 6.25	 97.99	
 30	 0.430	 0.84	 0.04	 1.68	 11.29	 264.33	 6.24	 97.22	
 40	 0.430	 0.83	 0.04	 1.67	 11.26	 264.35	 6.23	 96.46	
 50	 0.430	 0.80	 0.04	 1.67	 11.24	 264.36	 6.22	 95.70	
 60	 0.430	 0.78	 0.04	 1.66	 11.21	 264.38	 6.21	 94.93	
 70	 0.430	 0.74	 0.04	 1.65	 11.19	 264.40	 6.20	 94.17	
 80	 0.430	 0.70	 0.04	 1.64	 11.16	 264.41	 6.19	 93.40	
 90	 0.430	 0.66	 0.04	 1.63	 11.14	 264.43	 6.18	 92.64	
100	 0.430	 0.61	 0.04	 1.63	 11.11	 264.45	 6.17	 91.88	
110	 0.430	 0.56	 0.04	 1.62	 11.09	 264.46	 6.17	 91.11	
120	 0.430	 0.50	 0.04	 1.61	 11.06	 264.48	 6.16	 90.35	
130	 0.430	 0.43	 0.04	 1.60	 11.04	 264.50	 6.15	 89.58	
140	 0.430	 0.36	 0.04	 1.59	 11.01	 264.51	 6.14	 88.82	
150	 0.430	 0.29	 0.03	 1.58	 10.99	 264.53	 6.13	 88.05	
160	 0.430	 0.21	 0.03	 1.58	 10.97	 264.55	 6.12	 87.29	
170	 0.430	 0.13	 0.03	 1.57	 10.94	 264.56	 6.11	 86.53	
180	 0.430	 0.05	 0.03	 1.56	 10.92	 264.58	 6.10	 85.76	
