Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°63
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.180	 0.04	 0.13	 4.17	 9.99	 249.29	 11.98	 256.16	
-170	 1.180	 0.23	 0.13	 4.19	 9.93	 248.91	 12.06	 257.44	
-160	 1.180	 0.40	 0.14	 4.20	 9.90	 248.40	 12.15	 258.59	
-150	 1.180	 0.58	 0.14	 4.21	 9.86	 247.47	 12.23	 260.10	
-140	 1.180	 0.75	 0.13	 4.22	 9.82	 246.73	 12.28	 261.58	
-130	 1.180	 0.91	 0.13	 4.24	 9.78	 245.91	 12.32	 263.08	
-120	 1.180	 1.06	 0.13	 4.25	 9.75	 245.50	 12.29	 264.25	
-110	 1.180	 1.20	 0.13	 4.27	 9.74	 245.42	 12.31	 265.62	
-100	 1.180	 1.33	 0.13	 4.28	 9.74	 245.27	 12.30	 266.02	
-90	 1.180	 1.45	 0.13	 4.29	 9.73	 245.37	 12.27	 265.98	
-80	 1.180	 1.57	 0.13	 4.30	 9.71	 245.25	 12.22	 265.38	
-70	 1.180	 1.66	 0.13	 4.31	 9.70	 245.30	 12.12	 264.50	
-60	 1.180	 1.75	 0.13	 4.33	 9.68	 245.05	 12.05	 263.35	
-50	 1.180	 1.82	 0.14	 4.34	 9.67	 244.73	 11.96	 263.00	
-40	 1.180	 1.89	 0.14	 4.36	 9.67	 244.80	 11.88	 262.72	
-30	 1.180	 1.93	 0.13	 4.37	 9.67	 244.98	 11.82	 262.88	
-20	 1.180	 1.97	 0.12	 4.39	 9.67	 245.08	 11.77	 263.06	
-10	 1.180	 1.99	 0.13	 4.40	 9.71	 245.58	 11.70	 262.88	
  0	 1.180	 2.01	 0.13	 4.41	 9.75	 246.06	 11.65	 263.07	
 10	 1.180	 2.00	 0.12	 4.42	 9.82	 246.44	 11.57	 262.29	
 20	 1.180	 1.99	 0.12	 4.44	 9.89	 247.20	 11.54	 261.75	
 30	 1.180	 1.96	 0.12	 4.45	 9.96	 247.56	 11.49	 261.06	
 40	 1.180	 1.92	 0.12	 4.46	 10.02	 248.08	 11.45	 260.17	
 50	 1.180	 1.87	 0.12	 4.47	 10.06	 248.36	 11.46	 259.79	
 60	 1.180	 1.81	 0.12	 4.49	 10.10	 248.81	 11.45	 259.62	
 70	 1.180	 1.73	 0.12	 4.50	 10.14	 249.28	 11.42	 260.01	
 80	 1.180	 1.64	 0.12	 4.52	 10.18	 249.30	 11.40	 260.52	
 90	 1.180	 1.55	 0.11	 4.52	 10.19	 249.41	 11.34	 261.20	
100	 1.180	 1.44	 0.11	 4.53	 10.21	 249.54	 11.26	 261.83	
110	 1.180	 1.33	 0.11	 4.54	 10.25	 249.89	 11.17	 263.00	
120	 1.180	 1.20	 0.11	 4.55	 10.32	 250.50	 11.09	 264.82	
130	 1.180	 1.06	 0.11	 4.56	 10.35	 251.19	 11.00	 266.06	
140	 1.180	 0.92	 0.11	 4.57	 10.38	 252.20	 10.85	 268.00	
150	 1.180	 0.77	 0.11	 4.58	 10.50	 252.92	 10.72	 269.86	
160	 1.180	 0.61	 0.11	 4.60	 10.62	 253.82	 10.60	 272.50	
170	 1.180	 0.45	 0.10	 4.60	 10.74	 254.11	 10.50	 274.94	
180	 1.180	 0.29	 0.11	 4.61	 10.86	 254.31	 10.39	 276.84	
