Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°103
Type of Scenario: real past forcing event (from the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1927-11-08T02:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.374	 0.18	 0.18	 1.79	 12.29	 271.95	 0.47	 227.96	
-170	 0.374	 0.37	 0.18	 1.79	 12.27	 271.98	 0.42	 226.22	
-160	 0.374	 0.54	 0.17	 1.78	 12.26	 272.01	 0.36	 224.48	
-150	 0.374	 0.72	 0.17	 1.77	 12.25	 272.04	 0.30	 222.74	
-140	 0.374	 0.88	 0.17	 1.76	 12.24	 272.46	 0.43	 218.40	
-130	 0.374	 1.04	 0.17	 1.75	 12.23	 272.87	 0.56	 214.06	
-120	 0.374	 1.19	 0.18	 1.74	 12.22	 273.29	 0.68	 209.72	
-110	 0.374	 1.33	 0.18	 1.73	 12.20	 273.70	 0.81	 205.38	
-100	 0.374	 1.46	 0.18	 1.72	 12.19	 274.12	 0.93	 201.04	
-90	 0.374	 1.58	 0.18	 1.71	 12.18	 274.53	 1.06	 196.70	
-80	 0.374	 1.69	 0.18	 1.70	 12.17	 274.95	 1.18	 192.36	
-70	 0.374	 1.79	 0.18	 1.69	 12.15	 275.36	 1.31	 188.02	
-60	 0.374	 1.87	 0.18	 1.68	 12.14	 275.78	 1.43	 183.68	
-50	 0.374	 1.94	 0.18	 1.67	 12.13	 276.19	 1.56	 179.34	
-40	 0.374	 2.00	 0.18	 1.66	 12.11	 276.61	 1.68	 175.00	
-30	 0.374	 2.04	 0.18	 1.65	 12.10	 277.03	 1.81	 170.66	
-20	 0.374	 2.08	 0.18	 1.64	 12.09	 277.44	 1.93	 166.32	
-10	 0.374	 2.09	 0.18	 1.63	 12.08	 277.86	 2.06	 161.98	
  0	 0.374	 2.10	 0.19	 1.62	 12.06	 278.27	 2.18	 157.64	
 10	 0.374	 2.09	 0.19	 1.61	 12.05	 278.69	 2.31	 153.30	
 20	 0.374	 2.06	 0.19	 1.60	 12.04	 279.10	 2.43	 148.96	
 30	 0.374	 2.02	 0.19	 1.59	 12.02	 279.52	 2.56	 144.62	
 40	 0.374	 1.97	 0.19	 1.58	 12.01	 279.93	 2.68	 140.28	
 50	 0.374	 1.90	 0.19	 1.57	 12.00	 280.35	 2.81	 135.94	
 60	 0.374	 1.82	 0.19	 1.56	 11.99	 280.76	 2.93	 131.60	
 70	 0.374	 1.72	 0.19	 1.55	 11.97	 281.18	 3.06	 127.26	
 80	 0.374	 1.62	 0.19	 1.54	 11.96	 281.59	 3.18	 122.92	
 90	 0.374	 1.50	 0.19	 1.53	 11.95	 282.01	 3.31	 118.58	
100	 0.374	 1.37	 0.19	 1.52	 11.94	 282.42	 3.44	 114.24	
110	 0.374	 1.22	 0.19	 1.51	 11.92	 282.84	 3.56	 109.90	
120	 0.374	 1.07	 0.19	 1.50	 11.91	 283.25	 3.69	 105.56	
130	 0.374	 0.91	 0.20	 1.49	 11.90	 283.67	 3.81	 101.22	
140	 0.374	 0.74	 0.20	 1.48	 11.88	 284.08	 3.94	 96.88	
150	 0.374	 0.56	 0.20	 1.47	 11.87	 284.50	 4.06	 92.54	
160	 0.374	 0.38	 0.20	 1.46	 11.86	 284.91	 4.19	 88.20	
170	 0.374	 0.19	 0.20	 1.45	 11.85	 285.33	 4.31	 83.86	
180	 0.374	 0.00	 0.20	 1.44	 11.83	 285.74	 4.44	 79.52	
