Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°69
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.340	 0.29	 0.31	 1.92	 11.39	 269.45	 5.89	 331.57	
-170	 1.340	 0.46	 0.32	 1.91	 11.27	 269.18	 6.00	 332.70	
-160	 1.340	 0.63	 0.32	 1.89	 11.19	 269.42	 6.09	 333.49	
-150	 1.340	 0.79	 0.32	 1.88	 11.11	 269.57	 6.21	 333.97	
-140	 1.340	 0.95	 0.32	 1.86	 11.03	 269.70	 6.32	 334.82	
-130	 1.340	 1.09	 0.32	 1.85	 11.04	 269.58	 6.37	 335.79	
-120	 1.340	 1.23	 0.32	 1.83	 11.06	 269.77	 6.39	 336.28	
-110	 1.340	 1.37	 0.33	 1.82	 11.09	 269.78	 6.45	 336.52	
-100	 1.340	 1.48	 0.33	 1.81	 11.13	 269.79	 6.56	 336.66	
-90	 1.340	 1.60	 0.33	 1.80	 11.16	 269.59	 6.64	 337.39	
-80	 1.340	 1.70	 0.33	 1.78	 11.19	 269.62	 6.73	 338.70	
-70	 1.340	 1.79	 0.33	 1.77	 11.21	 269.79	 6.79	 339.86	
-60	 1.340	 1.88	 0.33	 1.77	 11.22	 269.63	 6.87	 341.20	
-50	 1.340	 1.94	 0.33	 1.76	 11.19	 269.53	 7.00	 342.47	
-40	 1.340	 2.01	 0.33	 1.74	 11.15	 269.45	 7.11	 343.67	
-30	 1.340	 2.06	 0.33	 1.74	 11.12	 269.47	 7.17	 344.65	
-20	 1.340	 2.10	 0.33	 1.73	 11.09	 269.46	 7.20	 344.88	
-10	 1.340	 2.12	 0.34	 1.71	 11.13	 269.46	 7.25	 345.01	
  0	 1.340	 2.14	 0.34	 1.70	 11.19	 269.92	 7.33	 345.63	
 10	 1.340	 2.13	 0.34	 1.70	 11.30	 270.34	 7.40	 346.77	
 20	 1.340	 2.12	 0.34	 1.69	 11.41	 270.61	 7.45	 347.42	
 30	 1.340	 2.09	 0.35	 1.67	 11.50	 270.60	 7.54	 348.22	
 40	 1.340	 2.05	 0.34	 1.67	 11.59	 270.26	 7.62	 348.55	
 50	 1.340	 1.99	 0.34	 1.66	 11.60	 269.86	 7.72	 349.34	
 60	 1.340	 1.92	 0.34	 1.65	 11.66	 268.94	 7.79	 351.10	
 70	 1.340	 1.82	 0.34	 1.65	 11.73	 268.13	 7.82	 352.34	
 80	 1.340	 1.73	 0.33	 1.63	 11.76	 267.61	 7.89	 353.46	
 90	 1.340	 1.61	 0.33	 1.63	 11.80	 267.35	 7.95	 355.03	
100	 1.340	 1.48	 0.33	 1.62	 11.83	 266.85	 7.99	 355.98	
110	 1.340	 1.34	 0.33	 1.61	 11.86	 266.62	 8.04	 357.30	
120	 1.340	 1.18	 0.33	 1.61	 11.85	 265.96	 8.08	 358.33	
130	 1.340	 1.01	 0.33	 1.60	 11.79	 265.00	 8.07	 358.97	
140	 1.340	 0.83	 0.33	 1.61	 11.73	 264.11	 8.05	 359.90	
150	 1.340	 0.64	 0.33	 1.61	 11.69	 263.46	 8.01	 359.67	
160	 1.340	 0.45	 0.33	 1.60	 11.61	 263.12	 7.99	 0.27	
170	 1.340	 0.24	 0.33	 1.61	 11.55	 262.73	 8.02	 1.02	
180	 1.340	 0.04	 0.32	 1.60	 11.47	 262.89	 8.07	 1.59	
