Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°53
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.560	 0.18	 0.30	 3.55	 12.45	 249.35	 7.95	 201.62	
-170	 0.560	 0.36	 0.30	 3.57	 12.44	 248.98	 7.83	 201.62	
-160	 0.560	 0.53	 0.30	 3.60	 12.44	 248.85	 7.69	 201.89	
-150	 0.560	 0.70	 0.30	 3.63	 12.42	 248.38	 7.59	 202.37	
-140	 0.560	 0.86	 0.29	 3.66	 12.45	 247.85	 7.50	 202.74	
-130	 0.560	 1.02	 0.30	 3.69	 12.47	 247.64	 7.44	 203.56	
-120	 0.560	 1.17	 0.30	 3.71	 12.50	 247.23	 7.37	 204.21	
-110	 0.560	 1.31	 0.30	 3.74	 12.55	 246.34	 7.32	 204.39	
-100	 0.560	 1.44	 0.30	 3.76	 12.59	 245.26	 7.27	 204.67	
-90	 0.560	 1.56	 0.30	 3.79	 12.59	 244.36	 7.22	 204.74	
-80	 0.560	 1.67	 0.30	 3.82	 12.55	 243.58	 7.17	 203.86	
-70	 0.560	 1.77	 0.30	 3.84	 12.51	 242.51	 7.16	 202.50	
-60	 0.560	 1.85	 0.30	 3.86	 12.48	 242.08	 7.14	 201.57	
-50	 0.560	 1.92	 0.30	 3.88	 12.46	 241.86	 7.09	 200.23	
-40	 0.560	 1.98	 0.30	 3.91	 12.42	 241.20	 7.02	 198.51	
-30	 0.560	 2.02	 0.30	 3.93	 12.38	 240.84	 6.94	 197.65	
-20	 0.560	 2.06	 0.29	 3.96	 12.38	 240.79	 6.84	 196.68	
-10	 0.560	 2.07	 0.29	 3.97	 12.39	 240.96	 6.70	 197.02	
  0	 0.560	 2.08	 0.29	 4.00	 12.41	 241.24	 6.56	 197.36	
 10	 0.560	 2.08	 0.30	 4.02	 12.42	 241.68	 6.43	 197.28	
 20	 0.560	 2.05	 0.30	 4.05	 12.47	 242.27	 6.32	 197.13	
 30	 0.560	 2.01	 0.30	 4.07	 12.55	 242.64	 6.25	 197.04	
 40	 0.560	 1.97	 0.29	 4.08	 12.64	 242.46	 6.21	 197.25	
 50	 0.560	 1.92	 0.30	 4.11	 12.73	 242.65	 6.18	 196.29	
 60	 0.560	 1.84	 0.29	 4.13	 12.84	 242.89	 6.14	 194.45	
 70	 0.560	 1.76	 0.28	 4.14	 12.92	 243.44	 6.15	 192.82	
 80	 0.560	 1.67	 0.28	 4.16	 12.97	 243.72	 6.18	 191.48	
 90	 0.560	 1.57	 0.28	 4.18	 13.01	 243.85	 6.22	 190.45	
100	 0.560	 1.46	 0.27	 4.18	 13.02	 244.32	 6.26	 189.75	
110	 0.560	 1.34	 0.28	 4.20	 13.03	 244.82	 6.27	 189.19	
120	 0.560	 1.21	 0.27	 4.21	 13.03	 245.16	 6.25	 189.15	
130	 0.560	 1.07	 0.27	 4.22	 13.02	 245.34	 6.24	 189.30	
140	 0.560	 0.93	 0.27	 4.23	 13.06	 246.04	 6.31	 189.52	
150	 0.560	 0.77	 0.27	 4.24	 13.13	 246.42	 6.35	 189.65	
160	 0.560	 0.62	 0.27	 4.25	 13.16	 246.72	 6.37	 189.16	
170	 0.560	 0.45	 0.27	 4.26	 13.17	 246.77	 6.37	 188.96	
180	 0.560	 0.29	 0.26	 4.27	 13.18	 246.25	 6.42	 188.86	
