Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°232
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1992-08-19T18:50:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.480	 -0.04	 0.04	 0.71	 9.71	 278.47	 2.08	 127.53	
-170	 0.480	 0.09	 0.04	 0.71	 9.71	 278.45	 2.07	 128.53	
-160	 0.480	 0.21	 0.04	 0.71	 9.72	 278.42	 2.13	 129.30	
-150	 0.480	 0.34	 0.04	 0.71	 9.73	 278.40	 2.19	 130.07	
-140	 0.480	 0.46	 0.04	 0.71	 9.73	 278.38	 2.25	 130.85	
-130	 0.480	 0.58	 0.04	 0.71	 9.74	 278.36	 2.31	 131.62	
-120	 0.480	 0.69	 0.04	 0.71	 9.74	 278.33	 2.37	 132.39	
-110	 0.480	 0.80	 0.04	 0.71	 9.75	 278.31	 2.43	 133.16	
-100	 0.480	 0.90	 0.04	 0.71	 9.75	 278.29	 2.49	 128.53	
-90	 0.480	 0.99	 0.04	 0.71	 9.76	 278.26	 2.56	 123.90	
-80	 0.480	 1.07	 0.04	 0.71	 9.76	 278.24	 2.63	 119.26	
-70	 0.480	 1.15	 0.05	 0.71	 9.77	 278.22	 2.70	 114.63	
-60	 0.480	 1.21	 0.05	 0.71	 9.78	 278.20	 2.76	 110.00	
-50	 0.480	 1.27	 0.05	 0.71	 9.78	 278.17	 2.83	 105.36	
-40	 0.480	 1.32	 0.05	 0.71	 9.77	 278.17	 2.85	 111.12	
-30	 0.480	 1.35	 0.05	 0.71	 9.76	 278.17	 2.88	 116.88	
-20	 0.480	 1.38	 0.05	 0.71	 9.75	 278.17	 2.90	 122.64	
-10	 0.480	 1.39	 0.05	 0.71	 9.74	 278.17	 2.92	 128.40	
  0	 0.480	 1.39	 0.05	 0.71	 9.73	 278.17	 2.94	 134.16	
 10	 0.480	 1.39	 0.05	 0.71	 9.72	 278.17	 2.97	 139.92	
 20	 0.480	 1.37	 0.05	 0.71	 9.71	 278.17	 3.00	 145.31	
 30	 0.480	 1.35	 0.05	 0.71	 9.70	 278.17	 3.04	 150.70	
 40	 0.480	 1.31	 0.04	 0.71	 9.70	 278.17	 3.08	 156.09	
 50	 0.480	 1.27	 0.04	 0.71	 9.69	 278.17	 3.11	 161.47	
 60	 0.480	 1.22	 0.04	 0.71	 9.68	 278.17	 3.15	 166.86	
 70	 0.480	 1.16	 0.04	 0.71	 9.67	 278.17	 3.19	 172.25	
 80	 0.480	 1.10	 0.04	 0.71	 9.66	 278.17	 2.91	 170.93	
 90	 0.480	 1.02	 0.04	 0.71	 9.65	 278.17	 2.63	 169.61	
100	 0.480	 0.95	 0.04	 0.71	 9.64	 278.17	 2.35	 168.28	
110	 0.480	 0.86	 0.04	 0.71	 9.63	 278.17	 2.07	 166.96	
120	 0.480	 0.77	 0.04	 0.71	 9.62	 278.17	 1.80	 165.64	
130	 0.480	 0.68	 0.04	 0.71	 9.61	 278.17	 1.52	 164.31	
140	 0.480	 0.58	 0.04	 0.71	 9.60	 278.17	 1.36	 159.77	
150	 0.480	 0.49	 0.04	 0.72	 9.59	 278.17	 1.21	 155.22	
160	 0.480	 0.38	 0.04	 0.72	 9.58	 278.17	 1.06	 150.67	
170	 0.480	 0.28	 0.04	 0.72	 9.57	 278.17	 0.91	 146.12	
180	 0.480	 0.17	 0.04	 0.72	 9.56	 278.17	 0.75	 141.57	
