Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°58
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.380	 0.23	 0.17	 2.99	 9.86	 255.44	 12.10	 214.22	
-170	 1.380	 0.43	 0.16	 2.98	 9.90	 255.75	 12.17	 214.71	
-160	 1.380	 0.62	 0.17	 2.99	 10.00	 255.50	 12.26	 215.34	
-150	 1.380	 0.82	 0.17	 2.99	 10.12	 254.65	 12.35	 217.14	
-140	 1.380	 1.00	 0.17	 2.98	 10.21	 253.92	 12.44	 218.09	
-130	 1.380	 1.17	 0.17	 2.99	 10.27	 253.34	 12.48	 218.37	
-120	 1.380	 1.34	 0.18	 2.99	 10.32	 253.17	 12.49	 217.67	
-110	 1.380	 1.49	 0.18	 2.99	 10.36	 253.43	 12.51	 216.31	
-100	 1.380	 1.64	 0.18	 2.99	 10.41	 254.13	 12.53	 215.33	
-90	 1.380	 1.77	 0.18	 2.99	 10.41	 255.44	 12.59	 212.69	
-80	 1.380	 1.89	 0.18	 3.00	 10.41	 256.52	 12.62	 210.64	
-70	 1.380	 2.01	 0.18	 3.00	 10.41	 257.60	 12.68	 210.10	
-60	 1.380	 2.10	 0.18	 3.01	 10.40	 258.34	 12.69	 210.51	
-50	 1.380	 2.18	 0.18	 3.01	 10.41	 258.61	 12.73	 210.74	
-40	 1.380	 2.25	 0.18	 3.02	 10.35	 258.70	 12.81	 210.35	
-30	 1.380	 2.30	 0.18	 3.02	 10.33	 258.53	 12.85	 211.16	
-20	 1.380	 2.34	 0.19	 3.03	 10.33	 258.33	 12.85	 212.09	
-10	 1.380	 2.36	 0.19	 3.03	 10.33	 257.81	 12.83	 212.52	
  0	 1.380	 2.37	 0.19	 3.03	 10.31	 257.30	 12.80	 212.60	
 10	 1.380	 2.36	 0.19	 3.04	 10.31	 256.89	 12.78	 213.86	
 20	 1.380	 2.33	 0.18	 3.03	 10.31	 256.82	 12.70	 215.56	
 30	 1.380	 2.30	 0.19	 3.04	 10.29	 256.70	 12.62	 217.74	
 40	 1.380	 2.24	 0.19	 3.04	 10.26	 256.55	 12.57	 220.50	
 50	 1.380	 2.17	 0.19	 3.03	 10.25	 256.05	 12.56	 222.87	
 60	 1.380	 2.09	 0.19	 3.04	 10.25	 255.91	 12.53	 224.75	
 70	 1.380	 1.99	 0.19	 3.03	 10.21	 256.01	 12.51	 226.41	
 80	 1.380	 1.89	 0.19	 3.03	 10.14	 255.31	 12.50	 228.38	
 90	 1.380	 1.75	 0.20	 3.02	 10.06	 254.62	 12.48	 230.51	
100	 1.380	 1.62	 0.20	 3.02	 9.97	 253.70	 12.49	 233.69	
110	 1.380	 1.47	 0.20	 3.01	 9.91	 253.67	 12.46	 237.18	
120	 1.380	 1.30	 0.20	 3.01	 9.83	 253.60	 12.48	 240.87	
130	 1.380	 1.13	 0.20	 3.01	 9.81	 253.35	 12.46	 244.05	
140	 1.380	 0.95	 0.20	 3.00	 9.82	 253.38	 12.47	 247.42	
150	 1.380	 0.75	 0.19	 3.00	 9.80	 253.64	 12.51	 250.29	
160	 1.380	 0.55	 0.19	 3.00	 9.76	 253.97	 12.57	 253.05	
170	 1.380	 0.35	 0.19	 2.99	 9.68	 254.52	 12.64	 255.17	
180	 1.380	 0.14	 0.19	 2.99	 9.63	 255.27	 12.69	 257.21	
