Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°203
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2005-10-31T02:20:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.510	 0.05	 0.07	 3.72	 13.81	 257.43	 2.32	 186.80	
-170	 0.510	 0.19	 0.07	 3.75	 13.81	 257.25	 2.22	 182.71	
-160	 0.510	 0.33	 0.07	 3.78	 13.81	 257.07	 2.12	 178.62	
-150	 0.510	 0.46	 0.07	 3.81	 13.81	 256.90	 2.02	 174.53	
-140	 0.510	 0.59	 0.07	 3.83	 13.81	 256.72	 1.93	 170.44	
-130	 0.510	 0.72	 0.07	 3.85	 13.80	 256.72	 1.92	 168.10	
-120	 0.510	 0.83	 0.07	 3.86	 13.78	 256.72	 1.92	 165.76	
-110	 0.510	 0.94	 0.07	 3.87	 13.76	 256.72	 1.91	 163.42	
-100	 0.510	 1.04	 0.07	 3.88	 13.74	 256.72	 1.91	 161.08	
-90	 0.510	 1.13	 0.07	 3.90	 13.72	 256.72	 1.90	 158.74	
-80	 0.510	 1.21	 0.07	 3.91	 13.70	 256.72	 1.90	 156.41	
-70	 0.510	 1.28	 0.08	 3.91	 13.70	 256.72	 1.92	 154.54	
-60	 0.510	 1.34	 0.08	 3.90	 13.70	 256.72	 1.94	 152.68	
-50	 0.510	 1.40	 0.08	 3.90	 13.70	 256.72	 1.97	 150.81	
-40	 0.510	 1.44	 0.08	 3.90	 13.70	 256.72	 1.99	 148.95	
-30	 0.510	 1.47	 0.08	 3.90	 13.70	 256.72	 2.01	 147.08	
-20	 0.510	 1.49	 0.09	 3.90	 13.70	 256.72	 2.03	 145.22	
-10	 0.510	 1.51	 0.09	 3.89	 13.68	 257.25	 2.09	 149.99	
  0	 0.510	 1.51	 0.09	 3.88	 13.67	 257.79	 2.14	 154.77	
 10	 0.510	 1.50	 0.09	 3.87	 13.65	 258.32	 2.19	 159.55	
 20	 0.510	 1.49	 0.10	 3.86	 13.64	 258.86	 2.24	 164.32	
 30	 0.510	 1.46	 0.10	 3.85	 13.62	 259.39	 2.29	 169.10	
 40	 0.510	 1.43	 0.10	 3.83	 13.60	 259.93	 2.34	 173.88	
 50	 0.510	 1.38	 0.10	 3.82	 13.60	 259.93	 2.46	 177.85	
 60	 0.510	 1.33	 0.10	 3.80	 13.60	 259.93	 2.58	 181.82	
 70	 0.510	 1.27	 0.10	 3.78	 13.60	 259.93	 2.70	 185.80	
 80	 0.510	 1.20	 0.10	 3.77	 13.60	 259.93	 2.82	 189.77	
 90	 0.510	 1.12	 0.10	 3.75	 13.60	 259.93	 2.94	 193.75	
100	 0.510	 1.04	 0.10	 3.73	 13.60	 259.93	 3.05	 197.72	
110	 0.510	 0.94	 0.10	 3.71	 13.59	 259.93	 3.24	 200.72	
120	 0.510	 0.84	 0.10	 3.69	 13.57	 259.93	 3.42	 203.72	
130	 0.510	 0.73	 0.10	 3.67	 13.56	 259.93	 3.61	 206.72	
140	 0.510	 0.62	 0.10	 3.64	 13.54	 259.93	 3.79	 209.72	
150	 0.510	 0.50	 0.10	 3.62	 13.53	 259.93	 3.98	 212.72	
160	 0.510	 0.38	 0.10	 3.60	 13.51	 259.93	 4.16	 215.71	
170	 0.510	 0.25	 0.10	 3.57	 13.51	 260.11	 4.33	 213.45	
180	 0.510	 0.12	 0.10	 3.55	 13.51	 260.29	 4.50	 211.19	
