Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°114
Type of Scenario: real past forcing event (from the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1922-01-27T15:50:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.357	 0.28	 0.35	 4.31	 16.82	 260.30	 9.77	 219.39	
-170	 0.357	 0.42	 0.35	 4.32	 16.77	 260.27	 9.83	 220.57	
-160	 0.357	 0.54	 0.35	 4.33	 16.72	 260.23	 9.90	 221.76	
-150	 0.357	 0.66	 0.35	 4.34	 16.67	 260.19	 9.96	 222.95	
-140	 0.357	 0.78	 0.35	 4.35	 16.62	 260.16	 10.03	 224.13	
-130	 0.357	 0.88	 0.35	 4.36	 16.57	 260.12	 10.09	 225.32	
-120	 0.357	 0.98	 0.35	 4.37	 16.52	 260.08	 10.15	 226.51	
-110	 0.357	 1.07	 0.35	 4.38	 16.47	 260.05	 10.22	 227.70	
-100	 0.357	 1.16	 0.35	 4.39	 16.42	 260.01	 10.28	 228.88	
-90	 0.357	 1.24	 0.35	 4.40	 16.37	 259.97	 10.35	 230.07	
-80	 0.357	 1.30	 0.35	 4.40	 16.32	 259.94	 10.41	 231.26	
-70	 0.357	 1.37	 0.35	 4.41	 16.27	 259.90	 10.48	 232.44	
-60	 0.357	 1.42	 0.35	 4.42	 16.22	 259.86	 10.54	 233.63	
-50	 0.357	 1.46	 0.35	 4.43	 16.17	 259.82	 10.60	 234.82	
-40	 0.357	 1.50	 0.35	 4.44	 16.12	 259.79	 10.67	 236.00	
-30	 0.357	 1.53	 0.35	 4.45	 16.07	 259.75	 10.73	 237.19	
-20	 0.357	 1.55	 0.35	 4.46	 16.02	 259.71	 10.80	 238.38	
-10	 0.357	 1.56	 0.35	 4.47	 15.97	 259.68	 10.86	 239.57	
  0	 0.357	 1.57	 0.35	 4.48	 15.92	 259.64	 10.92	 240.75	
 10	 0.357	 1.56	 0.35	 4.49	 15.87	 259.60	 10.99	 241.94	
 20	 0.357	 1.55	 0.35	 4.50	 15.82	 259.57	 11.05	 243.13	
 30	 0.357	 1.52	 0.35	 4.51	 15.77	 259.53	 11.12	 244.31	
 40	 0.357	 1.49	 0.35	 4.52	 15.72	 259.49	 11.18	 245.50	
 50	 0.357	 1.44	 0.35	 4.53	 15.67	 259.46	 11.25	 246.69	
 60	 0.357	 1.39	 0.35	 4.54	 15.62	 259.42	 11.31	 247.88	
 70	 0.357	 1.33	 0.35	 4.54	 15.57	 259.38	 11.37	 249.06	
 80	 0.357	 1.25	 0.35	 4.55	 15.52	 259.35	 11.44	 250.25	
 90	 0.357	 1.17	 0.35	 4.56	 15.47	 259.31	 11.50	 251.44	
100	 0.357	 1.07	 0.35	 4.57	 15.42	 259.27	 11.57	 252.62	
110	 0.357	 0.97	 0.35	 4.58	 15.37	 259.23	 11.63	 253.81	
120	 0.357	 0.85	 0.35	 4.59	 15.32	 259.20	 11.69	 255.00	
130	 0.357	 0.73	 0.35	 4.60	 15.27	 259.16	 11.76	 256.19	
140	 0.357	 0.60	 0.35	 4.60	 15.22	 258.97	 11.73	 256.10	
150	 0.357	 0.46	 0.34	 4.60	 15.17	 258.78	 11.70	 256.01	
160	 0.357	 0.32	 0.34	 4.61	 15.12	 258.59	 11.66	 255.92	
170	 0.357	 0.17	 0.34	 4.61	 15.07	 258.41	 11.63	 255.83	
180	 0.357	 0.01	 0.34	 4.61	 15.02	 258.22	 11.60	 255.74	
