Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°212
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1999-12-09T04:00:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.500	 -0.00	 0.10	 3.27	 12.43	 266.73	 10.79	 269.52	
-170	 0.500	 0.16	 0.10	 3.29	 12.53	 266.53	 10.68	 270.29	
-160	 0.500	 0.32	 0.10	 3.30	 12.63	 266.32	 10.58	 271.06	
-150	 0.500	 0.48	 0.11	 3.31	 12.74	 266.12	 10.47	 271.82	
-140	 0.500	 0.63	 0.11	 3.32	 12.84	 265.91	 10.37	 272.59	
-130	 0.500	 0.77	 0.11	 3.33	 12.94	 265.71	 10.26	 273.36	
-120	 0.500	 0.90	 0.11	 3.34	 13.04	 265.50	 10.16	 274.12	
-110	 0.500	 1.03	 0.11	 3.35	 13.14	 265.30	 10.12	 273.89	
-100	 0.500	 1.15	 0.12	 3.36	 13.25	 265.09	 10.07	 273.65	
-90	 0.500	 1.25	 0.12	 3.37	 13.35	 264.89	 10.03	 273.42	
-80	 0.500	 1.35	 0.12	 3.38	 13.45	 264.68	 9.99	 273.19	
-70	 0.500	 1.43	 0.12	 3.39	 13.55	 264.48	 9.95	 272.95	
-60	 0.500	 1.50	 0.13	 3.40	 13.65	 264.27	 9.91	 272.72	
-50	 0.500	 1.57	 0.13	 3.41	 13.76	 264.07	 9.92	 272.27	
-40	 0.500	 1.62	 0.13	 3.42	 13.86	 263.86	 9.92	 271.81	
-30	 0.500	 1.66	 0.13	 3.43	 13.96	 263.66	 9.93	 271.36	
-20	 0.500	 1.68	 0.13	 3.44	 14.06	 263.45	 9.94	 270.91	
-10	 0.500	 1.70	 0.13	 3.45	 14.16	 263.25	 9.94	 270.45	
  0	 0.500	 1.71	 0.13	 3.46	 14.27	 263.05	 9.95	 270.00	
 10	 0.500	 1.71	 0.13	 3.47	 14.37	 262.84	 10.01	 269.41	
 20	 0.500	 1.70	 0.13	 3.49	 14.47	 262.64	 10.06	 268.81	
 30	 0.500	 1.68	 0.13	 3.50	 14.57	 262.43	 10.12	 268.22	
 40	 0.500	 1.65	 0.13	 3.51	 14.68	 262.23	 10.18	 267.62	
 50	 0.500	 1.61	 0.13	 3.52	 14.78	 262.02	 10.23	 267.03	
 60	 0.500	 1.56	 0.13	 3.53	 14.88	 261.82	 10.29	 266.43	
 70	 0.500	 1.50	 0.13	 3.54	 14.98	 261.61	 10.52	 266.54	
 80	 0.500	 1.44	 0.13	 3.55	 15.08	 261.41	 10.75	 266.64	
 90	 0.500	 1.37	 0.13	 3.56	 15.19	 261.20	 10.98	 266.74	
100	 0.500	 1.28	 0.13	 3.57	 15.29	 261.00	 11.21	 266.85	
110	 0.500	 1.20	 0.13	 3.58	 15.39	 260.79	 11.44	 266.95	
120	 0.500	 1.10	 0.13	 3.59	 15.49	 260.59	 11.68	 267.05	
130	 0.500	 1.00	 0.13	 3.59	 15.49	 260.57	 11.63	 266.83	
140	 0.500	 0.89	 0.13	 3.59	 15.49	 260.54	 11.59	 266.61	
150	 0.500	 0.78	 0.13	 3.59	 15.49	 260.52	 11.54	 266.39	
160	 0.500	 0.65	 0.13	 3.59	 15.49	 260.50	 11.50	 266.17	
170	 0.500	 0.53	 0.13	 3.59	 15.49	 260.48	 11.46	 265.95	
180	 0.500	 0.40	 0.13	 3.60	 15.49	 260.45	 11.41	 265.73	
