Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°88
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.700	 0.23	 0.08	 5.10	 16.17	 261.73	 12.26	 239.88	
-170	 1.700	 0.40	 0.08	 5.10	 16.14	 262.02	 12.20	 239.82	
-160	 1.700	 0.56	 0.08	 5.09	 16.11	 262.25	 12.16	 238.86	
-150	 1.700	 0.71	 0.08	 5.09	 16.07	 262.50	 12.11	 237.90	
-140	 1.700	 0.86	 0.08	 5.09	 16.06	 262.62	 12.10	 236.91	
-130	 1.700	 1.00	 0.08	 5.09	 15.99	 263.31	 12.04	 235.14	
-120	 1.700	 1.12	 0.08	 5.08	 15.94	 263.75	 11.96	 233.14	
-110	 1.700	 1.24	 0.08	 5.07	 15.92	 264.15	 11.89	 230.06	
-100	 1.700	 1.35	 0.08	 5.07	 15.93	 264.50	 11.79	 227.11	
-90	 1.700	 1.44	 0.08	 5.06	 15.89	 264.75	 11.72	 224.49	
-80	 1.700	 1.53	 0.07	 5.05	 15.84	 264.52	 11.62	 221.72	
-70	 1.700	 1.61	 0.07	 5.04	 15.83	 263.90	 11.53	 218.82	
-60	 1.700	 1.69	 0.07	 5.03	 15.83	 263.43	 11.45	 214.66	
-50	 1.700	 1.74	 0.07	 5.02	 15.77	 263.10	 11.41	 211.69	
-40	 1.700	 1.79	 0.07	 5.00	 15.66	 262.84	 11.32	 209.19	
-30	 1.700	 1.83	 0.07	 4.99	 15.57	 262.77	 11.21	 207.13	
-20	 1.700	 1.86	 0.07	 4.98	 15.47	 263.09	 11.08	 205.72	
-10	 1.700	 1.88	 0.07	 4.97	 15.40	 263.72	 10.97	 204.22	
  0	 1.700	 1.89	 0.08	 4.96	 15.30	 264.51	 10.85	 203.35	
 10	 1.700	 1.88	 0.08	 4.94	 15.23	 265.56	 10.75	 202.05	
 20	 1.700	 1.87	 0.08	 4.93	 15.18	 266.54	 10.72	 200.06	
 30	 1.700	 1.84	 0.08	 4.92	 15.15	 266.89	 10.64	 197.84	
 40	 1.700	 1.80	 0.09	 4.90	 15.16	 267.50	 10.58	 195.56	
 50	 1.700	 1.76	 0.09	 4.89	 15.18	 267.86	 10.53	 194.36	
 60	 1.700	 1.69	 0.08	 4.89	 15.17	 267.66	 10.47	 194.27	
 70	 1.700	 1.62	 0.08	 4.87	 15.15	 267.55	 10.42	 194.65	
 80	 1.700	 1.54	 0.08	 4.85	 15.13	 267.16	 10.35	 194.49	
 90	 1.700	 1.43	 0.08	 4.85	 15.11	 267.10	 10.27	 194.60	
100	 1.700	 1.33	 0.08	 4.84	 15.08	 267.30	 10.16	 194.57	
110	 1.700	 1.21	 0.09	 4.82	 15.01	 267.40	 10.04	 193.80	
120	 1.700	 1.08	 0.09	 4.81	 14.95	 267.69	 9.95	 193.08	
130	 1.700	 0.95	 0.09	 4.80	 14.89	 267.45	 9.86	 192.14	
140	 1.700	 0.79	 0.09	 4.81	 14.81	 267.03	 9.77	 191.60	
150	 1.700	 0.64	 0.09	 4.80	 14.70	 266.85	 9.74	 191.07	
160	 1.700	 0.47	 0.09	 4.79	 14.59	 266.25	 9.78	 189.93	
170	 1.700	 0.30	 0.09	 4.79	 14.46	 265.55	 9.80	 189.43	
180	 1.700	 0.12	 0.09	 4.78	 14.35	 264.87	 9.83	 188.47	
