Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°239
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1948-01-27T04:20:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.410	 0.39	 0.50	 4.62	 17.65	 259.45	 8.79	 211.30	
-170	 0.410	 0.58	 0.51	 4.62	 17.65	 259.48	 8.76	 211.64	
-160	 0.410	 0.76	 0.51	 4.62	 17.65	 259.51	 8.72	 211.98	
-150	 0.410	 0.93	 0.51	 4.61	 17.65	 259.53	 8.68	 212.32	
-140	 0.410	 1.10	 0.51	 4.61	 17.64	 259.56	 8.65	 212.67	
-130	 0.410	 1.26	 0.51	 4.60	 17.64	 259.59	 8.61	 213.01	
-120	 0.410	 1.41	 0.51	 4.60	 17.64	 259.62	 8.57	 213.35	
-110	 0.410	 1.56	 0.51	 4.60	 17.64	 259.64	 8.53	 213.69	
-100	 0.410	 1.69	 0.51	 4.59	 17.63	 259.67	 8.50	 214.03	
-90	 0.410	 1.81	 0.52	 4.59	 17.63	 259.70	 8.46	 214.38	
-80	 0.410	 1.92	 0.52	 4.58	 17.63	 259.72	 8.42	 214.72	
-70	 0.410	 2.02	 0.52	 4.58	 17.62	 259.75	 8.39	 215.06	
-60	 0.410	 2.10	 0.52	 4.57	 17.62	 259.78	 8.35	 215.40	
-50	 0.410	 2.17	 0.52	 4.57	 17.62	 259.80	 8.31	 215.75	
-40	 0.410	 2.23	 0.52	 4.57	 17.62	 259.83	 8.28	 216.09	
-30	 0.410	 2.28	 0.52	 4.56	 17.61	 259.86	 8.24	 216.43	
-20	 0.410	 2.31	 0.52	 4.56	 17.61	 259.89	 8.20	 216.77	
-10	 0.410	 2.33	 0.53	 4.55	 17.61	 259.91	 8.16	 217.11	
  0	 0.410	 2.34	 0.53	 4.55	 17.61	 259.94	 8.13	 217.46	
 10	 0.410	 2.33	 0.53	 4.54	 17.60	 259.97	 8.09	 217.80	
 20	 0.410	 2.31	 0.53	 4.54	 17.60	 259.99	 8.05	 218.14	
 30	 0.410	 2.27	 0.53	 4.54	 17.60	 260.02	 8.02	 218.48	
 40	 0.410	 2.22	 0.53	 4.53	 17.59	 260.05	 7.98	 218.83	
 50	 0.410	 2.15	 0.53	 4.53	 17.59	 260.07	 7.94	 219.17	
 60	 0.410	 2.07	 0.54	 4.52	 17.59	 260.10	 7.91	 219.51	
 70	 0.410	 1.98	 0.54	 4.52	 17.59	 260.13	 7.87	 219.85	
 80	 0.410	 1.87	 0.54	 4.52	 17.58	 260.15	 7.83	 220.19	
 90	 0.410	 1.75	 0.54	 4.51	 17.58	 260.18	 7.79	 220.54	
100	 0.410	 1.62	 0.54	 4.51	 17.58	 260.21	 7.76	 220.88	
110	 0.410	 1.47	 0.54	 4.50	 17.58	 260.26	 7.77	 221.87	
120	 0.410	 1.31	 0.54	 4.50	 17.58	 260.32	 7.77	 222.86	
130	 0.410	 1.14	 0.54	 4.49	 17.58	 260.38	 7.78	 223.85	
140	 0.410	 0.97	 0.53	 4.49	 17.58	 260.43	 7.79	 224.84	
150	 0.410	 0.78	 0.53	 4.48	 17.58	 260.49	 7.80	 225.83	
160	 0.410	 0.59	 0.53	 4.48	 17.58	 260.54	 7.81	 226.82	
170	 0.410	 0.39	 0.53	 4.47	 17.58	 260.60	 7.82	 227.81	
180	 0.410	 0.18	 0.53	 4.47	 17.59	 260.66	 7.83	 228.80	
