Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°192
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1918-12-05T16:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.350	 -0.08	 0.05	 2.36	 14.81	 253.47	 10.93	 209.21	
-170	 0.350	 0.09	 0.05	 2.36	 14.82	 253.51	 10.94	 209.19	
-160	 0.350	 0.24	 0.06	 2.36	 14.83	 253.55	 10.95	 209.17	
-150	 0.350	 0.40	 0.06	 2.37	 14.84	 253.59	 10.96	 209.15	
-140	 0.350	 0.55	 0.06	 2.37	 14.85	 253.63	 10.97	 209.14	
-130	 0.350	 0.69	 0.06	 2.37	 14.86	 253.67	 10.98	 209.12	
-120	 0.350	 0.83	 0.06	 2.37	 14.87	 253.71	 11.00	 209.10	
-110	 0.350	 0.96	 0.06	 2.37	 14.88	 253.75	 11.01	 209.08	
-100	 0.350	 1.07	 0.06	 2.37	 14.89	 253.79	 11.02	 209.06	
-90	 0.350	 1.18	 0.06	 2.37	 14.89	 253.83	 11.03	 209.04	
-80	 0.350	 1.28	 0.06	 2.37	 14.90	 253.87	 11.04	 209.02	
-70	 0.350	 1.37	 0.06	 2.37	 14.91	 253.91	 11.05	 209.00	
-60	 0.350	 1.44	 0.06	 2.38	 14.92	 253.95	 11.06	 208.98	
-50	 0.350	 1.50	 0.06	 2.38	 14.93	 253.99	 11.08	 208.97	
-40	 0.350	 1.55	 0.06	 2.38	 14.94	 254.03	 11.09	 208.95	
-30	 0.350	 1.59	 0.06	 2.38	 14.95	 254.07	 11.10	 208.93	
-20	 0.350	 1.62	 0.07	 2.38	 14.96	 254.11	 11.11	 208.91	
-10	 0.350	 1.64	 0.07	 2.38	 14.97	 254.15	 11.12	 208.89	
  0	 0.350	 1.64	 0.07	 2.38	 14.98	 254.19	 11.13	 208.87	
 10	 0.350	 1.64	 0.07	 2.38	 14.99	 254.23	 11.14	 208.85	
 20	 0.350	 1.62	 0.07	 2.38	 15.00	 254.27	 11.16	 208.83	
 30	 0.350	 1.59	 0.07	 2.39	 15.01	 254.31	 11.17	 208.81	
 40	 0.350	 1.55	 0.07	 2.39	 15.02	 254.35	 11.18	 208.80	
 50	 0.350	 1.51	 0.07	 2.39	 15.03	 254.39	 11.19	 208.78	
 60	 0.350	 1.45	 0.07	 2.39	 15.04	 254.43	 11.20	 208.76	
 70	 0.350	 1.38	 0.07	 2.39	 15.05	 254.47	 11.21	 208.74	
 80	 0.350	 1.31	 0.07	 2.39	 15.06	 254.51	 11.22	 208.72	
 90	 0.350	 1.23	 0.07	 2.39	 15.07	 254.55	 11.24	 208.70	
100	 0.350	 1.14	 0.07	 2.39	 15.06	 254.58	 11.30	 208.26	
110	 0.350	 1.04	 0.08	 2.39	 15.06	 254.61	 11.36	 207.81	
120	 0.350	 0.94	 0.08	 2.39	 15.05	 254.63	 11.43	 207.37	
130	 0.350	 0.83	 0.08	 2.38	 15.05	 254.66	 11.49	 206.92	
140	 0.350	 0.71	 0.08	 2.38	 15.04	 254.69	 11.55	 206.48	
150	 0.350	 0.59	 0.08	 2.38	 15.04	 254.72	 11.62	 206.03	
160	 0.350	 0.47	 0.08	 2.38	 15.04	 254.75	 11.68	 205.59	
170	 0.350	 0.34	 0.08	 2.37	 15.03	 254.77	 11.74	 205.14	
180	 0.350	 0.21	 0.08	 2.37	 15.03	 254.80	 11.81	 204.70	
