Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°138
Type of Scenario: variation around a real past forcing event (High Tide date (UTC): 2008-03-10T05:10:00; scenario n°100) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.910	 0.16	 0.42	 5.20	 10.72	 287.00	 27.86	 244.68	
-170	 0.910	 0.36	 0.43	 5.26	 10.81	 288.40	 27.90	 247.12	
-160	 0.910	 0.56	 0.44	 5.33	 10.92	 289.80	 27.94	 249.54	
-150	 0.910	 0.76	 0.46	 5.40	 11.02	 291.20	 27.97	 251.98	
-140	 0.910	 0.95	 0.47	 5.46	 11.11	 292.60	 28.01	 254.40	
-130	 0.910	 1.14	 0.50	 5.53	 11.22	 294.00	 28.04	 256.84	
-120	 0.910	 1.31	 0.53	 5.60	 11.30	 293.40	 27.79	 259.91	
-110	 0.910	 1.47	 0.54	 5.66	 11.40	 292.80	 27.54	 262.98	
-100	 0.910	 1.62	 0.54	 5.74	 11.48	 292.20	 27.29	 266.06	
-90	 0.910	 1.76	 0.54	 5.80	 11.58	 291.60	 27.04	 269.14	
-80	 0.910	 1.89	 0.55	 5.87	 11.68	 291.00	 26.78	 272.21	
-70	 0.910	 2.00	 0.58	 5.93	 11.76	 290.40	 26.53	 275.28	
-60	 0.910	 2.10	 0.58	 6.00	 11.98	 293.20	 25.99	 281.47	
-50	 0.910	 2.18	 0.56	 6.06	 12.19	 296.00	 25.44	 287.66	
-40	 0.910	 2.25	 0.56	 6.12	 12.41	 298.80	 24.90	 293.84	
-30	 0.910	 2.30	 0.58	 6.18	 12.61	 301.60	 24.35	 300.04	
-20	 0.910	 2.34	 0.59	 6.24	 12.83	 304.40	 23.81	 306.23	
-10	 0.910	 2.36	 0.61	 6.30	 13.04	 307.20	 23.26	 312.42	
  0	 0.910	 2.36	 0.64	 6.35	 13.14	 307.00	 22.55	 314.64	
 10	 0.910	 2.36	 0.66	 6.40	 13.24	 306.80	 21.84	 316.86	
 20	 0.910	 2.33	 0.68	 6.46	 13.34	 306.60	 21.12	 319.08	
 30	 0.910	 2.29	 0.70	 6.50	 13.44	 306.40	 20.41	 321.30	
 40	 0.910	 2.24	 0.71	 6.55	 13.54	 306.20	 19.70	 323.52	
 50	 0.910	 2.17	 0.71	 6.60	 13.63	 306.00	 19.00	 325.74	
 60	 0.910	 2.09	 0.71	 6.65	 13.74	 306.60	 19.13	 325.06	
 70	 0.910	 1.99	 0.70	 6.70	 13.85	 307.20	 19.26	 324.37	
 80	 0.910	 1.89	 0.67	 6.74	 13.96	 307.80	 19.39	 323.68	
 90	 0.910	 1.77	 0.66	 6.79	 14.06	 308.40	 19.52	 322.99	
100	 0.910	 1.63	 0.65	 6.83	 14.17	 309.00	 19.66	 322.31	
110	 0.910	 1.49	 0.66	 6.88	 14.28	 309.60	 19.79	 321.62	
120	 0.910	 1.33	 0.66	 6.92	 14.34	 309.40	 19.61	 322.40	
130	 0.910	 1.17	 0.65	 6.96	 14.40	 309.20	 19.43	 323.18	
140	 0.910	 1.00	 0.65	 7.01	 14.46	 309.00	 19.24	 323.96	
150	 0.910	 0.82	 0.65	 7.06	 14.52	 308.80	 19.06	 324.73	
160	 0.910	 0.63	 0.65	 7.09	 14.58	 308.60	 18.88	 325.51	
170	 0.910	 0.44	 0.65	 7.14	 14.64	 308.40	 18.70	 326.29	
180	 0.910	 0.24	 0.65	 7.18	 14.66	 308.20	 18.61	 325.50	
