Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°249
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2020-11-15T15:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.532	 0.31	 0.19	 4.32	 10.15	 254.50	 16.09	 256.58	
-170	 0.532	 0.52	 0.16	 4.35	 10.17	 254.67	 15.96	 256.10	
-160	 0.532	 0.73	 0.14	 4.38	 10.19	 254.83	 15.83	 255.61	
-150	 0.532	 0.94	 0.13	 4.41	 10.20	 255.00	 15.69	 255.13	
-140	 0.532	 1.13	 0.13	 4.45	 10.22	 255.33	 15.52	 256.08	
-130	 0.532	 1.32	 0.14	 4.48	 10.24	 255.67	 15.34	 257.04	
-120	 0.532	 1.49	 0.16	 4.51	 10.26	 256.00	 15.17	 257.99	
-110	 0.532	 1.64	 0.17	 4.54	 10.27	 256.33	 15.00	 258.94	
-100	 0.532	 1.78	 0.19	 4.57	 10.29	 256.67	 14.82	 259.89	
-90	 0.532	 1.91	 0.20	 4.60	 10.31	 257.00	 14.65	 260.84	
-80	 0.532	 2.02	 0.19	 4.62	 10.35	 257.00	 14.89	 260.27	
-70	 0.532	 2.12	 0.18	 4.65	 10.38	 257.00	 15.12	 259.71	
-60	 0.532	 2.22	 0.16	 4.67	 10.42	 257.00	 15.36	 259.15	
-50	 0.532	 2.30	 0.16	 4.69	 10.45	 257.00	 15.60	 258.58	
-40	 0.532	 2.37	 0.15	 4.72	 10.49	 257.00	 15.83	 258.02	
-30	 0.532	 2.44	 0.14	 4.74	 10.53	 257.00	 16.07	 257.46	
-20	 0.532	 2.48	 0.14	 4.75	 10.56	 257.17	 16.10	 257.12	
-10	 0.532	 2.52	 0.15	 4.77	 10.60	 257.33	 16.13	 256.79	
  0	 0.532	 2.55	 0.16	 4.78	 10.64	 257.50	 16.16	 256.45	
 10	 0.532	 2.55	 0.16	 4.80	 10.68	 257.67	 16.19	 256.12	
 20	 0.532	 2.53	 0.15	 4.81	 10.71	 257.83	 16.22	 255.78	
 30	 0.532	 2.51	 0.15	 4.82	 10.75	 258.00	 16.25	 255.45	
 40	 0.532	 2.46	 0.14	 4.83	 10.77	 258.67	 16.31	 255.52	
 50	 0.532	 2.39	 0.13	 4.84	 10.79	 259.33	 16.37	 255.59	
 60	 0.532	 2.31	 0.14	 4.85	 10.81	 260.00	 16.44	 255.66	
 70	 0.532	 2.21	 0.13	 4.86	 10.83	 260.67	 16.50	 255.74	
 80	 0.532	 2.10	 0.12	 4.87	 10.85	 261.33	 16.56	 255.81	
 90	 0.532	 1.97	 0.11	 4.88	 10.87	 262.00	 16.63	 255.88	
100	 0.532	 1.83	 0.10	 4.89	 10.87	 262.00	 16.61	 256.23	
110	 0.532	 1.67	 0.09	 4.90	 10.87	 262.00	 16.60	 256.58	
120	 0.532	 1.51	 0.08	 4.91	 10.87	 262.00	 16.59	 256.93	
130	 0.532	 1.34	 0.06	 4.92	 10.87	 262.00	 16.58	 257.28	
140	 0.532	 1.16	 0.04	 4.94	 10.87	 262.00	 16.57	 257.63	
150	 0.532	 0.97	 0.04	 4.95	 10.87	 262.00	 16.55	 257.98	
160	 0.532	 0.76	 0.04	 4.94	 10.91	 262.00	 16.47	 259.11	
170	 0.532	 0.56	 0.05	 4.94	 10.95	 262.00	 16.39	 260.23	
180	 0.532	 0.35	 0.05	 4.94	 10.99	 262.00	 16.31	 261.35	
