Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°146
Type of Scenario: variation around a statistical event (scenario n°46) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.850	 0.10	 0.84	 1.88	 9.54	 256.79	 12.35	 220.09	
-170	 0.850	 0.35	 0.84	 1.89	 9.68	 256.75	 12.30	 220.98	
-160	 0.850	 0.58	 0.84	 1.90	 9.83	 257.11	 12.34	 221.95	
-150	 0.850	 0.82	 0.84	 1.90	 9.97	 256.89	 12.34	 222.49	
-140	 0.850	 1.04	 0.83	 1.90	 10.10	 256.40	 12.31	 222.84	
-130	 0.850	 1.25	 0.83	 1.91	 10.24	 256.02	 12.26	 223.48	
-120	 0.850	 1.45	 0.84	 1.92	 10.34	 255.50	 12.18	 224.01	
-110	 0.850	 1.64	 0.84	 1.93	 10.42	 254.94	 12.15	 224.28	
-100	 0.850	 1.80	 0.84	 1.93	 10.50	 254.56	 12.14	 224.59	
-90	 0.850	 1.96	 0.84	 1.94	 10.57	 253.62	 12.12	 225.48	
-80	 0.850	 2.10	 0.84	 1.94	 10.62	 253.17	 12.14	 226.27	
-70	 0.850	 2.22	 0.83	 1.95	 10.64	 252.39	 12.17	 227.68	
-60	 0.850	 2.33	 0.83	 1.96	 10.62	 251.83	 12.20	 229.31	
-50	 0.850	 2.42	 0.83	 1.97	 10.62	 251.36	 12.22	 232.62	
-40	 0.850	 2.49	 0.83	 1.97	 10.64	 250.70	 12.25	 235.66	
-30	 0.850	 2.55	 0.83	 1.98	 10.63	 250.34	 12.27	 238.34	
-20	 0.850	 2.59	 0.83	 1.98	 10.63	 249.89	 12.30	 241.51	
-10	 0.850	 2.61	 0.83	 1.99	 10.62	 249.63	 12.32	 243.81	
  0	 0.850	 2.62	 0.83	 2.00	 10.68	 249.33	 12.34	 245.77	
 10	 0.850	 2.61	 0.83	 2.00	 10.73	 249.02	 12.35	 247.51	
 20	 0.850	 2.59	 0.83	 2.01	 10.76	 248.68	 12.37	 249.51	
 30	 0.850	 2.55	 0.83	 2.02	 10.84	 248.46	 12.38	 251.30	
 40	 0.850	 2.50	 0.83	 2.02	 10.90	 248.40	 12.40	 252.48	
 50	 0.850	 2.42	 0.82	 2.02	 10.91	 248.56	 12.44	 253.03	
 60	 0.850	 2.36	 0.82	 2.03	 10.96	 248.44	 12.46	 253.62	
 70	 0.850	 2.27	 0.82	 2.03	 10.99	 248.39	 12.46	 254.15	
 80	 0.850	 2.16	 0.82	 2.03	 10.97	 247.90	 12.41	 255.54	
 90	 0.850	 2.03	 0.81	 2.03	 10.93	 247.31	 12.34	 256.45	
100	 0.850	 1.91	 0.81	 2.04	 10.86	 246.77	 12.25	 257.14	
110	 0.850	 1.76	 0.80	 2.05	 10.79	 246.02	 12.13	 258.49	
120	 0.850	 1.61	 0.80	 2.05	 10.73	 245.52	 12.02	 260.68	
130	 0.850	 1.44	 0.80	 2.05	 10.66	 245.76	 11.90	 262.34	
140	 0.850	 1.26	 0.80	 2.06	 10.67	 246.33	 11.78	 263.64	
150	 0.850	 1.08	 0.80	 2.06	 10.68	 247.16	 11.69	 264.80	
160	 0.850	 0.89	 0.79	 2.06	 10.67	 247.64	 11.62	 265.58	
170	 0.850	 0.69	 0.79	 2.07	 10.64	 248.01	 11.53	 266.04	
180	 0.850	 0.47	 0.79	 2.07	 10.62	 248.01	 11.48	 266.51	
