Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°173
Type of Scenario: variation around a statistical event (scenario n°12) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.900	 0.00	 0.14	 2.24	 9.22	 282.01	 12.65	 206.67	
-170	 1.900	 0.22	 0.13	 2.24	 9.23	 282.78	 12.76	 207.49	
-160	 1.900	 0.43	 0.14	 2.24	 9.22	 283.48	 12.85	 208.58	
-150	 1.900	 0.64	 0.14	 2.24	 9.20	 284.00	 12.98	 209.11	
-140	 1.900	 0.83	 0.14	 2.24	 9.14	 284.20	 13.09	 208.87	
-130	 1.900	 1.02	 0.13	 2.24	 9.10	 283.79	 13.13	 208.56	
-120	 1.900	 1.19	 0.14	 2.24	 9.05	 283.40	 13.16	 208.74	
-110	 1.900	 1.36	 0.13	 2.24	 9.02	 283.28	 13.24	 208.58	
-100	 1.900	 1.50	 0.14	 2.23	 8.99	 283.40	 13.33	 208.20	
-90	 1.900	 1.65	 0.14	 2.23	 8.95	 283.28	 13.37	 207.77	
-80	 1.900	 1.77	 0.13	 2.22	 8.96	 283.57	 13.44	 208.00	
-70	 1.900	 1.87	 0.14	 2.22	 8.99	 283.92	 13.56	 208.45	
-60	 1.900	 1.97	 0.14	 2.21	 8.98	 284.16	 13.72	 208.56	
-50	 1.900	 2.05	 0.13	 2.20	 8.98	 284.09	 13.87	 208.77	
-40	 1.900	 2.11	 0.13	 2.20	 9.01	 283.88	 14.05	 208.94	
-30	 1.900	 2.16	 0.13	 2.18	 9.02	 284.07	 14.23	 208.56	
-20	 1.900	 2.20	 0.13	 2.18	 9.05	 284.52	 14.41	 208.00	
-10	 1.900	 2.22	 0.13	 2.17	 9.08	 284.97	 14.65	 206.89	
  0	 1.900	 2.23	 0.13	 2.16	 9.20	 286.00	 14.84	 205.81	
 10	 1.900	 2.22	 0.13	 2.16	 9.30	 287.34	 15.00	 203.86	
 20	 1.900	 2.20	 0.14	 2.14	 9.37	 288.95	 15.20	 202.00	
 30	 1.900	 2.18	 0.13	 2.15	 9.44	 290.29	 15.37	 200.51	
 40	 1.900	 2.13	 0.13	 2.14	 9.48	 291.50	 15.56	 198.94	
 50	 1.900	 2.07	 0.13	 2.14	 9.50	 292.65	 15.73	 197.15	
 60	 1.900	 2.01	 0.13	 2.14	 9.47	 293.47	 15.86	 194.80	
 70	 1.900	 1.93	 0.13	 2.15	 9.46	 293.82	 15.96	 192.72	
 80	 1.900	 1.84	 0.13	 2.15	 9.48	 294.16	 16.04	 190.26	
 90	 1.900	 1.73	 0.13	 2.14	 9.52	 294.11	 16.15	 188.55	
100	 1.900	 1.62	 0.13	 2.15	 9.59	 293.74	 16.19	 186.60	
110	 1.900	 1.50	 0.13	 2.15	 9.67	 293.45	 16.30	 184.81	
120	 1.900	 1.36	 0.12	 2.14	 9.73	 292.88	 16.32	 183.75	
130	 1.900	 1.21	 0.12	 2.14	 9.78	 292.16	 16.34	 182.71	
140	 1.900	 1.06	 0.12	 2.14	 9.78	 291.75	 16.30	 181.46	
150	 1.900	 0.90	 0.12	 2.15	 9.76	 291.09	 16.20	 179.13	
160	 1.900	 0.73	 0.12	 2.15	 9.74	 290.70	 16.09	 176.51	
170	 1.900	 0.56	 0.12	 2.15	 9.74	 290.15	 15.94	 174.56	
180	 1.900	 0.37	 0.12	 2.16	 9.76	 289.99	 15.82	 173.06	
