Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°76
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.890	 0.15	 0.47	 7.21	 14.76	 229.96	 17.83	 143.62	
-170	 0.890	 0.31	 0.47	 7.23	 14.71	 230.98	 17.85	 141.26	
-160	 0.890	 0.47	 0.48	 7.24	 14.66	 232.13	 17.90	 138.69	
-150	 0.890	 0.63	 0.47	 7.25	 14.65	 232.64	 17.95	 136.50	
-140	 0.890	 0.77	 0.48	 7.26	 14.63	 232.54	 17.99	 133.97	
-130	 0.890	 0.91	 0.48	 7.27	 14.58	 233.03	 17.99	 131.37	
-120	 0.890	 1.04	 0.48	 7.28	 14.58	 233.66	 17.97	 129.40	
-110	 0.890	 1.17	 0.48	 7.29	 14.59	 234.32	 17.95	 128.12	
-100	 0.890	 1.28	 0.49	 7.29	 14.61	 234.93	 17.92	 127.32	
-90	 0.890	 1.39	 0.49	 7.31	 14.59	 236.30	 17.87	 125.79	
-80	 0.890	 1.48	 0.49	 7.31	 14.57	 238.29	 17.80	 124.07	
-70	 0.890	 1.56	 0.49	 7.32	 14.57	 239.59	 17.72	 123.41	
-60	 0.890	 1.63	 0.50	 7.33	 14.51	 240.83	 17.64	 122.26	
-50	 0.890	 1.69	 0.49	 7.34	 14.44	 241.90	 17.53	 120.86	
-40	 0.890	 1.74	 0.49	 7.35	 14.35	 242.64	 17.38	 120.04	
-30	 0.890	 1.79	 0.49	 7.35	 14.32	 243.19	 17.19	 120.32	
-20	 0.890	 1.81	 0.49	 7.36	 14.26	 243.57	 17.05	 120.99	
-10	 0.890	 1.83	 0.50	 7.37	 14.18	 244.27	 16.89	 122.18	
  0	 0.890	 1.84	 0.50	 7.37	 14.12	 245.13	 16.70	 124.15	
 10	 0.890	 1.83	 0.50	 7.38	 14.10	 246.26	 16.55	 127.08	
 20	 0.890	 1.81	 0.50	 7.38	 14.10	 247.32	 16.43	 129.75	
 30	 0.890	 1.78	 0.51	 7.39	 14.05	 248.31	 16.35	 132.00	
 40	 0.890	 1.73	 0.51	 7.41	 14.00	 249.18	 16.26	 133.61	
 50	 0.890	 1.68	 0.51	 7.41	 13.99	 249.94	 16.23	 135.39	
 60	 0.890	 1.61	 0.51	 7.42	 13.91	 250.51	 16.26	 136.47	
 70	 0.890	 1.54	 0.51	 7.42	 13.82	 251.29	 16.30	 137.44	
 80	 0.890	 1.45	 0.51	 7.42	 13.70	 251.92	 16.31	 138.48	
 90	 0.890	 1.35	 0.51	 7.43	 13.61	 252.50	 16.34	 138.71	
100	 0.890	 1.24	 0.51	 7.43	 13.55	 253.47	 16.37	 138.45	
110	 0.890	 1.12	 0.51	 7.44	 13.48	 254.66	 16.43	 137.35	
120	 0.890	 0.99	 0.51	 7.44	 13.46	 256.16	 16.49	 135.87	
130	 0.890	 0.86	 0.52	 7.45	 13.48	 257.26	 16.56	 134.07	
140	 0.890	 0.71	 0.52	 7.44	 13.50	 258.36	 16.67	 132.65	
150	 0.890	 0.56	 0.52	 7.44	 13.51	 259.36	 16.77	 131.62	
160	 0.890	 0.40	 0.52	 7.45	 13.50	 259.86	 16.88	 130.61	
170	 0.890	 0.23	 0.52	 7.45	 13.51	 259.85	 16.96	 130.98	
180	 0.890	 0.07	 0.51	 7.46	 13.51	 259.31	 17.04	 132.32	
