Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°7
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.900	 0.37	 0.25	 2.76	 11.45	 278.85	 7.49	 77.94	
-170	 1.900	 0.51	 0.26	 2.75	 11.54	 278.85	 7.44	 78.73	
-160	 1.900	 0.65	 0.26	 2.75	 11.60	 279.17	 7.39	 80.29	
-150	 1.900	 0.78	 0.26	 2.76	 11.61	 280.30	 7.32	 82.16	
-140	 1.900	 0.91	 0.26	 2.76	 11.59	 281.13	 7.25	 84.02	
-130	 1.900	 1.03	 0.26	 2.76	 11.53	 282.11	 7.16	 85.58	
-120	 1.900	 1.15	 0.26	 2.76	 11.45	 283.11	 7.08	 86.85	
-110	 1.900	 1.25	 0.26	 2.76	 11.36	 284.12	 7.03	 88.23	
-100	 1.900	 1.35	 0.26	 2.75	 11.24	 284.52	 7.00	 89.69	
-90	 1.900	 1.44	 0.26	 2.76	 11.19	 283.72	 6.97	 90.83	
-80	 1.900	 1.52	 0.26	 2.76	 11.15	 282.66	 6.95	 91.69	
-70	 1.900	 1.59	 0.26	 2.76	 11.14	 281.18	 6.92	 92.98	
-60	 1.900	 1.65	 0.25	 2.76	 11.09	 280.11	 6.93	 94.11	
-50	 1.900	 1.71	 0.26	 2.78	 11.05	 279.25	 6.92	 95.42	
-40	 1.900	 1.75	 0.26	 2.78	 11.04	 278.34	 6.92	 96.87	
-30	 1.900	 1.79	 0.27	 2.78	 10.98	 277.61	 6.93	 98.09	
-20	 1.900	 1.82	 0.27	 2.79	 10.94	 277.21	 6.98	 98.79	
-10	 1.900	 1.83	 0.27	 2.79	 10.87	 277.31	 7.01	 98.86	
  0	 1.900	 1.83	 0.26	 2.79	 10.82	 277.20	 7.00	 97.69	
 10	 1.900	 1.82	 0.26	 2.80	 10.78	 277.03	 7.01	 97.47	
 20	 1.900	 1.80	 0.26	 2.80	 10.74	 276.47	 7.01	 97.18	
 30	 1.900	 1.77	 0.27	 2.80	 10.72	 275.79	 6.98	 96.61	
 40	 1.900	 1.73	 0.27	 2.82	 10.68	 275.06	 7.01	 97.00	
 50	 1.900	 1.67	 0.27	 2.82	 10.63	 274.22	 7.05	 98.15	
 60	 1.900	 1.62	 0.27	 2.83	 10.64	 273.34	 7.06	 99.78	
 70	 1.900	 1.54	 0.27	 2.83	 10.64	 272.26	 7.09	 101.60	
 80	 1.900	 1.45	 0.28	 2.84	 10.64	 271.36	 7.12	 103.43	
 90	 1.900	 1.36	 0.28	 2.84	 10.62	 270.75	 7.15	 105.14	
100	 1.900	 1.25	 0.28	 2.85	 10.59	 270.10	 7.19	 107.16	
110	 1.900	 1.14	 0.27	 2.86	 10.55	 269.15	 7.24	 109.35	
120	 1.900	 1.01	 0.27	 2.85	 10.50	 268.03	 7.27	 111.60	
130	 1.900	 0.88	 0.27	 2.86	 10.44	 267.25	 7.26	 114.18	
140	 1.900	 0.74	 0.28	 2.86	 10.39	 266.40	 7.21	 116.19	
150	 1.900	 0.59	 0.28	 2.86	 10.32	 264.90	 7.19	 118.02	
160	 1.900	 0.44	 0.28	 2.87	 10.27	 263.45	 7.14	 119.69	
170	 1.900	 0.28	 0.28	 2.86	 10.23	 262.16	 7.09	 120.90	
180	 1.900	 0.12	 0.29	 2.87	 10.21	 261.57	 7.05	 121.90	
