Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°9
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.870	 -0.11	 0.35	 2.16	 7.64	 264.42	 7.60	 212.03	
-170	 1.870	 0.07	 0.35	 2.17	 7.61	 264.24	 7.59	 212.04	
-160	 1.870	 0.25	 0.35	 2.18	 7.57	 264.25	 7.56	 211.51	
-150	 1.870	 0.42	 0.35	 2.18	 7.58	 264.13	 7.52	 211.33	
-140	 1.870	 0.59	 0.35	 2.18	 7.62	 263.70	 7.49	 211.79	
-130	 1.870	 0.75	 0.35	 2.19	 7.66	 262.70	 7.45	 211.67	
-120	 1.870	 0.90	 0.35	 2.19	 7.68	 261.99	 7.44	 210.62	
-110	 1.870	 1.04	 0.36	 2.19	 7.70	 261.35	 7.47	 210.88	
-100	 1.870	 1.18	 0.35	 2.20	 7.74	 261.17	 7.50	 211.85	
-90	 1.870	 1.31	 0.35	 2.20	 7.77	 260.83	 7.58	 212.58	
-80	 1.870	 1.41	 0.35	 2.21	 7.81	 260.66	 7.69	 212.98	
-70	 1.870	 1.51	 0.35	 2.21	 7.83	 260.99	 7.84	 214.21	
-60	 1.870	 1.60	 0.35	 2.21	 7.85	 260.82	 7.98	 215.77	
-50	 1.870	 1.67	 0.35	 2.22	 7.83	 260.58	 8.08	 217.23	
-40	 1.870	 1.73	 0.36	 2.22	 7.80	 260.12	 8.20	 218.34	
-30	 1.870	 1.78	 0.36	 2.22	 7.79	 259.82	 8.32	 218.91	
-20	 1.870	 1.81	 0.36	 2.22	 7.76	 259.31	 8.37	 219.64	
-10	 1.870	 1.83	 0.35	 2.22	 7.78	 259.02	 8.43	 220.00	
  0	 1.870	 1.85	 0.36	 2.23	 7.74	 258.86	 8.53	 219.86	
 10	 1.870	 1.84	 0.35	 2.24	 7.68	 258.84	 8.55	 220.32	
 20	 1.870	 1.83	 0.36	 2.23	 7.61	 258.46	 8.55	 220.24	
 30	 1.870	 1.80	 0.35	 2.24	 7.54	 258.33	 8.59	 220.15	
 40	 1.870	 1.75	 0.35	 2.24	 7.48	 258.43	 8.65	 219.55	
 50	 1.870	 1.70	 0.35	 2.24	 7.41	 258.45	 8.72	 218.32	
 60	 1.870	 1.63	 0.35	 2.25	 7.37	 258.44	 8.73	 218.12	
 70	 1.870	 1.55	 0.35	 2.25	 7.36	 258.46	 8.81	 217.98	
 80	 1.870	 1.46	 0.35	 2.25	 7.33	 259.01	 8.84	 218.31	
 90	 1.870	 1.37	 0.35	 2.25	 7.30	 258.87	 8.88	 218.74	
100	 1.870	 1.27	 0.36	 2.25	 7.27	 258.83	 8.94	 219.83	
110	 1.870	 1.15	 0.36	 2.25	 7.23	 259.16	 8.99	 220.34	
120	 1.870	 1.03	 0.36	 2.25	 7.15	 259.65	 9.02	 219.59	
130	 1.870	 0.90	 0.36	 2.24	 7.05	 260.31	 9.00	 217.90	
140	 1.870	 0.76	 0.35	 2.24	 6.94	 260.43	 8.96	 216.43	
150	 1.870	 0.62	 0.35	 2.24	 6.86	 261.03	 8.90	 215.40	
160	 1.870	 0.48	 0.35	 2.23	 6.74	 261.69	 8.82	 214.94	
170	 1.870	 0.32	 0.35	 2.23	 6.65	 262.37	 8.73	 215.04	
180	 1.870	 0.16	 0.34	 2.22	 6.56	 263.17	 8.63	 215.15	
