Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°16
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.730	 0.05	 0.27	 0.45	 12.10	 266.60	 2.96	 185.26	
-170	 1.730	 0.24	 0.27	 0.45	 12.13	 266.29	 2.93	 184.58	
-160	 1.730	 0.44	 0.27	 0.47	 12.14	 266.12	 2.94	 183.96	
-150	 1.730	 0.62	 0.27	 0.47	 12.14	 265.39	 2.95	 183.69	
-140	 1.730	 0.81	 0.27	 0.47	 12.13	 265.09	 3.00	 183.41	
-130	 1.730	 0.98	 0.27	 0.47	 12.11	 264.43	 3.06	 182.57	
-120	 1.730	 1.15	 0.27	 0.48	 12.10	 263.65	 3.14	 181.97	
-110	 1.730	 1.30	 0.27	 0.49	 12.07	 262.76	 3.23	 180.91	
-100	 1.730	 1.44	 0.27	 0.49	 12.06	 261.92	 3.30	 179.83	
-90	 1.730	 1.58	 0.27	 0.50	 12.01	 261.52	 3.39	 179.27	
-80	 1.730	 1.70	 0.27	 0.50	 11.98	 261.19	 3.49	 179.12	
-70	 1.730	 1.80	 0.27	 0.52	 11.98	 260.76	 3.62	 179.40	
-60	 1.730	 1.90	 0.27	 0.52	 11.99	 260.10	 3.77	 179.88	
-50	 1.730	 1.97	 0.27	 0.52	 11.97	 259.22	 3.94	 180.67	
-40	 1.730	 2.03	 0.27	 0.53	 11.94	 258.28	 4.15	 181.75	
-30	 1.730	 2.09	 0.27	 0.54	 11.90	 256.94	 4.36	 182.46	
-20	 1.730	 2.12	 0.27	 0.54	 11.89	 255.84	 4.57	 183.11	
-10	 1.730	 2.14	 0.27	 0.55	 11.88	 255.11	 4.75	 184.36	
  0	 1.730	 2.15	 0.27	 0.55	 11.86	 254.43	 4.91	 186.18	
 10	 1.730	 2.14	 0.27	 0.56	 11.84	 254.23	 5.05	 188.03	
 20	 1.730	 2.11	 0.27	 0.57	 11.82	 254.29	 5.16	 189.61	
 30	 1.730	 2.07	 0.27	 0.58	 11.82	 254.38	 5.23	 191.90	
 40	 1.730	 2.02	 0.28	 0.59	 11.79	 254.80	 5.33	 193.73	
 50	 1.730	 1.96	 0.28	 0.60	 11.77	 255.12	 5.45	 194.88	
 60	 1.730	 1.89	 0.28	 0.60	 11.80	 255.85	 5.60	 195.04	
 70	 1.730	 1.80	 0.28	 0.60	 11.84	 256.66	 5.74	 195.74	
 80	 1.730	 1.70	 0.28	 0.61	 11.92	 257.54	 5.94	 197.17	
 90	 1.730	 1.58	 0.28	 0.63	 11.96	 258.33	 6.17	 199.28	
100	 1.730	 1.46	 0.28	 0.63	 11.98	 258.80	 6.35	 202.79	
110	 1.730	 1.33	 0.28	 0.64	 12.00	 259.54	 6.51	 207.00	
120	 1.730	 1.19	 0.29	 0.64	 11.97	 259.80	 6.60	 211.37	
130	 1.730	 1.04	 0.28	 0.65	 11.97	 260.16	 6.68	 216.17	
140	 1.730	 0.88	 0.29	 0.65	 11.93	 260.78	 6.73	 220.85	
150	 1.730	 0.72	 0.29	 0.66	 11.85	 260.87	 6.82	 224.26	
160	 1.730	 0.55	 0.29	 0.66	 11.79	 261.07	 6.92	 228.01	
170	 1.730	 0.37	 0.29	 0.67	 11.71	 261.09	 7.01	 231.80	
180	 1.730	 0.19	 0.29	 0.66	 11.71	 260.49	 7.07	 234.97	
