Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°77
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.790	 0.09	 0.24	 5.01	 11.75	 253.35	 15.25	 288.68	
-170	 1.790	 0.28	 0.24	 5.00	 11.67	 253.60	 15.25	 286.29	
-160	 1.790	 0.46	 0.24	 5.00	 11.63	 253.61	 15.22	 283.39	
-150	 1.790	 0.63	 0.24	 5.00	 11.60	 253.25	 15.18	 279.97	
-140	 1.790	 0.80	 0.24	 5.00	 11.60	 252.67	 15.19	 276.89	
-130	 1.790	 0.96	 0.24	 4.99	 11.64	 252.05	 15.21	 274.32	
-120	 1.790	 1.11	 0.23	 5.00	 11.65	 250.86	 15.21	 272.25	
-110	 1.790	 1.25	 0.24	 4.99	 11.70	 249.57	 15.22	 270.77	
-100	 1.790	 1.38	 0.24	 4.98	 11.73	 248.20	 15.24	 269.94	
-90	 1.790	 1.50	 0.25	 4.98	 11.71	 246.97	 15.25	 269.41	
-80	 1.790	 1.61	 0.25	 4.97	 11.65	 245.83	 15.29	 269.37	
-70	 1.790	 1.71	 0.25	 4.97	 11.57	 244.76	 15.33	 269.89	
-60	 1.790	 1.79	 0.25	 4.97	 11.53	 244.21	 15.36	 270.51	
-50	 1.790	 1.87	 0.25	 4.96	 11.47	 243.72	 15.42	 271.90	
-40	 1.790	 1.92	 0.25	 4.96	 11.39	 243.08	 15.44	 272.36	
-30	 1.790	 1.97	 0.25	 4.96	 11.33	 242.36	 15.46	 273.24	
-20	 1.790	 2.00	 0.25	 4.95	 11.24	 241.52	 15.45	 273.56	
-10	 1.790	 2.01	 0.25	 4.95	 11.19	 240.50	 15.43	 273.93	
  0	 1.790	 2.02	 0.26	 4.94	 11.15	 239.56	 15.41	 273.46	
 10	 1.790	 2.01	 0.26	 4.94	 11.12	 238.79	 15.36	 273.09	
 20	 1.790	 1.98	 0.26	 4.93	 11.13	 238.47	 15.35	 273.21	
 30	 1.790	 1.95	 0.25	 4.94	 11.14	 238.07	 15.33	 273.26	
 40	 1.790	 1.90	 0.25	 4.92	 11.17	 237.72	 15.34	 272.02	
 50	 1.790	 1.84	 0.24	 4.92	 11.17	 237.46	 15.42	 269.87	
 60	 1.790	 1.76	 0.24	 4.92	 11.16	 237.51	 15.52	 266.84	
 70	 1.790	 1.68	 0.24	 4.91	 11.12	 237.59	 15.58	 263.30	
 80	 1.790	 1.58	 0.25	 4.91	 11.09	 237.74	 15.69	 259.10	
 90	 1.790	 1.48	 0.24	 4.90	 11.02	 238.39	 15.80	 255.66	
100	 1.790	 1.36	 0.25	 4.90	 10.98	 238.85	 15.85	 252.40	
110	 1.790	 1.23	 0.25	 4.90	 10.95	 239.32	 15.88	 249.49	
120	 1.790	 1.09	 0.25	 4.89	 10.93	 239.62	 15.96	 246.97	
130	 1.790	 0.95	 0.25	 4.89	 10.95	 240.01	 16.02	 244.62	
140	 1.790	 0.80	 0.26	 4.88	 10.98	 240.15	 16.04	 242.30	
150	 1.790	 0.64	 0.26	 4.87	 11.02	 240.19	 16.04	 239.57	
160	 1.790	 0.47	 0.25	 4.86	 11.05	 240.55	 16.03	 237.21	
170	 1.790	 0.31	 0.25	 4.86	 11.10	 241.38	 16.01	 234.60	
180	 1.790	 0.13	 0.25	 4.85	 11.17	 242.33	 15.98	 232.16	
