Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°34
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.570	 0.46	 0.71	 5.97	 14.28	 271.47	 22.46	 306.07	
-170	 1.570	 0.59	 0.71	 5.98	 14.34	 270.61	 22.43	 305.57	
-160	 1.570	 0.73	 0.71	 5.99	 14.39	 270.26	 22.44	 304.77	
-150	 1.570	 0.85	 0.71	 6.00	 14.41	 269.61	 22.49	 304.15	
-140	 1.570	 0.97	 0.71	 6.01	 14.43	 268.95	 22.50	 304.54	
-130	 1.570	 1.08	 0.71	 6.02	 14.41	 268.63	 22.50	 305.58	
-120	 1.570	 1.17	 0.71	 6.03	 14.35	 267.87	 22.52	 307.23	
-110	 1.570	 1.27	 0.71	 6.05	 14.26	 266.64	 22.53	 309.29	
-100	 1.570	 1.36	 0.71	 6.05	 14.21	 265.66	 22.50	 310.62	
-90	 1.570	 1.44	 0.71	 6.07	 14.21	 265.11	 22.48	 312.86	
-80	 1.570	 1.52	 0.70	 6.08	 14.17	 264.80	 22.45	 314.04	
-70	 1.570	 1.58	 0.71	 6.09	 14.15	 264.52	 22.41	 315.61	
-60	 1.570	 1.64	 0.70	 6.09	 14.12	 264.87	 22.34	 316.46	
-50	 1.570	 1.69	 0.70	 6.11	 14.12	 265.69	 22.28	 317.81	
-40	 1.570	 1.74	 0.70	 6.11	 14.09	 266.50	 22.19	 320.15	
-30	 1.570	 1.77	 0.71	 6.12	 14.05	 266.95	 22.08	 320.77	
-20	 1.570	 1.80	 0.70	 6.13	 14.02	 267.33	 22.00	 321.69	
-10	 1.570	 1.82	 0.69	 6.14	 13.96	 267.27	 21.93	 322.37	
  0	 1.570	 1.83	 0.69	 6.15	 13.91	 266.83	 21.90	 324.04	
 10	 1.570	 1.83	 0.69	 6.16	 13.88	 266.40	 21.85	 325.58	
 20	 1.570	 1.81	 0.69	 6.17	 13.84	 265.59	 21.78	 326.97	
 30	 1.570	 1.78	 0.69	 6.17	 13.80	 264.92	 21.71	 328.89	
 40	 1.570	 1.74	 0.69	 6.18	 13.73	 264.43	 21.65	 330.89	
 50	 1.570	 1.69	 0.68	 6.19	 13.68	 263.94	 21.58	 332.31	
 60	 1.570	 1.62	 0.69	 6.20	 13.63	 263.38	 21.49	 333.37	
 70	 1.570	 1.55	 0.68	 6.20	 13.54	 262.88	 21.40	 334.44	
 80	 1.570	 1.46	 0.69	 6.21	 13.43	 262.34	 21.34	 335.27	
 90	 1.570	 1.36	 0.69	 6.21	 13.29	 261.58	 21.31	 336.28	
100	 1.570	 1.24	 0.69	 6.21	 13.19	 261.00	 21.31	 336.47	
110	 1.570	 1.11	 0.69	 6.22	 13.05	 260.44	 21.29	 336.62	
120	 1.570	 0.97	 0.68	 6.23	 12.96	 259.85	 21.33	 336.32	
130	 1.570	 0.82	 0.68	 6.24	 12.88	 258.57	 21.41	 336.22	
140	 1.570	 0.67	 0.67	 6.24	 12.84	 257.23	 21.46	 336.44	
150	 1.570	 0.50	 0.67	 6.24	 12.78	 256.41	 21.50	 336.43	
160	 1.570	 0.32	 0.67	 6.25	 12.73	 255.33	 21.55	 337.00	
170	 1.570	 0.13	 0.66	 6.26	 12.68	 255.04	 21.62	 338.43	
180	 1.570	 -0.05	 0.66	 6.27	 12.62	 254.60	 21.64	 339.52	
