Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°75
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.620	 0.22	 0.22	 2.89	 10.57	 239.28	 13.12	 306.67	
-170	 0.620	 0.37	 0.22	 2.90	 10.58	 239.09	 13.04	 305.55	
-160	 0.620	 0.53	 0.22	 2.91	 10.62	 238.61	 12.96	 303.44	
-150	 0.620	 0.68	 0.22	 2.92	 10.65	 238.53	 12.93	 300.27	
-140	 0.620	 0.83	 0.22	 2.93	 10.70	 237.97	 12.90	 296.96	
-130	 0.620	 0.96	 0.22	 2.94	 10.77	 237.46	 12.86	 294.03	
-120	 0.620	 1.09	 0.22	 2.95	 10.87	 237.55	 12.87	 291.13	
-110	 0.620	 1.20	 0.22	 2.96	 11.01	 237.65	 12.90	 287.90	
-100	 0.620	 1.31	 0.22	 2.98	 11.18	 237.95	 12.94	 285.88	
-90	 0.620	 1.42	 0.22	 2.98	 11.33	 238.88	 13.02	 284.69	
-80	 0.620	 1.51	 0.23	 2.99	 11.49	 240.23	 13.15	 284.75	
-70	 0.620	 1.59	 0.23	 3.00	 11.62	 241.58	 13.30	 284.90	
-60	 0.620	 1.66	 0.22	 3.02	 11.72	 242.38	 13.40	 285.22	
-50	 0.620	 1.72	 0.22	 3.02	 11.79	 242.98	 13.57	 286.00	
-40	 0.620	 1.77	 0.22	 3.04	 11.90	 243.45	 13.71	 285.97	
-30	 0.620	 1.80	 0.22	 3.05	 11.96	 243.30	 13.85	 286.11	
-20	 0.620	 1.83	 0.22	 3.06	 12.02	 243.07	 13.94	 285.63	
-10	 0.620	 1.84	 0.22	 3.06	 12.04	 242.97	 14.04	 285.08	
  0	 0.620	 1.84	 0.23	 3.07	 12.04	 242.94	 14.14	 284.85	
 10	 0.620	 1.83	 0.23	 3.08	 12.03	 243.05	 14.22	 284.62	
 20	 0.620	 1.81	 0.24	 3.09	 11.97	 242.91	 14.25	 284.17	
 30	 0.620	 1.77	 0.23	 3.10	 11.95	 242.72	 14.26	 284.50	
 40	 0.620	 1.73	 0.23	 3.10	 11.91	 242.72	 14.27	 284.72	
 50	 0.620	 1.67	 0.23	 3.11	 11.86	 242.56	 14.27	 284.76	
 60	 0.620	 1.61	 0.23	 3.12	 11.83	 242.39	 14.26	 284.77	
 70	 0.620	 1.53	 0.22	 3.12	 11.82	 242.28	 14.28	 284.67	
 80	 0.620	 1.45	 0.22	 3.13	 11.82	 242.06	 14.33	 284.34	
 90	 0.620	 1.36	 0.22	 3.14	 11.77	 241.63	 14.34	 283.91	
100	 0.620	 1.25	 0.21	 3.14	 11.69	 241.15	 14.37	 283.53	
110	 0.620	 1.14	 0.21	 3.14	 11.64	 241.01	 14.37	 283.50	
120	 0.620	 1.02	 0.21	 3.14	 11.56	 240.84	 14.34	 283.83	
130	 0.620	 0.88	 0.21	 3.14	 11.49	 240.44	 14.31	 284.87	
140	 0.620	 0.75	 0.21	 3.14	 11.37	 240.01	 14.24	 286.37	
150	 0.620	 0.61	 0.21	 3.13	 11.28	 239.81	 14.18	 287.96	
160	 0.620	 0.46	 0.21	 3.13	 11.16	 239.56	 14.11	 290.01	
170	 0.620	 0.31	 0.21	 3.13	 11.09	 238.97	 14.04	 291.63	
180	 0.620	 0.15	 0.21	 3.12	 11.01	 238.27	 13.95	 292.63	
