Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°25
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.480	 0.38	 0.68	 5.90	 9.39	 249.72	 15.45	 192.77	
-170	 1.480	 0.53	 0.68	 5.91	 9.40	 249.15	 15.46	 194.21	
-160	 1.480	 0.66	 0.68	 5.92	 9.42	 249.07	 15.48	 195.30	
-150	 1.480	 0.79	 0.68	 5.93	 9.40	 249.35	 15.48	 196.71	
-140	 1.480	 0.93	 0.68	 5.94	 9.38	 249.79	 15.51	 197.48	
-130	 1.480	 1.04	 0.68	 5.95	 9.41	 250.46	 15.55	 198.43	
-120	 1.480	 1.16	 0.68	 5.96	 9.39	 251.24	 15.54	 198.19	
-110	 1.480	 1.27	 0.68	 5.98	 9.33	 252.10	 15.53	 197.54	
-100	 1.480	 1.36	 0.68	 5.98	 9.30	 252.72	 15.50	 195.97	
-90	 1.480	 1.45	 0.68	 5.99	 9.29	 252.50	 15.47	 194.16	
-80	 1.480	 1.53	 0.68	 6.01	 9.26	 252.53	 15.45	 193.16	
-70	 1.480	 1.61	 0.67	 6.02	 9.20	 253.06	 15.39	 192.18	
-60	 1.480	 1.66	 0.67	 6.02	 9.13	 254.18	 15.34	 191.42	
-50	 1.480	 1.71	 0.67	 6.03	 9.06	 254.71	 15.32	 189.79	
-40	 1.480	 1.75	 0.67	 6.05	 8.99	 255.37	 15.36	 188.35	
-30	 1.480	 1.80	 0.67	 6.05	 8.89	 256.50	 15.40	 187.35	
-20	 1.480	 1.81	 0.67	 6.06	 8.81	 257.38	 15.40	 186.00	
-10	 1.480	 1.82	 0.67	 6.07	 8.70	 257.75	 15.44	 183.74	
  0	 1.480	 1.83	 0.67	 6.07	 8.60	 257.68	 15.47	 182.35	
 10	 1.480	 1.81	 0.67	 6.07	 8.50	 257.97	 15.50	 181.48	
 20	 1.480	 1.79	 0.68	 6.08	 8.43	 258.36	 15.49	 180.62	
 30	 1.480	 1.76	 0.67	 6.09	 8.35	 258.16	 15.53	 179.62	
 40	 1.480	 1.71	 0.67	 6.09	 8.28	 257.71	 15.58	 178.83	
 50	 1.480	 1.65	 0.67	 6.10	 8.26	 257.49	 15.63	 178.11	
 60	 1.480	 1.59	 0.67	 6.10	 8.26	 257.28	 15.69	 177.47	
 70	 1.480	 1.51	 0.67	 6.11	 8.27	 256.82	 15.69	 177.42	
 80	 1.480	 1.41	 0.66	 6.11	 8.28	 256.42	 15.70	 178.06	
 90	 1.480	 1.30	 0.67	 6.12	 8.32	 256.36	 15.75	 178.51	
100	 1.480	 1.18	 0.67	 6.12	 8.36	 256.78	 15.76	 179.58	
110	 1.480	 1.05	 0.67	 6.12	 8.42	 256.70	 15.77	 181.37	
120	 1.480	 0.92	 0.67	 6.12	 8.53	 256.47	 15.79	 183.03	
130	 1.480	 0.77	 0.67	 6.12	 8.67	 256.32	 15.81	 183.95	
140	 1.480	 0.62	 0.66	 6.12	 8.78	 255.97	 15.78	 184.68	
150	 1.480	 0.46	 0.66	 6.13	 8.90	 255.76	 15.73	 185.22	
160	 1.480	 0.29	 0.66	 6.12	 9.03	 255.31	 15.66	 185.86	
170	 1.480	 0.12	 0.66	 6.14	 9.12	 255.00	 15.60	 186.11	
180	 1.480	 -0.06	 0.66	 6.14	 9.17	 254.72	 15.52	 186.07	
