Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°22
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.360	 0.08	 0.50	 7.66	 18.52	 265.05	 17.45	 131.37	
-170	 0.360	 0.28	 0.49	 7.67	 18.59	 265.56	 17.38	 131.00	
-160	 0.360	 0.47	 0.49	 7.68	 18.65	 265.35	 17.30	 130.33	
-150	 0.360	 0.66	 0.50	 7.69	 18.72	 265.24	 17.23	 129.41	
-140	 0.360	 0.85	 0.50	 7.70	 18.83	 264.77	 17.17	 127.47	
-130	 0.360	 1.02	 0.50	 7.71	 18.91	 264.27	 17.12	 124.79	
-120	 0.360	 1.19	 0.50	 7.73	 18.95	 264.13	 17.07	 122.95	
-110	 0.360	 1.35	 0.49	 7.74	 19.01	 263.97	 17.00	 121.67	
-100	 0.360	 1.49	 0.49	 7.75	 19.06	 264.52	 16.92	 121.03	
-90	 0.360	 1.62	 0.50	 7.76	 19.08	 264.78	 16.82	 120.01	
-80	 0.360	 1.75	 0.50	 7.78	 19.04	 264.78	 16.70	 119.50	
-70	 0.360	 1.86	 0.50	 7.79	 19.00	 264.45	 16.61	 119.69	
-60	 0.360	 1.95	 0.50	 7.80	 18.97	 263.66	 16.51	 119.58	
-50	 0.360	 2.03	 0.50	 7.82	 18.92	 263.45	 16.41	 119.39	
-40	 0.360	 2.10	 0.50	 7.83	 18.86	 263.28	 16.33	 119.89	
-30	 0.360	 2.15	 0.50	 7.85	 18.87	 263.03	 16.18	 120.11	
-20	 0.360	 2.19	 0.50	 7.86	 18.91	 263.08	 16.05	 120.79	
-10	 0.360	 2.21	 0.50	 7.87	 18.93	 262.88	 15.94	 121.53	
  0	 0.360	 2.21	 0.50	 7.87	 18.94	 262.70	 15.91	 122.61	
 10	 0.360	 2.20	 0.50	 7.89	 18.93	 261.74	 15.85	 123.75	
 20	 0.360	 2.18	 0.50	 7.90	 18.95	 260.68	 15.82	 124.78	
 30	 0.360	 2.14	 0.50	 7.92	 18.98	 259.50	 15.78	 126.54	
 40	 0.360	 2.09	 0.50	 7.93	 19.02	 258.26	 15.78	 127.45	
 50	 0.360	 2.02	 0.50	 7.95	 19.06	 257.14	 15.80	 128.16	
 60	 0.360	 1.93	 0.49	 7.96	 19.05	 256.33	 15.84	 129.88	
 70	 0.360	 1.85	 0.49	 7.98	 19.05	 255.59	 15.89	 132.16	
 80	 0.360	 1.73	 0.49	 8.01	 19.04	 254.53	 15.91	 133.83	
 90	 0.360	 1.62	 0.49	 8.03	 19.00	 253.28	 15.94	 135.74	
100	 0.360	 1.48	 0.49	 8.05	 18.95	 252.22	 15.92	 137.89	
110	 0.360	 1.33	 0.49	 8.07	 18.89	 250.90	 15.91	 139.69	
120	 0.360	 1.18	 0.49	 8.09	 18.89	 249.46	 15.88	 141.47	
130	 0.360	 1.01	 0.49	 8.11	 18.83	 248.04	 15.84	 142.66	
140	 0.360	 0.83	 0.49	 8.12	 18.81	 246.79	 15.85	 144.22	
150	 0.360	 0.65	 0.49	 8.14	 18.76	 245.71	 15.91	 145.54	
160	 0.360	 0.46	 0.48	 8.16	 18.74	 244.88	 15.97	 146.58	
170	 0.360	 0.27	 0.49	 8.17	 18.71	 243.99	 16.00	 147.32	
180	 0.360	 0.07	 0.49	 8.19	 18.64	 243.19	 16.06	 147.48	
