Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°186
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1978-03-01T07:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.450	 0.00	 0.34	 4.27	 13.25	 243.88	 7.73	 240.36	
-170	 0.450	 0.13	 0.33	 4.29	 13.25	 243.90	 7.74	 241.35	
-160	 0.450	 0.27	 0.33	 4.30	 13.24	 243.93	 7.75	 242.35	
-150	 0.450	 0.39	 0.33	 4.31	 13.23	 243.96	 7.77	 243.35	
-140	 0.450	 0.52	 0.33	 4.32	 13.23	 243.98	 7.78	 244.34	
-130	 0.450	 0.64	 0.33	 4.33	 13.22	 244.01	 7.79	 245.34	
-120	 0.450	 0.75	 0.33	 4.34	 13.21	 244.03	 7.81	 246.34	
-110	 0.450	 0.86	 0.33	 4.35	 13.21	 244.06	 7.82	 247.33	
-100	 0.450	 0.96	 0.33	 4.37	 13.20	 244.08	 7.83	 248.33	
-90	 0.450	 1.05	 0.33	 4.38	 13.20	 244.11	 7.85	 249.33	
-80	 0.450	 1.14	 0.32	 4.40	 13.18	 244.13	 7.86	 249.45	
-70	 0.450	 1.21	 0.32	 4.41	 13.16	 244.16	 7.88	 249.57	
-60	 0.450	 1.28	 0.32	 4.43	 13.14	 244.19	 7.90	 249.68	
-50	 0.450	 1.34	 0.31	 4.45	 13.12	 244.21	 7.92	 249.80	
-40	 0.450	 1.38	 0.31	 4.46	 13.11	 244.24	 7.93	 249.92	
-30	 0.450	 1.42	 0.31	 4.48	 13.09	 244.26	 7.95	 250.04	
-20	 0.450	 1.45	 0.31	 4.50	 13.07	 244.29	 7.97	 250.16	
-10	 0.450	 1.46	 0.30	 4.52	 13.05	 244.31	 7.99	 250.28	
  0	 0.450	 1.47	 0.30	 4.53	 13.03	 244.34	 8.00	 250.40	
 10	 0.450	 1.47	 0.30	 4.55	 13.02	 244.36	 8.02	 250.52	
 20	 0.450	 1.46	 0.30	 4.57	 13.00	 244.39	 8.04	 250.64	
 30	 0.450	 1.44	 0.29	 4.59	 12.98	 244.41	 8.06	 250.76	
 40	 0.450	 1.41	 0.29	 4.60	 12.96	 244.44	 8.08	 250.88	
 50	 0.450	 1.37	 0.29	 4.62	 12.94	 244.47	 8.09	 250.99	
 60	 0.450	 1.32	 0.29	 4.64	 12.93	 244.49	 8.11	 251.11	
 70	 0.450	 1.27	 0.28	 4.66	 12.91	 244.52	 8.13	 251.23	
 80	 0.450	 1.21	 0.28	 4.67	 12.89	 244.54	 8.15	 251.35	
 90	 0.450	 1.14	 0.28	 4.69	 12.87	 244.57	 8.16	 251.47	
100	 0.450	 1.06	 0.28	 4.71	 12.85	 244.59	 8.18	 251.59	
110	 0.450	 0.98	 0.27	 4.73	 12.84	 244.62	 8.20	 251.71	
120	 0.450	 0.89	 0.27	 4.74	 12.82	 244.64	 8.22	 251.83	
130	 0.450	 0.79	 0.27	 4.76	 12.80	 244.67	 8.23	 251.95	
140	 0.450	 0.69	 0.27	 4.78	 12.78	 244.70	 8.25	 252.07	
150	 0.450	 0.59	 0.26	 4.80	 12.77	 244.72	 8.27	 252.19	
160	 0.450	 0.48	 0.26	 4.81	 12.75	 244.75	 8.29	 252.31	
170	 0.450	 0.36	 0.26	 4.83	 12.73	 244.77	 8.30	 252.42	
180	 0.450	 0.25	 0.26	 4.85	 12.71	 244.80	 8.32	 252.54	
