Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°144
Type of Scenario: variation around a statistical event (scenario n°46) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.850	 0.10	 0.84	 2.82	 9.54	 226.79	 18.53	 190.09	
-170	 0.850	 0.35	 0.84	 2.83	 9.68	 226.75	 18.46	 190.98	
-160	 0.850	 0.58	 0.84	 2.84	 9.83	 227.11	 18.52	 191.95	
-150	 0.850	 0.82	 0.84	 2.84	 9.97	 226.89	 18.52	 192.49	
-140	 0.850	 1.04	 0.83	 2.86	 10.10	 226.40	 18.47	 192.84	
-130	 0.850	 1.25	 0.83	 2.87	 10.24	 226.02	 18.38	 193.48	
-120	 0.850	 1.45	 0.84	 2.88	 10.34	 225.50	 18.28	 194.01	
-110	 0.850	 1.64	 0.84	 2.89	 10.42	 224.94	 18.23	 194.28	
-100	 0.850	 1.80	 0.84	 2.89	 10.50	 224.56	 18.20	 194.59	
-90	 0.850	 1.96	 0.84	 2.90	 10.57	 223.62	 18.18	 195.48	
-80	 0.850	 2.10	 0.84	 2.92	 10.62	 223.17	 18.22	 196.27	
-70	 0.850	 2.22	 0.83	 2.93	 10.64	 222.39	 18.25	 197.68	
-60	 0.850	 2.33	 0.83	 2.94	 10.62	 221.83	 18.30	 199.31	
-50	 0.850	 2.42	 0.83	 2.95	 10.62	 221.36	 18.34	 202.62	
-40	 0.850	 2.49	 0.83	 2.95	 10.64	 220.70	 18.37	 205.66	
-30	 0.850	 2.55	 0.83	 2.96	 10.63	 220.34	 18.41	 208.34	
-20	 0.850	 2.59	 0.83	 2.98	 10.63	 219.89	 18.46	 211.51	
-10	 0.850	 2.61	 0.83	 2.99	 10.62	 219.63	 18.48	 213.81	
  0	 0.850	 2.62	 0.83	 3.00	 10.68	 219.33	 18.50	 215.77	
 10	 0.850	 2.61	 0.83	 3.00	 10.73	 219.02	 18.53	 217.51	
 20	 0.850	 2.59	 0.83	 3.01	 10.76	 218.68	 18.55	 219.51	
 30	 0.850	 2.55	 0.83	 3.02	 10.84	 218.46	 18.58	 221.30	
 40	 0.850	 2.50	 0.83	 3.02	 10.90	 218.40	 18.60	 222.48	
 50	 0.850	 2.42	 0.82	 3.04	 10.91	 218.56	 18.66	 223.03	
 60	 0.850	 2.36	 0.82	 3.05	 10.96	 218.44	 18.70	 223.62	
 70	 0.850	 2.27	 0.82	 3.05	 10.99	 218.39	 18.68	 224.15	
 80	 0.850	 2.16	 0.82	 3.05	 10.97	 217.90	 18.61	 225.54	
 90	 0.850	 2.03	 0.81	 3.05	 10.93	 217.31	 18.50	 226.45	
100	 0.850	 1.91	 0.81	 3.06	 10.86	 216.77	 18.37	 227.14	
110	 0.850	 1.76	 0.80	 3.07	 10.79	 216.02	 18.19	 228.49	
120	 0.850	 1.61	 0.80	 3.07	 10.73	 215.52	 18.02	 230.68	
130	 0.850	 1.44	 0.80	 3.07	 10.66	 215.76	 17.84	 232.34	
140	 0.850	 1.26	 0.80	 3.08	 10.67	 216.33	 17.66	 233.64	
150	 0.850	 1.08	 0.80	 3.10	 10.68	 217.16	 17.53	 234.80	
160	 0.850	 0.89	 0.79	 3.10	 10.67	 217.64	 17.42	 235.58	
170	 0.850	 0.69	 0.79	 3.11	 10.64	 218.01	 17.29	 236.04	
180	 0.850	 0.47	 0.79	 3.11	 10.62	 218.01	 17.22	 236.51	
