Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°250
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2020-12-16T04:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.532	 0.40	 0.27	 3.49	 12.82	 262.00	 15.49	 164.14	
-170	 0.532	 0.62	 0.26	 3.50	 12.77	 262.00	 15.56	 163.98	
-160	 0.532	 0.84	 0.24	 3.51	 12.71	 262.00	 15.63	 163.81	
-150	 0.532	 1.03	 0.22	 3.52	 12.66	 262.00	 15.71	 163.65	
-140	 0.532	 1.21	 0.22	 3.53	 12.61	 262.00	 15.68	 163.55	
-130	 0.532	 1.36	 0.22	 3.54	 12.55	 262.00	 15.65	 163.46	
-120	 0.532	 1.50	 0.24	 3.55	 12.50	 262.00	 15.63	 163.36	
-110	 0.532	 1.60	 0.25	 3.56	 12.45	 262.00	 15.60	 163.26	
-100	 0.532	 1.71	 0.25	 3.57	 12.40	 262.00	 15.57	 163.16	
-90	 0.532	 1.83	 0.25	 3.58	 12.35	 262.00	 15.55	 163.07	
-80	 0.532	 1.92	 0.27	 3.58	 12.32	 262.00	 15.37	 163.49	
-70	 0.532	 2.00	 0.28	 3.59	 12.30	 262.00	 15.19	 163.91	
-60	 0.532	 2.06	 0.29	 3.59	 12.27	 262.00	 15.01	 164.33	
-50	 0.532	 2.12	 0.28	 3.60	 12.25	 262.00	 14.83	 164.75	
-40	 0.532	 2.19	 0.28	 3.60	 12.22	 262.00	 14.65	 165.17	
-30	 0.532	 2.25	 0.29	 3.61	 12.20	 262.00	 14.47	 165.59	
-20	 0.532	 2.29	 0.30	 3.61	 12.20	 262.00	 14.25	 166.28	
-10	 0.532	 2.32	 0.31	 3.61	 12.20	 262.00	 14.02	 166.97	
  0	 0.532	 2.34	 0.32	 3.61	 12.20	 262.00	 13.80	 167.66	
 10	 0.532	 2.33	 0.33	 3.61	 12.20	 262.00	 13.57	 168.35	
 20	 0.532	 2.31	 0.34	 3.61	 12.20	 262.00	 13.35	 169.04	
 30	 0.532	 2.27	 0.34	 3.61	 12.20	 262.00	 13.12	 169.73	
 40	 0.532	 2.19	 0.34	 3.60	 12.17	 262.00	 12.97	 170.02	
 50	 0.532	 2.11	 0.33	 3.60	 12.15	 262.00	 12.82	 170.32	
 60	 0.532	 2.04	 0.32	 3.59	 12.12	 262.00	 12.67	 170.61	
 70	 0.532	 1.95	 0.31	 3.59	 12.10	 262.00	 12.52	 170.91	
 80	 0.532	 1.84	 0.31	 3.59	 12.07	 262.00	 12.37	 171.20	
 90	 0.532	 1.73	 0.30	 3.58	 12.05	 262.00	 12.21	 171.49	
100	 0.532	 1.60	 0.30	 3.58	 12.02	 261.83	 12.07	 171.83	
110	 0.532	 1.48	 0.29	 3.57	 12.00	 261.67	 11.92	 172.17	
120	 0.532	 1.35	 0.28	 3.57	 11.98	 261.50	 11.77	 172.51	
130	 0.532	 1.20	 0.29	 3.56	 11.95	 261.33	 11.62	 172.85	
140	 0.532	 1.03	 0.30	 3.56	 11.93	 261.17	 11.47	 173.19	
150	 0.532	 0.86	 0.30	 3.55	 11.90	 261.00	 11.33	 173.52	
160	 0.532	 0.68	 0.30	 3.55	 11.90	 260.83	 11.48	 174.35	
170	 0.532	 0.48	 0.31	 3.54	 11.90	 260.67	 11.64	 175.18	
180	 0.532	 0.26	 0.33	 3.54	 11.90	 260.50	 11.80	 176.01	
