Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°169
Type of Scenario: variation around a statistical event (scenario n°25) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.480	 0.38	 0.68	 7.08	 11.27	 264.72	 18.54	 207.77	
-170	 1.480	 0.53	 0.68	 7.09	 11.28	 264.15	 18.55	 209.21	
-160	 1.480	 0.66	 0.68	 7.10	 11.30	 264.07	 18.58	 210.30	
-150	 1.480	 0.79	 0.68	 7.12	 11.28	 264.35	 18.58	 211.71	
-140	 1.480	 0.93	 0.68	 7.13	 11.26	 264.79	 18.61	 212.48	
-130	 1.480	 1.04	 0.68	 7.14	 11.29	 265.46	 18.66	 213.43	
-120	 1.480	 1.16	 0.68	 7.15	 11.27	 266.24	 18.65	 213.19	
-110	 1.480	 1.27	 0.68	 7.18	 11.20	 267.10	 18.64	 212.54	
-100	 1.480	 1.36	 0.68	 7.18	 11.16	 267.72	 18.60	 210.97	
-90	 1.480	 1.45	 0.68	 7.19	 11.15	 267.50	 18.56	 209.16	
-80	 1.480	 1.53	 0.68	 7.21	 11.11	 267.53	 18.54	 208.16	
-70	 1.480	 1.61	 0.67	 7.22	 11.04	 268.06	 18.47	 207.18	
-60	 1.480	 1.66	 0.67	 7.22	 10.96	 269.18	 18.41	 206.42	
-50	 1.480	 1.71	 0.67	 7.24	 10.87	 269.71	 18.38	 204.79	
-40	 1.480	 1.75	 0.67	 7.26	 10.79	 270.37	 18.43	 203.35	
-30	 1.480	 1.80	 0.67	 7.26	 10.67	 271.50	 18.48	 202.35	
-20	 1.480	 1.81	 0.67	 7.27	 10.57	 272.38	 18.48	 201.00	
-10	 1.480	 1.82	 0.67	 7.28	 10.44	 272.75	 18.53	 198.74	
  0	 1.480	 1.83	 0.67	 7.28	 10.32	 272.68	 18.56	 197.35	
 10	 1.480	 1.81	 0.67	 7.28	 10.20	 272.97	 18.60	 196.48	
 20	 1.480	 1.79	 0.68	 7.30	 10.12	 273.36	 18.59	 195.62	
 30	 1.480	 1.76	 0.67	 7.31	 10.02	 273.16	 18.64	 194.62	
 40	 1.480	 1.71	 0.67	 7.31	 9.94	 272.71	 18.70	 193.83	
 50	 1.480	 1.65	 0.67	 7.32	 9.91	 272.49	 18.76	 193.11	
 60	 1.480	 1.59	 0.67	 7.32	 9.91	 272.28	 18.83	 192.47	
 70	 1.480	 1.51	 0.67	 7.33	 9.92	 271.82	 18.83	 192.42	
 80	 1.480	 1.41	 0.66	 7.33	 9.94	 271.42	 18.84	 193.06	
 90	 1.480	 1.30	 0.67	 7.34	 9.98	 271.36	 18.90	 193.51	
100	 1.480	 1.18	 0.67	 7.34	 10.03	 271.78	 18.91	 194.58	
110	 1.480	 1.05	 0.67	 7.34	 10.10	 271.70	 18.92	 196.37	
120	 1.480	 0.92	 0.67	 7.34	 10.24	 271.47	 18.95	 198.03	
130	 1.480	 0.77	 0.67	 7.34	 10.40	 271.32	 18.97	 198.95	
140	 1.480	 0.62	 0.66	 7.34	 10.54	 270.97	 18.94	 199.68	
150	 1.480	 0.46	 0.66	 7.36	 10.68	 270.76	 18.88	 200.22	
160	 1.480	 0.29	 0.66	 7.34	 10.84	 270.31	 18.79	 200.86	
170	 1.480	 0.12	 0.66	 7.37	 10.94	 270.00	 18.72	 201.11	
180	 1.480	 -0.06	 0.66	 7.37	 11.00	 269.72	 18.62	 201.07	
