Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°241
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2019-09-29T16:00:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.532	 0.43	 0.11	 3.42	 9.80	 260.00	 12.05	 277.58	
-170	 0.532	 0.66	 0.10	 3.41	 9.84	 260.33	 12.04	 277.97	
-160	 0.532	 0.88	 0.09	 3.39	 9.87	 260.67	 12.02	 278.36	
-150	 0.532	 1.09	 0.08	 3.37	 9.90	 261.00	 12.01	 278.75	
-140	 0.532	 1.28	 0.07	 3.35	 9.93	 261.33	 11.99	 279.15	
-130	 0.532	 1.46	 0.07	 3.34	 9.97	 261.67	 11.98	 279.54	
-120	 0.532	 1.64	 0.07	 3.32	 10.00	 262.00	 11.96	 279.94	
-110	 0.532	 1.79	 0.09	 3.30	 10.00	 262.00	 11.85	 280.23	
-100	 0.532	 1.94	 0.09	 3.27	 10.00	 262.00	 11.74	 280.53	
-90	 0.532	 2.07	 0.09	 3.25	 10.00	 262.00	 11.63	 280.84	
-80	 0.532	 2.19	 0.08	 3.23	 10.00	 262.00	 11.52	 281.15	
-70	 0.532	 2.30	 0.07	 3.20	 10.00	 262.00	 11.41	 281.46	
-60	 0.532	 2.40	 0.06	 3.18	 10.00	 262.00	 11.30	 281.79	
-50	 0.532	 2.48	 0.06	 3.16	 10.00	 262.00	 11.04	 281.97	
-40	 0.532	 2.56	 0.06	 3.13	 10.00	 262.00	 10.79	 282.15	
-30	 0.532	 2.63	 0.05	 3.11	 10.00	 262.00	 10.53	 282.35	
-20	 0.532	 2.67	 0.05	 3.09	 10.00	 262.00	 10.28	 282.56	
-10	 0.532	 2.70	 0.05	 3.06	 10.00	 262.00	 10.03	 282.77	
  0	 0.532	 2.72	 0.05	 3.04	 10.00	 262.00	 9.77	 283.00	
 10	 0.532	 2.71	 0.05	 3.02	 10.00	 262.17	 9.61	 283.66	
 20	 0.532	 2.69	 0.04	 2.99	 10.00	 262.33	 9.46	 284.34	
 30	 0.532	 2.66	 0.04	 2.97	 10.00	 262.50	 9.30	 285.05	
 40	 0.532	 2.60	 0.03	 2.95	 10.00	 262.67	 9.15	 285.78	
 50	 0.532	 2.53	 0.02	 2.92	 10.00	 262.83	 9.00	 286.53	
 60	 0.532	 2.44	 0.02	 2.90	 10.00	 263.00	 8.85	 287.31	
 70	 0.532	 2.33	 0.01	 2.88	 9.98	 263.00	 8.69	 287.64	
 80	 0.532	 2.20	 0.01	 2.85	 9.97	 263.00	 8.53	 287.99	
 90	 0.532	 2.06	 -0.00	 2.83	 9.95	 263.00	 8.37	 288.35	
100	 0.532	 1.90	 0.00	 2.81	 9.93	 263.00	 8.21	 288.72	
110	 0.532	 1.73	 0.01	 2.78	 9.92	 263.00	 8.05	 289.10	
120	 0.532	 1.55	 0.02	 2.76	 9.90	 263.00	 7.89	 289.51	
130	 0.532	 1.35	 0.01	 2.73	 9.88	 262.33	 7.72	 290.01	
140	 0.532	 1.15	 0.00	 2.71	 9.87	 261.67	 7.54	 290.53	
150	 0.532	 0.94	 0.00	 2.69	 9.85	 261.00	 7.37	 291.08	
160	 0.532	 0.72	 -0.00	 2.66	 9.84	 260.33	 7.20	 291.65	
170	 0.532	 0.50	 -0.01	 2.64	 9.82	 259.67	 7.02	 292.26	
180	 0.532	 0.27	 -0.01	 2.62	 9.80	 259.00	 6.85	 292.89	
