Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°18
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.780	 0.36	 0.15	 3.42	 16.32	 306.39	 12.80	 250.77	
-170	 0.780	 0.53	 0.15	 3.42	 16.29	 306.48	 12.78	 252.05	
-160	 0.780	 0.70	 0.15	 3.42	 16.23	 306.76	 12.76	 252.18	
-150	 0.780	 0.85	 0.15	 3.41	 16.14	 307.21	 12.76	 252.43	
-140	 0.780	 1.00	 0.15	 3.41	 16.05	 307.54	 12.76	 251.89	
-130	 0.780	 1.14	 0.16	 3.40	 15.95	 307.61	 12.79	 251.09	
-120	 0.780	 1.27	 0.16	 3.40	 15.88	 307.59	 12.83	 250.38	
-110	 0.780	 1.39	 0.16	 3.40	 15.90	 307.31	 12.83	 249.70	
-100	 0.780	 1.51	 0.16	 3.40	 15.92	 306.57	 12.82	 249.54	
-90	 0.780	 1.62	 0.16	 3.40	 15.98	 305.81	 12.83	 249.42	
-80	 0.780	 1.71	 0.16	 3.40	 16.02	 304.65	 12.89	 249.27	
-70	 0.780	 1.80	 0.17	 3.40	 16.08	 303.67	 12.96	 249.74	
-60	 0.780	 1.87	 0.17	 3.40	 16.19	 302.84	 13.03	 250.21	
-50	 0.780	 1.94	 0.17	 3.41	 16.24	 301.72	 13.11	 250.36	
-40	 0.780	 2.00	 0.18	 3.41	 16.32	 301.11	 13.21	 249.40	
-30	 0.780	 2.04	 0.18	 3.41	 16.34	 300.41	 13.31	 247.96	
-20	 0.780	 2.08	 0.19	 3.41	 16.40	 299.97	 13.41	 246.80	
-10	 0.780	 2.10	 0.18	 3.42	 16.44	 298.92	 13.50	 245.46	
  0	 0.780	 2.11	 0.18	 3.42	 16.47	 298.22	 13.56	 243.42	
 10	 0.780	 2.09	 0.18	 3.42	 16.49	 297.44	 13.61	 242.05	
 20	 0.780	 2.08	 0.18	 3.43	 16.50	 296.49	 13.63	 241.54	
 30	 0.780	 2.04	 0.18	 3.43	 16.51	 295.12	 13.63	 241.52	
 40	 0.780	 1.99	 0.18	 3.43	 16.50	 293.84	 13.59	 242.75	
 50	 0.780	 1.93	 0.19	 3.44	 16.51	 292.78	 13.57	 243.27	
 60	 0.780	 1.85	 0.19	 3.45	 16.51	 291.43	 13.60	 244.47	
 70	 0.780	 1.76	 0.19	 3.45	 16.54	 290.58	 13.60	 245.37	
 80	 0.780	 1.65	 0.20	 3.47	 16.55	 289.51	 13.60	 246.22	
 90	 0.780	 1.53	 0.20	 3.48	 16.57	 288.51	 13.58	 246.87	
100	 0.780	 1.39	 0.19	 3.49	 16.59	 287.56	 13.55	 247.17	
110	 0.780	 1.24	 0.19	 3.50	 16.60	 286.44	 13.53	 248.08	
120	 0.780	 1.07	 0.19	 3.51	 16.63	 285.63	 13.48	 248.34	
130	 0.780	 0.90	 0.19	 3.52	 16.67	 284.73	 13.45	 249.04	
140	 0.780	 0.71	 0.19	 3.54	 16.69	 284.04	 13.45	 249.57	
150	 0.780	 0.52	 0.19	 3.55	 16.73	 284.00	 13.45	 250.05	
160	 0.780	 0.31	 0.19	 3.57	 16.77	 283.96	 13.44	 249.95	
170	 0.780	 0.10	 0.18	 3.57	 16.85	 284.21	 13.43	 248.60	
180	 0.780	 -0.11	 0.19	 3.59	 16.89	 284.36	 13.37	 246.31	
