Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°98
Type of Scenario: real past forcing event (from the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2001-01-10T03:40:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.499	 0.24	 0.24	 2.89	 11.91	 236.76	 10.79	 209.13	
-170	 0.499	 0.43	 0.24	 2.92	 11.87	 236.53	 11.17	 211.77	
-160	 0.499	 0.61	 0.24	 2.95	 11.83	 236.30	 11.55	 214.42	
-150	 0.499	 0.79	 0.24	 2.99	 11.79	 236.07	 11.88	 215.57	
-140	 0.499	 0.96	 0.24	 3.02	 11.75	 235.84	 12.21	 216.72	
-130	 0.499	 1.12	 0.24	 3.05	 11.71	 235.61	 12.53	 217.86	
-120	 0.499	 1.27	 0.24	 3.09	 11.67	 235.38	 12.86	 219.01	
-110	 0.499	 1.42	 0.24	 3.12	 11.63	 235.15	 13.19	 220.16	
-100	 0.499	 1.55	 0.24	 3.15	 11.58	 234.92	 13.51	 221.31	
-90	 0.499	 1.68	 0.24	 3.19	 11.54	 234.69	 13.53	 221.62	
-80	 0.499	 1.79	 0.24	 3.22	 11.50	 234.46	 13.54	 221.93	
-70	 0.499	 1.89	 0.24	 3.25	 11.46	 234.23	 13.56	 222.25	
-60	 0.499	 1.98	 0.24	 3.29	 11.42	 234.00	 13.57	 222.56	
-50	 0.499	 2.05	 0.24	 3.32	 11.38	 233.77	 13.59	 222.87	
-40	 0.499	 2.12	 0.24	 3.35	 11.34	 233.54	 13.60	 223.18	
-30	 0.499	 2.17	 0.24	 3.39	 11.30	 233.31	 13.54	 223.57	
-20	 0.499	 2.20	 0.24	 3.42	 11.26	 233.09	 13.47	 223.96	
-10	 0.499	 2.22	 0.24	 3.45	 11.21	 232.86	 13.40	 224.35	
  0	 0.499	 2.23	 0.24	 3.49	 11.17	 232.63	 13.33	 224.74	
 10	 0.499	 2.23	 0.24	 3.52	 11.13	 232.40	 13.26	 225.13	
 20	 0.499	 2.21	 0.24	 3.55	 11.09	 232.17	 13.19	 225.52	
 30	 0.499	 2.18	 0.24	 3.59	 11.05	 231.94	 13.11	 226.25	
 40	 0.499	 2.13	 0.24	 3.62	 11.01	 231.71	 13.02	 226.98	
 50	 0.499	 2.07	 0.24	 3.65	 10.97	 231.48	 12.94	 227.71	
 60	 0.499	 2.00	 0.24	 3.69	 10.93	 231.25	 12.86	 228.43	
 70	 0.499	 1.91	 0.23	 3.72	 10.88	 231.02	 12.78	 229.16	
 80	 0.499	 1.82	 0.23	 3.75	 10.84	 230.79	 12.70	 229.89	
 90	 0.499	 1.70	 0.23	 3.79	 10.80	 230.56	 12.74	 230.50	
100	 0.499	 1.58	 0.23	 3.82	 10.76	 230.33	 12.79	 231.11	
110	 0.499	 1.45	 0.23	 3.85	 10.72	 230.10	 12.83	 231.73	
120	 0.499	 1.30	 0.23	 3.89	 10.68	 229.87	 12.88	 232.34	
130	 0.499	 1.14	 0.23	 3.92	 10.64	 229.64	 12.92	 232.95	
140	 0.499	 0.98	 0.23	 3.95	 10.60	 229.41	 12.96	 233.56	
150	 0.499	 0.81	 0.23	 3.95	 10.60	 229.49	 12.93	 234.22	
160	 0.499	 0.63	 0.23	 3.94	 10.60	 229.56	 12.89	 234.89	
170	 0.499	 0.44	 0.22	 3.93	 10.60	 229.64	 12.85	 235.55	
180	 0.499	 0.25	 0.22	 3.93	 10.60	 229.72	 12.82	 236.21	
