Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°32
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.610	 0.00	 0.00	 4.72	 12.63	 236.35	 8.79	 289.69	
-170	 0.610	 0.19	 0.01	 4.72	 12.58	 236.02	 8.75	 289.71	
-160	 0.610	 0.37	 0.01	 4.73	 12.53	 235.43	 8.72	 289.24	
-150	 0.610	 0.54	 0.01	 4.73	 12.48	 235.35	 8.66	 287.85	
-140	 0.610	 0.70	 0.01	 4.74	 12.43	 235.43	 8.61	 286.81	
-130	 0.610	 0.85	 0.01	 4.75	 12.38	 236.69	 8.61	 286.43	
-120	 0.610	 1.00	 0.02	 4.75	 12.43	 238.10	 8.60	 286.46	
-110	 0.610	 1.13	 0.01	 4.75	 12.42	 238.85	 8.63	 286.60	
-100	 0.610	 1.26	 0.01	 4.76	 12.44	 240.36	 8.66	 287.21	
-90	 0.610	 1.38	 0.01	 4.77	 12.49	 241.70	 8.72	 288.51	
-80	 0.610	 1.48	 0.02	 4.78	 12.53	 242.84	 8.75	 290.77	
-70	 0.610	 1.57	 0.02	 4.78	 12.56	 243.73	 8.75	 292.45	
-60	 0.610	 1.65	 0.02	 4.78	 12.53	 244.31	 8.76	 295.02	
-50	 0.610	 1.72	 0.01	 4.78	 12.52	 245.08	 8.76	 297.05	
-40	 0.610	 1.77	 0.01	 4.79	 12.49	 245.36	 8.75	 298.19	
-30	 0.610	 1.81	 0.01	 4.78	 12.47	 245.15	 8.69	 298.59	
-20	 0.610	 1.84	 0.00	 4.78	 12.47	 244.84	 8.58	 298.10	
-10	 0.610	 1.86	 0.00	 4.78	 12.49	 244.31	 8.49	 297.35	
  0	 0.610	 1.87	 0.00	 4.78	 12.53	 243.77	 8.43	 296.43	
 10	 0.610	 1.87	 0.00	 4.78	 12.63	 243.59	 8.36	 295.02	
 20	 0.610	 1.85	 0.00	 4.78	 12.71	 242.97	 8.33	 294.14	
 30	 0.610	 1.83	 0.00	 4.77	 12.80	 242.64	 8.36	 293.24	
 40	 0.610	 1.78	 0.00	 4.77	 12.88	 242.30	 8.38	 291.70	
 50	 0.610	 1.74	 0.00	 4.77	 12.95	 241.96	 8.38	 291.08	
 60	 0.610	 1.68	 0.00	 4.76	 13.02	 241.64	 8.36	 289.74	
 70	 0.610	 1.62	 0.01	 4.75	 13.07	 241.50	 8.35	 287.82	
 80	 0.610	 1.54	 0.00	 4.75	 13.13	 241.56	 8.34	 285.34	
 90	 0.610	 1.46	 0.00	 4.74	 13.14	 241.38	 8.32	 283.19	
100	 0.610	 1.36	 -0.01	 4.73	 13.14	 241.44	 8.31	 280.23	
110	 0.610	 1.27	 -0.01	 4.72	 13.15	 241.61	 8.32	 277.79	
120	 0.610	 1.15	 -0.01	 4.71	 13.15	 241.87	 8.35	 274.88	
130	 0.610	 1.04	 -0.01	 4.70	 13.17	 241.55	 8.40	 272.50	
140	 0.610	 0.91	 -0.01	 4.69	 13.17	 241.26	 8.46	 269.51	
150	 0.610	 0.79	 0.00	 4.68	 13.17	 241.20	 8.54	 266.65	
160	 0.610	 0.65	 0.00	 4.67	 13.18	 241.19	 8.65	 264.80	
170	 0.610	 0.50	 0.00	 4.67	 13.20	 241.51	 8.76	 262.06	
180	 0.610	 0.36	 0.00	 4.65	 13.24	 241.66	 8.85	 260.20	
