Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°45
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.810	 0.08	 0.79	 7.10	 11.87	 240.19	 14.12	 125.30	
-170	 0.810	 0.24	 0.79	 7.10	 11.81	 240.27	 14.23	 126.01	
-160	 0.810	 0.41	 0.79	 7.09	 11.78	 240.69	 14.33	 126.46	
-150	 0.810	 0.57	 0.79	 7.10	 11.79	 240.59	 14.43	 127.30	
-140	 0.810	 0.73	 0.78	 7.10	 11.78	 240.98	 14.51	 128.88	
-130	 0.810	 0.88	 0.78	 7.11	 11.80	 240.89	 14.57	 129.96	
-120	 0.810	 1.02	 0.79	 7.12	 11.86	 240.40	 14.65	 130.38	
-110	 0.810	 1.16	 0.79	 7.12	 11.95	 239.99	 14.73	 129.72	
-100	 0.810	 1.29	 0.80	 7.12	 12.03	 239.64	 14.77	 128.59	
-90	 0.810	 1.40	 0.80	 7.13	 12.07	 239.56	 14.85	 127.14	
-80	 0.810	 1.52	 0.81	 7.13	 12.12	 238.93	 14.89	 125.92	
-70	 0.810	 1.61	 0.81	 7.14	 12.19	 238.55	 14.90	 124.24	
-60	 0.810	 1.70	 0.80	 7.13	 12.21	 238.70	 14.92	 122.96	
-50	 0.810	 1.76	 0.80	 7.13	 12.21	 239.31	 14.93	 122.39	
-40	 0.810	 1.83	 0.79	 7.13	 12.25	 239.98	 14.98	 121.08	
-30	 0.810	 1.88	 0.80	 7.13	 12.30	 240.78	 15.02	 119.72	
-20	 0.810	 1.90	 0.79	 7.14	 12.36	 241.66	 15.08	 118.36	
-10	 0.810	 1.93	 0.80	 7.13	 12.37	 242.49	 15.15	 117.93	
  0	 0.810	 1.93	 0.81	 7.13	 12.42	 243.32	 15.25	 117.93	
 10	 0.810	 1.92	 0.81	 7.14	 12.49	 243.79	 15.33	 118.06	
 20	 0.810	 1.90	 0.81	 7.14	 12.54	 244.13	 15.38	 118.13	
 30	 0.810	 1.86	 0.80	 7.14	 12.63	 244.35	 15.44	 118.54	
 40	 0.810	 1.81	 0.81	 7.14	 12.72	 244.46	 15.50	 117.59	
 50	 0.810	 1.76	 0.81	 7.14	 12.84	 244.50	 15.60	 116.98	
 60	 0.810	 1.69	 0.81	 7.14	 12.95	 244.55	 15.72	 115.98	
 70	 0.810	 1.61	 0.80	 7.14	 13.09	 244.70	 15.80	 115.30	
 80	 0.810	 1.51	 0.80	 7.15	 13.26	 245.21	 15.91	 115.00	
 90	 0.810	 1.41	 0.80	 7.14	 13.39	 245.57	 15.96	 114.36	
100	 0.810	 1.29	 0.80	 7.15	 13.50	 245.67	 16.00	 113.61	
110	 0.810	 1.17	 0.80	 7.15	 13.58	 246.12	 16.03	 112.44	
120	 0.810	 1.03	 0.81	 7.15	 13.66	 246.14	 16.03	 111.19	
130	 0.810	 0.89	 0.81	 7.15	 13.69	 245.90	 16.01	 109.97	
140	 0.810	 0.75	 0.81	 7.15	 13.71	 245.62	 16.04	 108.09	
150	 0.810	 0.60	 0.81	 7.16	 13.76	 245.66	 16.09	 106.20	
160	 0.810	 0.44	 0.81	 7.16	 13.81	 245.70	 16.19	 105.06	
170	 0.810	 0.29	 0.81	 7.16	 13.87	 245.54	 16.24	 103.91	
180	 0.810	 0.12	 0.82	 7.16	 13.91	 245.52	 16.27	 102.99	
