Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°38
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.620	 0.16	 0.10	 3.79	 20.17	 244.48	 11.11	 206.24	
-170	 0.620	 0.33	 0.10	 3.80	 20.22	 243.91	 11.18	 204.60	
-160	 0.620	 0.49	 0.10	 3.79	 20.29	 243.68	 11.24	 203.14	
-150	 0.620	 0.66	 0.11	 3.80	 20.35	 243.80	 11.31	 201.55	
-140	 0.620	 0.82	 0.11	 3.80	 20.41	 243.98	 11.37	 199.68	
-130	 0.620	 0.97	 0.11	 3.80	 20.44	 244.34	 11.44	 198.41	
-120	 0.620	 1.11	 0.11	 3.80	 20.46	 245.15	 11.49	 198.20	
-110	 0.620	 1.25	 0.11	 3.81	 20.48	 245.51	 11.55	 198.40	
-100	 0.620	 1.38	 0.11	 3.82	 20.48	 245.83	 11.63	 198.28	
-90	 0.620	 1.49	 0.11	 3.82	 20.48	 245.52	 11.68	 197.60	
-80	 0.620	 1.60	 0.11	 3.81	 20.52	 245.82	 11.78	 197.15	
-70	 0.620	 1.69	 0.11	 3.82	 20.55	 245.40	 11.88	 198.12	
-60	 0.620	 1.77	 0.10	 3.83	 20.60	 244.97	 12.01	 199.31	
-50	 0.620	 1.84	 0.10	 3.83	 20.65	 244.49	 12.12	 201.44	
-40	 0.620	 1.90	 0.11	 3.82	 20.67	 243.73	 12.26	 203.06	
-30	 0.620	 1.94	 0.10	 3.83	 20.71	 243.52	 12.35	 204.19	
-20	 0.620	 1.96	 0.10	 3.83	 20.71	 243.01	 12.43	 206.45	
-10	 0.620	 1.98	 0.10	 3.84	 20.75	 242.71	 12.49	 208.22	
  0	 0.620	 1.99	 0.10	 3.84	 20.77	 242.48	 12.54	 209.78	
 10	 0.620	 1.98	 0.10	 3.85	 20.80	 242.70	 12.56	 210.56	
 20	 0.620	 1.96	 0.10	 3.86	 20.83	 242.92	 12.57	 211.89	
 30	 0.620	 1.93	 0.09	 3.85	 20.89	 243.22	 12.58	 213.36	
 40	 0.620	 1.89	 0.09	 3.86	 20.93	 243.61	 12.58	 213.87	
 50	 0.620	 1.83	 0.09	 3.88	 20.94	 244.36	 12.56	 213.79	
 60	 0.620	 1.76	 0.09	 3.88	 20.94	 245.07	 12.55	 213.43	
 70	 0.620	 1.68	 0.09	 3.87	 20.93	 245.92	 12.59	 212.65	
 80	 0.620	 1.60	 0.10	 3.88	 20.91	 246.72	 12.67	 212.11	
 90	 0.620	 1.50	 0.09	 3.89	 20.88	 247.37	 12.76	 211.90	
100	 0.620	 1.39	 0.09	 3.90	 20.87	 248.36	 12.87	 211.56	
110	 0.620	 1.28	 0.09	 3.89	 20.84	 248.97	 13.01	 211.49	
120	 0.620	 1.15	 0.10	 3.90	 20.84	 249.62	 13.11	 211.59	
130	 0.620	 1.02	 0.10	 3.90	 20.85	 250.23	 13.23	 212.15	
140	 0.620	 0.89	 0.09	 3.91	 20.91	 250.77	 13.32	 212.50	
150	 0.620	 0.74	 0.10	 3.91	 20.99	 251.11	 13.39	 213.10	
160	 0.620	 0.59	 0.09	 3.92	 21.06	 250.99	 13.47	 213.84	
170	 0.620	 0.44	 0.09	 3.92	 21.15	 251.09	 13.54	 214.66	
180	 0.620	 0.28	 0.09	 3.93	 21.22	 251.10	 13.62	 215.37	
