Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°46
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.640	 0.24	 0.39	 2.35	 7.95	 241.79	 15.44	 205.09	
-170	 1.640	 0.43	 0.39	 2.36	 8.07	 241.75	 15.38	 205.98	
-160	 1.640	 0.62	 0.40	 2.37	 8.19	 242.11	 15.43	 206.95	
-150	 1.640	 0.79	 0.40	 2.37	 8.31	 241.89	 15.43	 207.49	
-140	 1.640	 0.96	 0.40	 2.38	 8.42	 241.40	 15.39	 207.84	
-130	 1.640	 1.12	 0.39	 2.39	 8.53	 241.02	 15.32	 208.48	
-120	 1.640	 1.27	 0.40	 2.40	 8.62	 240.50	 15.23	 209.01	
-110	 1.640	 1.42	 0.39	 2.41	 8.68	 239.94	 15.19	 209.28	
-100	 1.640	 1.56	 0.39	 2.41	 8.75	 239.56	 15.17	 209.59	
-90	 1.640	 1.68	 0.39	 2.42	 8.81	 238.62	 15.15	 210.48	
-80	 1.640	 1.79	 0.39	 2.43	 8.85	 238.17	 15.18	 211.27	
-70	 1.640	 1.89	 0.39	 2.44	 8.87	 237.39	 15.21	 212.68	
-60	 1.640	 1.98	 0.38	 2.45	 8.85	 236.83	 15.25	 214.31	
-50	 1.640	 2.05	 0.38	 2.46	 8.85	 236.36	 15.28	 217.62	
-40	 1.640	 2.11	 0.39	 2.46	 8.87	 235.70	 15.31	 220.66	
-30	 1.640	 2.16	 0.39	 2.47	 8.86	 235.34	 15.34	 223.34	
-20	 1.640	 2.19	 0.39	 2.48	 8.86	 234.89	 15.38	 226.51	
-10	 1.640	 2.22	 0.39	 2.49	 8.85	 234.63	 15.40	 228.81	
  0	 1.640	 2.23	 0.38	 2.50	 8.90	 234.33	 15.42	 230.77	
 10	 1.640	 2.22	 0.38	 2.50	 8.94	 234.02	 15.44	 232.51	
 20	 1.640	 2.20	 0.38	 2.51	 8.97	 233.68	 15.46	 234.51	
 30	 1.640	 2.17	 0.38	 2.52	 9.03	 233.46	 15.48	 236.30	
 40	 1.640	 2.12	 0.38	 2.52	 9.08	 233.40	 15.50	 237.48	
 50	 1.640	 2.06	 0.38	 2.53	 9.09	 233.56	 15.55	 238.03	
 60	 1.640	 1.99	 0.38	 2.54	 9.13	 233.44	 15.58	 238.62	
 70	 1.640	 1.90	 0.37	 2.54	 9.16	 233.39	 15.57	 239.15	
 80	 1.640	 1.80	 0.37	 2.54	 9.14	 232.90	 15.51	 240.54	
 90	 1.640	 1.69	 0.37	 2.54	 9.11	 232.31	 15.42	 241.45	
100	 1.640	 1.56	 0.37	 2.55	 9.05	 231.77	 15.31	 242.14	
110	 1.640	 1.43	 0.37	 2.56	 8.99	 231.02	 15.16	 243.49	
120	 1.640	 1.28	 0.38	 2.56	 8.94	 230.52	 15.02	 245.68	
130	 1.640	 1.12	 0.37	 2.56	 8.88	 230.76	 14.87	 247.34	
140	 1.640	 0.95	 0.37	 2.57	 8.89	 231.33	 14.72	 248.64	
150	 1.640	 0.77	 0.37	 2.58	 8.90	 232.16	 14.61	 249.80	
160	 1.640	 0.58	 0.37	 2.58	 8.89	 232.64	 14.52	 250.58	
170	 1.640	 0.39	 0.36	 2.59	 8.87	 233.01	 14.41	 251.04	
180	 1.640	 0.21	 0.36	 2.59	 8.85	 233.01	 14.35	 251.51	
