Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°218
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1986-08-22T05:20:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.460	 0.23	 0.04	 1.80	 10.66	 263.80	 5.17	 250.85	
-170	 0.460	 0.41	 0.04	 1.81	 10.72	 263.81	 5.16	 251.94	
-160	 0.460	 0.57	 0.05	 1.81	 10.77	 263.83	 5.15	 253.03	
-150	 0.460	 0.73	 0.05	 1.82	 10.82	 263.85	 5.14	 254.12	
-140	 0.460	 0.88	 0.05	 1.83	 10.87	 263.87	 5.13	 255.21	
-130	 0.460	 1.02	 0.05	 1.84	 10.93	 263.89	 5.15	 255.99	
-120	 0.460	 1.15	 0.05	 1.84	 10.98	 263.91	 5.17	 256.77	
-110	 0.460	 1.27	 0.05	 1.85	 11.03	 263.92	 5.19	 257.56	
-100	 0.460	 1.38	 0.05	 1.86	 11.08	 263.94	 5.21	 258.34	
-90	 0.460	 1.48	 0.05	 1.86	 11.13	 263.96	 5.23	 259.13	
-80	 0.460	 1.57	 0.05	 1.87	 11.19	 263.98	 5.25	 259.91	
-70	 0.460	 1.65	 0.05	 1.88	 11.24	 264.00	 5.30	 260.57	
-60	 0.460	 1.72	 0.05	 1.89	 11.29	 264.01	 5.35	 261.24	
-50	 0.460	 1.78	 0.06	 1.89	 11.34	 264.03	 5.40	 261.90	
-40	 0.460	 1.83	 0.06	 1.90	 11.40	 264.05	 5.45	 262.57	
-30	 0.460	 1.86	 0.06	 1.91	 11.45	 264.07	 5.50	 263.23	
-20	 0.460	 1.89	 0.06	 1.91	 11.50	 264.09	 5.55	 263.90	
-10	 0.460	 1.90	 0.06	 1.92	 11.55	 264.11	 5.72	 262.62	
  0	 0.460	 1.90	 0.06	 1.93	 11.61	 264.12	 5.88	 261.33	
 10	 0.460	 1.89	 0.06	 1.94	 11.66	 264.14	 6.05	 260.05	
 20	 0.460	 1.87	 0.06	 1.94	 11.71	 264.16	 6.21	 258.76	
 30	 0.460	 1.84	 0.06	 1.95	 11.76	 264.18	 6.37	 257.48	
 40	 0.460	 1.79	 0.06	 1.96	 11.82	 264.20	 6.54	 256.20	
 50	 0.460	 1.73	 0.06	 1.96	 11.80	 264.21	 6.64	 256.68	
 60	 0.460	 1.66	 0.06	 1.97	 11.79	 264.23	 6.75	 257.15	
 70	 0.460	 1.58	 0.06	 1.97	 11.77	 264.25	 6.85	 257.63	
 80	 0.460	 1.48	 0.06	 1.97	 11.76	 264.26	 6.96	 258.11	
 90	 0.460	 1.38	 0.06	 1.98	 11.75	 264.28	 7.06	 258.59	
100	 0.460	 1.26	 0.06	 1.98	 11.73	 264.30	 7.17	 259.07	
110	 0.460	 1.13	 0.06	 1.99	 11.72	 264.31	 7.15	 258.03	
120	 0.460	 0.99	 0.06	 1.99	 11.70	 264.33	 7.12	 257.00	
130	 0.460	 0.84	 0.06	 2.00	 11.69	 264.35	 7.10	 255.96	
140	 0.460	 0.68	 0.05	 2.00	 11.67	 264.36	 7.07	 254.93	
150	 0.460	 0.51	 0.05	 2.00	 11.66	 264.38	 7.05	 253.89	
160	 0.460	 0.34	 0.05	 2.01	 11.65	 264.40	 7.02	 252.86	
170	 0.460	 0.16	 0.05	 2.01	 11.63	 264.41	 7.02	 252.05	
180	 0.460	 -0.03	 0.05	 2.02	 11.62	 264.43	 7.02	 251.24	
