Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°67
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.640	 0.32	 0.49	 8.25	 16.95	 243.19	 22.10	 321.32	
-170	 1.640	 0.49	 0.50	 8.23	 16.93	 244.18	 22.04	 318.80	
-160	 1.640	 0.64	 0.49	 8.23	 16.91	 245.37	 22.03	 316.84	
-150	 1.640	 0.79	 0.49	 8.22	 16.89	 245.99	 22.04	 315.28	
-140	 1.640	 0.94	 0.49	 8.22	 16.88	 246.55	 22.08	 313.37	
-130	 1.640	 1.07	 0.50	 8.21	 16.89	 247.46	 22.10	 311.61	
-120	 1.640	 1.19	 0.49	 8.22	 16.87	 248.18	 22.15	 310.46	
-110	 1.640	 1.32	 0.50	 8.21	 16.81	 248.91	 22.17	 309.29	
-100	 1.640	 1.42	 0.50	 8.21	 16.77	 249.40	 22.16	 308.45	
-90	 1.640	 1.52	 0.50	 8.20	 16.72	 250.63	 22.11	 307.35	
-80	 1.640	 1.61	 0.50	 8.20	 16.65	 251.30	 22.06	 306.24	
-70	 1.640	 1.69	 0.50	 8.20	 16.60	 252.32	 22.00	 304.92	
-60	 1.640	 1.76	 0.50	 8.19	 16.56	 253.60	 21.98	 304.40	
-50	 1.640	 1.82	 0.49	 8.19	 16.56	 254.35	 21.99	 304.45	
-40	 1.640	 1.87	 0.49	 8.18	 16.52	 255.22	 21.97	 304.23	
-30	 1.640	 1.91	 0.49	 8.18	 16.51	 256.16	 21.97	 304.76	
-20	 1.640	 1.93	 0.49	 8.17	 16.56	 257.44	 22.01	 305.25	
-10	 1.640	 1.95	 0.49	 8.17	 16.60	 258.52	 22.03	 305.60	
  0	 1.640	 1.96	 0.48	 8.16	 16.65	 259.61	 22.03	 306.90	
 10	 1.640	 1.95	 0.49	 8.15	 16.65	 260.54	 22.04	 308.13	
 20	 1.640	 1.94	 0.49	 8.15	 16.67	 261.29	 22.08	 310.27	
 30	 1.640	 1.90	 0.49	 8.14	 16.64	 262.07	 22.10	 311.83	
 40	 1.640	 1.86	 0.49	 8.14	 16.61	 262.59	 22.10	 313.71	
 50	 1.640	 1.80	 0.49	 8.13	 16.52	 263.17	 22.07	 316.01	
 60	 1.640	 1.73	 0.49	 8.12	 16.41	 263.64	 22.04	 318.04	
 70	 1.640	 1.65	 0.49	 8.11	 16.34	 264.14	 22.00	 320.67	
 80	 1.640	 1.56	 0.49	 8.11	 16.29	 264.62	 21.97	 322.37	
 90	 1.640	 1.45	 0.49	 8.10	 16.22	 264.57	 21.90	 324.37	
100	 1.640	 1.33	 0.49	 8.09	 16.18	 264.54	 21.87	 325.62	
110	 1.640	 1.19	 0.49	 8.08	 16.23	 264.02	 21.85	 327.21	
120	 1.640	 1.06	 0.49	 8.07	 16.26	 263.32	 21.79	 328.28	
130	 1.640	 0.90	 0.49	 8.06	 16.27	 262.76	 21.76	 328.79	
140	 1.640	 0.74	 0.50	 8.05	 16.24	 261.99	 21.73	 328.99	
150	 1.640	 0.57	 0.50	 8.04	 16.26	 261.38	 21.68	 328.28	
160	 1.640	 0.38	 0.50	 8.02	 16.28	 260.94	 21.60	 328.12	
170	 1.640	 0.21	 0.50	 8.01	 16.29	 261.11	 21.53	 327.69	
180	 1.640	 0.01	 0.50	 8.00	 16.31	 261.56	 21.43	 327.32	
