Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°174
Type of Scenario: variation around a statistical event (scenario n°12) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.900	 0.00	 0.14	 1.50	 9.22	 282.01	 8.43	 206.67	
-170	 1.900	 0.22	 0.13	 1.50	 9.23	 282.78	 8.50	 207.49	
-160	 1.900	 0.43	 0.14	 1.50	 9.22	 283.48	 8.57	 208.58	
-150	 1.900	 0.64	 0.14	 1.50	 9.20	 284.00	 8.66	 209.11	
-140	 1.900	 0.83	 0.14	 1.50	 9.14	 284.20	 8.73	 208.87	
-130	 1.900	 1.02	 0.13	 1.50	 9.10	 283.79	 8.75	 208.56	
-120	 1.900	 1.19	 0.14	 1.50	 9.05	 283.40	 8.78	 208.74	
-110	 1.900	 1.36	 0.13	 1.50	 9.02	 283.28	 8.82	 208.58	
-100	 1.900	 1.50	 0.14	 1.49	 8.99	 283.40	 8.89	 208.20	
-90	 1.900	 1.65	 0.14	 1.49	 8.95	 283.28	 8.91	 207.77	
-80	 1.900	 1.77	 0.13	 1.48	 8.96	 283.57	 8.96	 208.00	
-70	 1.900	 1.87	 0.14	 1.48	 8.99	 283.92	 9.04	 208.45	
-60	 1.900	 1.97	 0.14	 1.47	 8.98	 284.16	 9.14	 208.56	
-50	 1.900	 2.05	 0.13	 1.46	 8.98	 284.09	 9.25	 208.77	
-40	 1.900	 2.11	 0.13	 1.46	 9.01	 283.88	 9.37	 208.94	
-30	 1.900	 2.16	 0.13	 1.46	 9.02	 284.07	 9.49	 208.56	
-20	 1.900	 2.20	 0.13	 1.46	 9.05	 284.52	 9.61	 208.00	
-10	 1.900	 2.22	 0.13	 1.45	 9.08	 284.97	 9.77	 206.89	
  0	 1.900	 2.23	 0.13	 1.44	 9.20	 286.00	 9.90	 205.81	
 10	 1.900	 2.22	 0.13	 1.44	 9.30	 287.34	 10.00	 203.86	
 20	 1.900	 2.20	 0.14	 1.42	 9.37	 288.95	 10.14	 202.00	
 30	 1.900	 2.18	 0.13	 1.43	 9.44	 290.29	 10.25	 200.51	
 40	 1.900	 2.13	 0.13	 1.42	 9.48	 291.50	 10.38	 198.94	
 50	 1.900	 2.07	 0.13	 1.42	 9.50	 292.65	 10.49	 197.15	
 60	 1.900	 2.01	 0.13	 1.42	 9.47	 293.47	 10.58	 194.80	
 70	 1.900	 1.93	 0.13	 1.43	 9.46	 293.82	 10.64	 192.72	
 80	 1.900	 1.84	 0.13	 1.43	 9.48	 294.16	 10.70	 190.26	
 90	 1.900	 1.73	 0.13	 1.42	 9.52	 294.11	 10.77	 188.55	
100	 1.900	 1.62	 0.13	 1.43	 9.59	 293.74	 10.79	 186.60	
110	 1.900	 1.50	 0.13	 1.43	 9.67	 293.45	 10.86	 184.81	
120	 1.900	 1.36	 0.12	 1.42	 9.73	 292.88	 10.88	 183.75	
130	 1.900	 1.21	 0.12	 1.42	 9.78	 292.16	 10.90	 182.71	
140	 1.900	 1.06	 0.12	 1.42	 9.78	 291.75	 10.86	 181.46	
150	 1.900	 0.90	 0.12	 1.43	 9.76	 291.09	 10.80	 179.13	
160	 1.900	 0.73	 0.12	 1.43	 9.74	 290.70	 10.73	 176.51	
170	 1.900	 0.56	 0.12	 1.43	 9.74	 290.15	 10.62	 174.56	
180	 1.900	 0.37	 0.12	 1.44	 9.76	 289.99	 10.54	 173.06	
