Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°172
Type of Scenario: variation around a statistical event (scenario n°12) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.900	 0.00	 0.14	 2.24	 9.22	 252.01	 12.65	 176.67	
-170	 1.900	 0.22	 0.13	 2.24	 9.23	 252.78	 12.76	 177.49	
-160	 1.900	 0.43	 0.14	 2.24	 9.22	 253.48	 12.85	 178.58	
-150	 1.900	 0.64	 0.14	 2.24	 9.20	 254.00	 12.98	 179.11	
-140	 1.900	 0.83	 0.14	 2.24	 9.14	 254.20	 13.09	 178.87	
-130	 1.900	 1.02	 0.13	 2.24	 9.10	 253.79	 13.13	 178.56	
-120	 1.900	 1.19	 0.14	 2.24	 9.05	 253.40	 13.16	 178.74	
-110	 1.900	 1.36	 0.13	 2.24	 9.02	 253.28	 13.24	 178.58	
-100	 1.900	 1.50	 0.14	 2.23	 8.99	 253.40	 13.33	 178.20	
-90	 1.900	 1.65	 0.14	 2.23	 8.95	 253.28	 13.37	 177.77	
-80	 1.900	 1.77	 0.13	 2.22	 8.96	 253.57	 13.44	 178.00	
-70	 1.900	 1.87	 0.14	 2.22	 8.99	 253.92	 13.56	 178.45	
-60	 1.900	 1.97	 0.14	 2.21	 8.98	 254.16	 13.72	 178.56	
-50	 1.900	 2.05	 0.13	 2.20	 8.98	 254.09	 13.87	 178.77	
-40	 1.900	 2.11	 0.13	 2.20	 9.01	 253.88	 14.05	 178.94	
-30	 1.900	 2.16	 0.13	 2.18	 9.02	 254.07	 14.23	 178.56	
-20	 1.900	 2.20	 0.13	 2.18	 9.05	 254.52	 14.41	 178.00	
-10	 1.900	 2.22	 0.13	 2.17	 9.08	 254.97	 14.65	 176.89	
  0	 1.900	 2.23	 0.13	 2.16	 9.20	 256.00	 14.84	 175.81	
 10	 1.900	 2.22	 0.13	 2.16	 9.30	 257.34	 15.00	 173.86	
 20	 1.900	 2.20	 0.14	 2.14	 9.37	 258.95	 15.20	 172.00	
 30	 1.900	 2.18	 0.13	 2.15	 9.44	 260.29	 15.37	 170.51	
 40	 1.900	 2.13	 0.13	 2.14	 9.48	 261.50	 15.56	 168.94	
 50	 1.900	 2.07	 0.13	 2.14	 9.50	 262.65	 15.73	 167.15	
 60	 1.900	 2.01	 0.13	 2.14	 9.47	 263.47	 15.86	 164.80	
 70	 1.900	 1.93	 0.13	 2.15	 9.46	 263.82	 15.96	 162.72	
 80	 1.900	 1.84	 0.13	 2.15	 9.48	 264.16	 16.04	 160.26	
 90	 1.900	 1.73	 0.13	 2.14	 9.52	 264.11	 16.15	 158.55	
100	 1.900	 1.62	 0.13	 2.15	 9.59	 263.74	 16.19	 156.60	
110	 1.900	 1.50	 0.13	 2.15	 9.67	 263.45	 16.30	 154.81	
120	 1.900	 1.36	 0.12	 2.14	 9.73	 262.88	 16.32	 153.75	
130	 1.900	 1.21	 0.12	 2.14	 9.78	 262.16	 16.34	 152.71	
140	 1.900	 1.06	 0.12	 2.14	 9.78	 261.75	 16.30	 151.46	
150	 1.900	 0.90	 0.12	 2.15	 9.76	 261.09	 16.20	 149.13	
160	 1.900	 0.73	 0.12	 2.15	 9.74	 260.70	 16.09	 146.51	
170	 1.900	 0.56	 0.12	 2.15	 9.74	 260.15	 15.94	 144.56	
180	 1.900	 0.37	 0.12	 2.16	 9.76	 259.99	 15.82	 143.06	
