Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°92
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.940	 0.07	 0.04	 4.22	 12.04	 281.73	 11.87	 265.51	
-170	 1.940	 0.25	 0.04	 4.21	 12.01	 281.13	 11.86	 266.92	
-160	 1.940	 0.43	 0.04	 4.22	 11.94	 280.34	 11.81	 268.92	
-150	 1.940	 0.61	 0.04	 4.23	 11.91	 279.15	 11.71	 271.13	
-140	 1.940	 0.79	 0.04	 4.24	 11.88	 278.05	 11.58	 271.49	
-130	 1.940	 0.95	 0.04	 4.24	 11.88	 277.42	 11.45	 272.01	
-120	 1.940	 1.10	 0.04	 4.25	 11.87	 276.59	 11.35	 273.01	
-110	 1.940	 1.25	 0.04	 4.26	 11.86	 275.92	 11.23	 273.81	
-100	 1.940	 1.38	 0.04	 4.27	 11.77	 275.25	 11.14	 275.45	
-90	 1.940	 1.51	 0.04	 4.28	 11.63	 274.81	 11.06	 277.15	
-80	 1.940	 1.62	 0.04	 4.28	 11.50	 274.25	 11.00	 279.03	
-70	 1.940	 1.71	 0.04	 4.29	 11.38	 273.73	 10.99	 280.39	
-60	 1.940	 1.80	 0.04	 4.30	 11.27	 273.53	 10.96	 281.93	
-50	 1.940	 1.87	 0.04	 4.31	 11.18	 273.06	 10.96	 283.26	
-40	 1.940	 1.93	 0.04	 4.32	 11.17	 272.55	 10.96	 283.42	
-30	 1.940	 1.98	 0.04	 4.33	 11.21	 271.80	 10.96	 283.53	
-20	 1.940	 2.02	 0.04	 4.34	 11.28	 270.94	 10.94	 283.58	
-10	 1.940	 2.04	 0.04	 4.35	 11.34	 269.88	 10.94	 283.82	
  0	 1.940	 2.05	 0.05	 4.35	 11.41	 268.36	 10.95	 284.77	
 10	 1.940	 2.05	 0.05	 4.35	 11.48	 267.04	 10.94	 285.91	
 20	 1.940	 2.03	 0.05	 4.36	 11.53	 265.90	 10.94	 287.57	
 30	 1.940	 2.00	 0.05	 4.36	 11.60	 264.80	 10.95	 289.19	
 40	 1.940	 1.96	 0.05	 4.36	 11.66	 263.43	 10.99	 291.32	
 50	 1.940	 1.91	 0.05	 4.36	 11.73	 262.31	 11.03	 293.49	
 60	 1.940	 1.85	 0.05	 4.37	 11.78	 261.34	 11.11	 294.78	
 70	 1.940	 1.77	 0.05	 4.37	 11.79	 260.14	 11.22	 295.25	
 80	 1.940	 1.69	 0.05	 4.38	 11.85	 258.89	 11.31	 296.34	
 90	 1.940	 1.59	 0.05	 4.38	 11.86	 257.32	 11.37	 296.86	
100	 1.940	 1.48	 0.05	 4.39	 11.86	 256.08	 11.40	 297.74	
110	 1.940	 1.36	 0.06	 4.39	 11.86	 254.72	 11.38	 298.64	
120	 1.940	 1.24	 0.05	 4.40	 11.85	 253.23	 11.36	 299.59	
130	 1.940	 1.10	 0.05	 4.41	 11.87	 252.13	 11.31	 300.68	
140	 1.940	 0.96	 0.05	 4.41	 11.86	 251.04	 11.23	 301.15	
150	 1.940	 0.81	 0.05	 4.41	 11.84	 249.82	 11.14	 301.43	
160	 1.940	 0.65	 0.05	 4.42	 11.85	 248.70	 11.06	 299.86	
170	 1.940	 0.48	 0.05	 4.43	 11.87	 247.83	 10.98	 298.14	
180	 1.940	 0.32	 0.05	 4.43	 11.94	 246.96	 10.90	 296.76	
