Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°89
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.680	 0.09	 0.26	 3.35	 9.99	 251.12	 1.86	 159.46	
-170	 0.680	 0.26	 0.25	 3.35	 9.94	 251.74	 1.80	 158.96	
-160	 0.680	 0.43	 0.25	 3.36	 9.95	 252.39	 1.73	 158.77	
-150	 0.680	 0.60	 0.25	 3.37	 9.90	 252.80	 1.66	 158.46	
-140	 0.680	 0.76	 0.25	 3.36	 9.87	 253.40	 1.59	 157.35	
-130	 0.680	 0.92	 0.25	 3.38	 9.84	 254.12	 1.54	 155.31	
-120	 0.680	 1.06	 0.25	 3.38	 9.76	 254.34	 1.50	 153.75	
-110	 0.680	 1.19	 0.25	 3.39	 9.72	 254.83	 1.48	 151.05	
-100	 0.680	 1.32	 0.25	 3.39	 9.62	 255.43	 1.47	 148.08	
-90	 0.680	 1.44	 0.26	 3.40	 9.57	 256.16	 1.46	 145.41	
-80	 0.680	 1.53	 0.25	 3.40	 9.50	 256.87	 1.48	 143.15	
-70	 0.680	 1.63	 0.26	 3.40	 9.42	 257.51	 1.48	 141.20	
-60	 0.680	 1.71	 0.26	 3.40	 9.39	 258.45	 1.46	 138.54	
-50	 0.680	 1.78	 0.26	 3.41	 9.33	 259.13	 1.49	 135.73	
-40	 0.680	 1.84	 0.26	 3.41	 9.26	 259.56	 1.57	 133.00	
-30	 0.680	 1.88	 0.26	 3.41	 9.23	 260.02	 1.65	 131.61	
-20	 0.680	 1.92	 0.26	 3.42	 9.19	 260.13	 1.73	 129.99	
-10	 0.680	 1.94	 0.26	 3.42	 9.16	 260.13	 1.81	 128.43	
  0	 0.680	 1.95	 0.26	 3.42	 9.15	 260.19	 1.88	 128.29	
 10	 0.680	 1.95	 0.26	 3.42	 9.13	 259.90	 1.93	 126.94	
 20	 0.680	 1.93	 0.26	 3.42	 9.13	 259.76	 1.94	 126.18	
 30	 0.680	 1.90	 0.26	 3.42	 9.11	 259.74	 1.95	 124.48	
 40	 0.680	 1.86	 0.27	 3.42	 9.09	 260.07	 1.94	 122.57	
 50	 0.680	 1.81	 0.27	 3.42	 9.11	 260.14	 1.89	 120.34	
 60	 0.680	 1.75	 0.26	 3.42	 9.07	 259.84	 1.80	 117.73	
 70	 0.680	 1.67	 0.26	 3.42	 9.07	 259.59	 1.69	 115.55	
 80	 0.680	 1.59	 0.26	 3.43	 9.05	 259.38	 1.61	 113.06	
 90	 0.680	 1.49	 0.26	 3.43	 8.99	 259.17	 1.55	 110.27	
100	 0.680	 1.40	 0.26	 3.44	 8.97	 258.98	 1.46	 107.28	
110	 0.680	 1.28	 0.27	 3.44	 8.91	 259.07	 1.43	 104.69	
120	 0.680	 1.15	 0.27	 3.45	 8.86	 259.23	 1.38	 101.82	
130	 0.680	 1.02	 0.27	 3.45	 8.83	 259.41	 1.36	 99.71	
140	 0.680	 0.88	 0.27	 3.46	 8.82	 259.49	 1.34	 98.06	
150	 0.680	 0.74	 0.27	 3.46	 8.83	 259.14	 1.36	 97.05	
160	 0.680	 0.59	 0.27	 3.46	 8.84	 258.85	 1.41	 95.89	
170	 0.680	 0.42	 0.27	 3.47	 8.83	 257.96	 1.46	 95.01	
180	 0.680	 0.26	 0.27	 3.48	 8.82	 257.06	 1.59	 94.07	
