Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°2
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.850	 0.00	 0.09	 5.45	 11.01	 254.37	 9.88	 336.02	
-170	 1.850	 0.18	 0.09	 5.44	 10.92	 254.36	 9.79	 331.63	
-160	 1.850	 0.36	 0.10	 5.44	 10.82	 254.41	 9.77	 327.54	
-150	 1.850	 0.53	 0.10	 5.42	 10.76	 254.66	 9.70	 323.89	
-140	 1.850	 0.70	 0.10	 5.42	 10.72	 254.94	 9.67	 319.77	
-130	 1.850	 0.84	 0.10	 5.41	 10.69	 255.31	 9.67	 316.37	
-120	 1.850	 0.99	 0.10	 5.40	 10.66	 255.17	 9.65	 313.15	
-110	 1.850	 1.13	 0.10	 5.38	 10.62	 254.65	 9.70	 309.35	
-100	 1.850	 1.25	 0.10	 5.36	 10.56	 254.71	 9.75	 305.18	
-90	 1.850	 1.36	 0.10	 5.35	 10.53	 254.73	 9.81	 300.51	
-80	 1.850	 1.46	 0.10	 5.34	 10.50	 254.95	 9.87	 296.39	
-70	 1.850	 1.56	 0.10	 5.32	 10.46	 255.66	 9.91	 292.81	
-60	 1.850	 1.64	 0.10	 5.31	 10.45	 256.70	 9.92	 288.56	
-50	 1.850	 1.70	 0.10	 5.29	 10.46	 258.00	 9.93	 284.28	
-40	 1.850	 1.75	 0.10	 5.28	 10.49	 258.91	 9.95	 281.56	
-30	 1.850	 1.80	 0.10	 5.26	 10.45	 259.92	 10.02	 278.73	
-20	 1.850	 1.82	 0.09	 5.25	 10.40	 260.85	 10.06	 275.85	
-10	 1.850	 1.84	 0.09	 5.23	 10.36	 261.40	 10.06	 272.48	
  0	 1.850	 1.85	 0.08	 5.21	 10.33	 261.54	 10.08	 268.82	
 10	 1.850	 1.84	 0.08	 5.19	 10.31	 261.95	 10.05	 265.11	
 20	 1.850	 1.82	 0.08	 5.18	 10.28	 262.46	 10.01	 260.53	
 30	 1.850	 1.80	 0.08	 5.16	 10.35	 263.04	 9.98	 256.02	
 40	 1.850	 1.76	 0.08	 5.15	 10.42	 263.58	 9.99	 252.49	
 50	 1.850	 1.71	 0.08	 5.13	 10.44	 263.88	 9.98	 248.86	
 60	 1.850	 1.65	 0.09	 5.11	 10.44	 264.12	 9.94	 246.15	
 70	 1.850	 1.58	 0.09	 5.09	 10.45	 263.99	 9.94	 243.61	
 80	 1.850	 1.50	 0.09	 5.08	 10.49	 263.98	 9.94	 240.64	
 90	 1.850	 1.41	 0.09	 5.07	 10.50	 263.59	 9.83	 237.02	
100	 1.850	 1.31	 0.08	 5.05	 10.50	 263.46	 9.75	 233.56	
110	 1.850	 1.21	 0.08	 5.04	 10.54	 263.68	 9.69	 231.15	
120	 1.850	 1.09	 0.08	 5.01	 10.58	 264.22	 9.63	 229.18	
130	 1.850	 0.97	 0.08	 5.01	 10.60	 265.27	 9.58	 227.08	
140	 1.850	 0.84	 0.08	 4.99	 10.68	 266.03	 9.50	 224.85	
150	 1.850	 0.70	 0.08	 4.97	 10.77	 267.50	 9.45	 222.83	
160	 1.850	 0.56	 0.07	 4.95	 10.84	 268.49	 9.40	 220.04	
170	 1.850	 0.41	 0.07	 4.94	 10.91	 269.38	 9.34	 217.75	
180	 1.850	 0.26	 0.08	 4.93	 11.02	 270.20	 9.32	 214.69	
