Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°44
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.700	 0.32	 0.05	 4.01	 10.15	 237.18	 11.70	 82.52	
-170	 1.700	 0.50	 0.05	 4.01	 10.07	 237.04	 11.68	 79.09	
-160	 1.700	 0.66	 0.05	 4.02	 9.94	 236.90	 11.70	 76.08	
-150	 1.700	 0.82	 0.05	 4.03	 9.79	 236.70	 11.71	 72.85	
-140	 1.700	 0.97	 0.05	 4.04	 9.63	 236.24	 11.76	 70.10	
-130	 1.700	 1.11	 0.06	 4.04	 9.53	 236.21	 11.84	 67.55	
-120	 1.700	 1.24	 0.06	 4.05	 9.44	 236.45	 11.95	 65.13	
-110	 1.700	 1.36	 0.06	 4.06	 9.37	 236.22	 12.09	 63.60	
-100	 1.700	 1.47	 0.06	 4.06	 9.34	 236.55	 12.25	 63.40	
-90	 1.700	 1.57	 0.06	 4.07	 9.35	 237.25	 12.45	 62.81	
-80	 1.700	 1.65	 0.06	 4.08	 9.36	 238.08	 12.60	 62.01	
-70	 1.700	 1.72	 0.07	 4.08	 9.34	 238.66	 12.72	 60.86	
-60	 1.700	 1.80	 0.07	 4.08	 9.31	 239.47	 12.77	 59.82	
-50	 1.700	 1.85	 0.07	 4.09	 9.28	 240.37	 12.82	 59.26	
-40	 1.700	 1.89	 0.07	 4.10	 9.21	 240.99	 12.88	 58.69	
-30	 1.700	 1.93	 0.08	 4.10	 9.13	 241.55	 12.87	 58.73	
-20	 1.700	 1.96	 0.08	 4.11	 9.08	 241.89	 12.87	 58.94	
-10	 1.700	 1.97	 0.08	 4.12	 9.02	 242.27	 12.82	 59.35	
  0	 1.700	 1.98	 0.09	 4.12	 8.98	 242.84	 12.88	 60.22	
 10	 1.700	 1.97	 0.09	 4.12	 8.93	 243.26	 12.92	 60.69	
 20	 1.700	 1.95	 0.09	 4.13	 8.86	 243.32	 12.92	 60.55	
 30	 1.700	 1.92	 0.09	 4.13	 8.80	 243.29	 12.94	 60.35	
 40	 1.700	 1.89	 0.09	 4.14	 8.72	 243.19	 12.97	 60.40	
 50	 1.700	 1.83	 0.08	 4.16	 8.65	 243.02	 13.04	 60.57	
 60	 1.700	 1.78	 0.08	 4.16	 8.52	 242.70	 13.07	 60.77	
 70	 1.700	 1.71	 0.08	 4.17	 8.42	 242.29	 13.08	 60.81	
 80	 1.700	 1.62	 0.08	 4.18	 8.32	 242.48	 13.09	 60.42	
 90	 1.700	 1.53	 0.08	 4.19	 8.21	 242.77	 13.09	 60.08	
100	 1.700	 1.43	 0.09	 4.19	 8.13	 243.05	 13.05	 59.68	
110	 1.700	 1.31	 0.09	 4.19	 8.07	 243.16	 13.01	 59.73	
120	 1.700	 1.19	 0.09	 4.20	 8.03	 242.99	 12.99	 60.05	
130	 1.700	 1.05	 0.09	 4.20	 8.01	 242.87	 12.98	 60.92	
140	 1.700	 0.91	 0.09	 4.21	 8.03	 242.49	 12.97	 62.13	
150	 1.700	 0.76	 0.09	 4.22	 8.07	 241.49	 12.98	 63.15	
160	 1.700	 0.60	 0.08	 4.23	 8.09	 240.44	 12.97	 63.77	
170	 1.700	 0.43	 0.09	 4.23	 8.08	 239.61	 12.97	 62.86	
180	 1.700	 0.26	 0.09	 4.24	 8.06	 238.92	 12.98	 61.98	
