Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°112
Type of Scenario: real past forcing event (from the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1911-12-09T05:40:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.332	 0.37	 0.12	 4.40	 12.16	 258.99	 11.54	 283.81	
-170	 0.332	 0.53	 0.12	 4.39	 12.17	 258.91	 11.45	 283.68	
-160	 0.332	 0.69	 0.12	 4.39	 12.19	 258.83	 11.36	 283.55	
-150	 0.332	 0.85	 0.12	 4.38	 12.20	 258.75	 11.28	 283.42	
-140	 0.332	 1.00	 0.12	 4.37	 12.21	 258.67	 11.19	 283.30	
-130	 0.332	 1.14	 0.11	 4.37	 12.23	 258.59	 11.10	 283.17	
-120	 0.332	 1.27	 0.11	 4.36	 12.24	 258.51	 11.01	 283.04	
-110	 0.332	 1.39	 0.11	 4.36	 12.26	 258.43	 10.92	 282.91	
-100	 0.332	 1.50	 0.11	 4.35	 12.27	 258.35	 10.84	 282.78	
-90	 0.332	 1.61	 0.11	 4.35	 12.28	 258.27	 10.75	 282.66	
-80	 0.332	 1.70	 0.11	 4.34	 12.30	 258.19	 10.66	 282.53	
-70	 0.332	 1.78	 0.11	 4.34	 12.31	 258.11	 10.57	 282.40	
-60	 0.332	 1.85	 0.10	 4.33	 12.33	 258.03	 10.48	 282.27	
-50	 0.332	 1.91	 0.10	 4.33	 12.34	 257.95	 10.39	 282.14	
-40	 0.332	 1.96	 0.10	 4.32	 12.35	 257.87	 10.31	 282.02	
-30	 0.332	 2.00	 0.10	 4.31	 12.37	 257.79	 10.22	 281.89	
-20	 0.332	 2.02	 0.10	 4.31	 12.38	 257.71	 10.13	 281.76	
-10	 0.332	 2.04	 0.10	 4.30	 12.39	 257.63	 10.04	 281.63	
  0	 0.332	 2.04	 0.09	 4.30	 12.41	 257.55	 9.95	 281.50	
 10	 0.332	 2.03	 0.09	 4.29	 12.42	 257.47	 9.87	 281.38	
 20	 0.332	 2.01	 0.09	 4.29	 12.44	 257.39	 9.78	 281.25	
 30	 0.332	 1.98	 0.09	 4.28	 12.45	 257.39	 9.73	 280.65	
 40	 0.332	 1.94	 0.09	 4.27	 12.46	 257.38	 9.69	 280.05	
 50	 0.332	 1.88	 0.09	 4.26	 12.47	 257.37	 9.65	 279.45	
 60	 0.332	 1.82	 0.09	 4.25	 12.48	 257.37	 9.60	 278.85	
 70	 0.332	 1.74	 0.09	 4.24	 12.49	 257.36	 9.56	 278.25	
 80	 0.332	 1.66	 0.09	 4.23	 12.50	 257.35	 9.52	 277.65	
 90	 0.332	 1.56	 0.09	 4.22	 12.51	 257.35	 9.47	 277.05	
100	 0.332	 1.45	 0.09	 4.21	 12.52	 257.34	 9.43	 276.45	
110	 0.332	 1.33	 0.09	 4.20	 12.53	 257.34	 9.39	 275.85	
120	 0.332	 1.20	 0.08	 4.19	 12.54	 257.33	 9.34	 275.25	
130	 0.332	 1.06	 0.08	 4.18	 12.55	 257.32	 9.30	 274.65	
140	 0.332	 0.92	 0.08	 4.17	 12.56	 257.32	 9.25	 274.05	
150	 0.332	 0.76	 0.08	 4.16	 12.58	 257.31	 9.21	 273.45	
160	 0.332	 0.60	 0.08	 4.15	 12.59	 257.30	 9.17	 272.85	
170	 0.332	 0.44	 0.08	 4.14	 12.60	 257.30	 9.12	 272.25	
180	 0.332	 0.26	 0.08	 4.13	 12.61	 257.29	 9.08	 271.65	
