Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°248
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2020-11-15T03:20:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.532	 0.47	 0.23	 3.45	 9.97	 254.00	 13.81	 204.03	
-170	 0.532	 0.67	 0.23	 3.47	 10.00	 254.00	 13.75	 203.39	
-160	 0.532	 0.86	 0.21	 3.48	 10.03	 254.00	 13.69	 202.76	
-150	 0.532	 1.03	 0.21	 3.50	 10.07	 254.00	 13.63	 202.12	
-140	 0.532	 1.18	 0.22	 3.52	 10.10	 254.00	 13.57	 201.48	
-130	 0.532	 1.32	 0.23	 3.54	 10.12	 254.00	 13.83	 201.54	
-120	 0.532	 1.47	 0.24	 3.56	 10.14	 254.00	 14.10	 201.60	
-110	 0.532	 1.64	 0.24	 3.59	 10.15	 254.00	 14.36	 201.65	
-100	 0.532	 1.80	 0.23	 3.61	 10.17	 254.00	 14.63	 201.71	
-90	 0.532	 1.95	 0.23	 3.63	 10.19	 254.00	 14.89	 201.77	
-80	 0.532	 2.06	 0.22	 3.66	 10.20	 254.00	 15.15	 201.83	
-70	 0.532	 2.15	 0.22	 3.69	 10.22	 254.00	 15.30	 201.39	
-60	 0.532	 2.22	 0.22	 3.71	 10.24	 254.00	 15.44	 200.95	
-50	 0.532	 2.28	 0.23	 3.74	 10.26	 254.00	 15.58	 200.51	
-40	 0.532	 2.32	 0.25	 3.77	 10.27	 254.00	 15.72	 200.06	
-30	 0.532	 2.36	 0.26	 3.80	 10.29	 254.00	 15.86	 199.62	
-20	 0.532	 2.39	 0.27	 3.83	 10.31	 254.00	 16.01	 199.18	
-10	 0.532	 2.42	 0.28	 3.85	 10.29	 254.00	 16.18	 200.16	
  0	 0.532	 2.42	 0.29	 3.87	 10.27	 254.00	 16.36	 201.14	
 10	 0.532	 2.40	 0.29	 3.90	 10.26	 254.00	 16.54	 202.12	
 20	 0.532	 2.37	 0.27	 3.92	 10.24	 254.00	 16.71	 203.10	
 30	 0.532	 2.34	 0.26	 3.94	 10.22	 254.00	 16.89	 204.08	
 40	 0.532	 2.29	 0.25	 3.97	 10.20	 254.00	 17.07	 205.06	
 50	 0.532	 2.21	 0.25	 3.98	 10.20	 254.00	 16.83	 206.10	
 60	 0.532	 2.12	 0.24	 3.99	 10.20	 254.00	 16.59	 207.14	
 70	 0.532	 2.01	 0.23	 4.00	 10.20	 254.00	 16.35	 208.18	
 80	 0.532	 1.88	 0.23	 4.01	 10.20	 254.00	 16.11	 209.22	
 90	 0.532	 1.73	 0.23	 4.02	 10.20	 254.00	 15.87	 210.25	
100	 0.532	 1.55	 0.23	 4.03	 10.20	 254.00	 15.63	 211.29	
110	 0.532	 1.38	 0.25	 4.03	 10.22	 254.00	 15.51	 213.55	
120	 0.532	 1.21	 0.26	 4.03	 10.24	 254.00	 15.40	 215.81	
130	 0.532	 1.05	 0.27	 4.02	 10.26	 254.00	 15.28	 218.07	
140	 0.532	 0.86	 0.27	 4.02	 10.27	 254.00	 15.17	 220.33	
150	 0.532	 0.66	 0.27	 4.02	 10.29	 254.00	 15.05	 222.59	
160	 0.532	 0.47	 0.27	 4.02	 10.31	 254.00	 14.94	 224.84	
170	 0.532	 0.27	 0.27	 4.01	 10.31	 253.83	 14.62	 226.52	
180	 0.532	 0.08	 0.25	 3.99	 10.31	 253.67	 14.29	 228.20	
