Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°191
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1918-05-03T08:20:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.350	 0.01	 0.04	 0.61	 9.10	 266.69	 5.91	 233.52	
-170	 0.350	 0.10	 0.04	 0.61	 9.09	 266.72	 5.89	 234.06	
-160	 0.350	 0.19	 0.04	 0.61	 9.09	 266.76	 5.87	 234.61	
-150	 0.350	 0.28	 0.04	 0.61	 9.09	 266.80	 5.85	 235.15	
-140	 0.350	 0.37	 0.04	 0.61	 9.08	 266.84	 5.83	 235.69	
-130	 0.350	 0.45	 0.04	 0.60	 9.07	 266.82	 5.86	 235.69	
-120	 0.350	 0.53	 0.04	 0.60	 9.06	 266.81	 5.90	 235.70	
-110	 0.350	 0.60	 0.05	 0.60	 9.05	 266.80	 5.93	 235.71	
-100	 0.350	 0.67	 0.05	 0.60	 9.04	 266.78	 5.97	 235.71	
-90	 0.350	 0.73	 0.05	 0.60	 9.03	 266.77	 6.00	 235.72	
-80	 0.350	 0.79	 0.05	 0.60	 9.02	 266.76	 6.03	 235.72	
-70	 0.350	 0.84	 0.05	 0.60	 9.01	 266.74	 6.07	 235.73	
-60	 0.350	 0.88	 0.05	 0.59	 9.00	 266.73	 6.10	 235.73	
-50	 0.350	 0.92	 0.05	 0.59	 8.99	 266.72	 6.14	 235.74	
-40	 0.350	 0.94	 0.05	 0.59	 8.98	 266.70	 6.17	 235.74	
-30	 0.350	 0.97	 0.05	 0.59	 8.97	 266.69	 6.21	 235.75	
-20	 0.350	 0.98	 0.05	 0.59	 8.96	 266.68	 6.24	 235.76	
-10	 0.350	 0.99	 0.05	 0.59	 8.95	 266.66	 6.27	 235.76	
  0	 0.350	 0.99	 0.05	 0.59	 8.94	 266.65	 6.31	 235.77	
 10	 0.350	 0.99	 0.05	 0.58	 8.93	 266.64	 6.34	 235.77	
 20	 0.350	 0.98	 0.05	 0.58	 8.92	 266.62	 6.38	 235.78	
 30	 0.350	 0.96	 0.05	 0.58	 8.91	 266.61	 6.41	 235.78	
 40	 0.350	 0.93	 0.06	 0.58	 8.90	 266.60	 6.45	 235.79	
 50	 0.350	 0.90	 0.06	 0.58	 8.89	 266.58	 6.48	 235.79	
 60	 0.350	 0.87	 0.06	 0.58	 8.88	 266.57	 6.51	 235.80	
 70	 0.350	 0.82	 0.06	 0.58	 8.87	 266.56	 6.55	 235.81	
 80	 0.350	 0.78	 0.06	 0.57	 8.86	 266.54	 6.58	 235.81	
 90	 0.350	 0.72	 0.06	 0.57	 8.85	 266.53	 6.62	 235.82	
100	 0.350	 0.67	 0.06	 0.57	 8.84	 266.52	 6.65	 235.82	
110	 0.350	 0.60	 0.06	 0.57	 8.83	 266.50	 6.69	 235.83	
120	 0.350	 0.54	 0.06	 0.57	 8.82	 266.49	 6.72	 235.83	
130	 0.350	 0.47	 0.06	 0.57	 8.81	 266.48	 6.75	 235.84	
140	 0.350	 0.39	 0.06	 0.56	 8.80	 266.46	 6.79	 235.84	
150	 0.350	 0.31	 0.06	 0.56	 8.78	 266.45	 6.82	 235.85	
160	 0.350	 0.23	 0.06	 0.56	 8.77	 266.44	 6.86	 235.86	
170	 0.350	 0.15	 0.06	 0.56	 8.76	 266.43	 6.89	 235.86	
180	 0.350	 0.06	 0.06	 0.56	 8.75	 266.41	 6.93	 235.87	
