Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°20
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.790	 0.46	 0.73	 7.54	 8.83	 260.00	 25.16	 281.28	
-170	 0.790	 0.61	 0.73	 7.53	 8.93	 260.15	 25.22	 279.71	
-160	 0.790	 0.76	 0.73	 7.54	 9.02	 260.39	 25.29	 278.15	
-150	 0.790	 0.89	 0.72	 7.53	 9.12	 260.78	 25.44	 276.87	
-140	 0.790	 1.02	 0.72	 7.53	 9.21	 260.52	 25.58	 275.97	
-130	 0.790	 1.15	 0.72	 7.52	 9.28	 260.18	 25.68	 274.43	
-120	 0.790	 1.27	 0.72	 7.51	 9.29	 259.58	 25.80	 273.27	
-110	 0.790	 1.37	 0.72	 7.51	 9.29	 259.01	 25.90	 273.04	
-100	 0.790	 1.48	 0.72	 7.50	 9.25	 258.31	 25.97	 271.85	
-90	 0.790	 1.58	 0.72	 7.50	 9.23	 257.77	 26.00	 270.47	
-80	 0.790	 1.66	 0.72	 7.49	 9.17	 257.03	 26.01	 268.82	
-70	 0.790	 1.74	 0.72	 7.49	 9.11	 256.62	 26.00	 267.15	
-60	 0.790	 1.81	 0.72	 7.48	 9.09	 256.09	 25.97	 265.35	
-50	 0.790	 1.87	 0.72	 7.48	 9.05	 255.49	 25.91	 262.58	
-40	 0.790	 1.92	 0.72	 7.48	 9.04	 254.96	 25.87	 260.08	
-30	 0.790	 1.96	 0.72	 7.47	 9.04	 254.28	 25.81	 257.47	
-20	 0.790	 1.99	 0.72	 7.47	 9.07	 254.23	 25.71	 254.55	
-10	 0.790	 2.00	 0.72	 7.46	 9.11	 253.63	 25.61	 252.50	
  0	 0.790	 2.02	 0.72	 7.45	 9.16	 253.52	 25.52	 251.35	
 10	 0.790	 2.01	 0.72	 7.45	 9.25	 253.30	 25.46	 250.15	
 20	 0.790	 1.99	 0.72	 7.44	 9.31	 253.06	 25.38	 249.00	
 30	 0.790	 1.97	 0.72	 7.43	 9.37	 253.21	 25.31	 247.96	
 40	 0.790	 1.92	 0.72	 7.42	 9.43	 253.31	 25.23	 246.73	
 50	 0.790	 1.85	 0.72	 7.43	 9.47	 253.67	 25.13	 245.75	
 60	 0.790	 1.78	 0.71	 7.42	 9.49	 253.94	 25.02	 243.90	
 70	 0.790	 1.70	 0.71	 7.41	 9.52	 254.37	 24.92	 242.58	
 80	 0.790	 1.60	 0.70	 7.41	 9.58	 255.16	 24.81	 242.09	
 90	 0.790	 1.49	 0.70	 7.41	 9.59	 255.58	 24.66	 242.67	
100	 0.790	 1.36	 0.70	 7.40	 9.60	 256.08	 24.51	 243.61	
110	 0.790	 1.23	 0.70	 7.40	 9.60	 256.60	 24.38	 244.33	
120	 0.790	 1.07	 0.70	 7.39	 9.58	 256.84	 24.28	 245.90	
130	 0.790	 0.92	 0.71	 7.38	 9.56	 257.50	 24.14	 247.41	
140	 0.790	 0.75	 0.71	 7.38	 9.54	 258.00	 24.00	 248.85	
150	 0.790	 0.58	 0.71	 7.38	 9.50	 258.20	 23.84	 249.88	
160	 0.790	 0.39	 0.71	 7.37	 9.45	 258.11	 23.71	 251.42	
170	 0.790	 0.20	 0.70	 7.36	 9.43	 258.12	 23.55	 253.12	
180	 0.790	 0.01	 0.70	 7.35	 9.42	 258.67	 23.39	 254.41	
