Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°225
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2006-11-16T00:50:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.510	 0.16	 0.20	 2.98	 7.58	 209.40	 8.12	 194.92	
-170	 0.510	 0.24	 0.20	 3.00	 7.66	 211.56	 7.93	 195.12	
-160	 0.510	 0.31	 0.21	 3.03	 7.82	 214.72	 8.06	 195.76	
-150	 0.510	 0.38	 0.21	 3.06	 7.97	 217.89	 8.18	 196.41	
-140	 0.510	 0.45	 0.21	 3.08	 8.12	 221.05	 8.30	 197.05	
-130	 0.510	 0.51	 0.21	 3.11	 8.27	 224.22	 8.43	 197.69	
-120	 0.510	 0.57	 0.21	 3.14	 8.43	 227.38	 8.55	 198.34	
-110	 0.510	 0.62	 0.22	 3.17	 8.58	 230.54	 8.67	 198.98	
-100	 0.510	 0.67	 0.22	 3.19	 8.85	 234.13	 9.05	 197.85	
-90	 0.510	 0.72	 0.22	 3.21	 9.12	 237.71	 9.43	 196.73	
-80	 0.510	 0.76	 0.22	 3.23	 9.39	 241.29	 9.81	 195.61	
-70	 0.510	 0.80	 0.22	 3.26	 9.66	 244.87	 10.19	 194.48	
-60	 0.510	 0.83	 0.22	 3.28	 9.93	 248.46	 10.57	 193.36	
-50	 0.510	 0.86	 0.22	 3.30	 10.20	 252.04	 10.95	 192.23	
-40	 0.510	 0.88	 0.22	 3.32	 10.21	 251.45	 11.26	 192.37	
-30	 0.510	 0.90	 0.22	 3.34	 10.22	 250.87	 11.57	 192.50	
-20	 0.510	 0.91	 0.22	 3.36	 10.23	 250.28	 11.88	 192.63	
-10	 0.510	 0.92	 0.23	 3.37	 10.25	 249.70	 12.20	 192.76	
  0	 0.510	 0.92	 0.23	 3.39	 10.26	 249.11	 12.51	 192.90	
 10	 0.510	 0.92	 0.23	 3.41	 10.27	 248.53	 12.82	 193.03	
 20	 0.510	 0.90	 0.23	 3.44	 10.27	 248.03	 12.90	 193.59	
 30	 0.510	 0.89	 0.24	 3.46	 10.27	 247.53	 12.98	 194.15	
 40	 0.510	 0.87	 0.24	 3.49	 10.27	 247.03	 13.07	 194.72	
 50	 0.510	 0.84	 0.24	 3.52	 10.27	 246.53	 13.15	 195.28	
 60	 0.510	 0.80	 0.24	 3.55	 10.27	 246.03	 13.23	 195.84	
 70	 0.510	 0.76	 0.24	 3.57	 10.27	 245.53	 13.31	 196.41	
 80	 0.510	 0.72	 0.24	 3.61	 10.24	 244.87	 13.23	 196.97	
 90	 0.510	 0.66	 0.24	 3.64	 10.21	 244.20	 13.15	 197.54	
100	 0.510	 0.61	 0.24	 3.67	 10.19	 243.53	 13.06	 198.10	
110	 0.510	 0.54	 0.24	 3.70	 10.16	 242.87	 12.98	 198.66	
120	 0.510	 0.47	 0.24	 3.74	 10.13	 242.20	 12.90	 199.23	
130	 0.510	 0.40	 0.24	 3.77	 10.10	 241.54	 12.82	 199.79	
140	 0.510	 0.32	 0.24	 3.79	 9.86	 235.54	 12.68	 200.24	
150	 0.510	 0.23	 0.24	 3.81	 9.63	 229.55	 12.55	 200.68	
160	 0.510	 0.15	 0.24	 3.83	 9.40	 223.55	 12.41	 201.13	
170	 0.510	 0.06	 0.24	 3.85	 9.16	 217.56	 12.28	 201.57	
180	 0.510	 -0.04	 0.24	 3.87	 8.93	 211.56	 12.15	 202.02	
