Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°57
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.820	 0.30	 0.85	 7.35	 22.84	 248.39	 19.36	 233.01	
-170	 0.820	 0.49	 0.84	 7.36	 22.90	 248.42	 19.24	 233.96	
-160	 0.820	 0.67	 0.85	 7.39	 22.96	 248.15	 19.13	 234.72	
-150	 0.820	 0.85	 0.85	 7.40	 23.06	 247.91	 19.09	 235.61	
-140	 0.820	 1.01	 0.84	 7.41	 23.17	 247.77	 19.02	 236.36	
-130	 0.820	 1.18	 0.84	 7.43	 23.29	 247.58	 18.97	 237.37	
-120	 0.820	 1.33	 0.84	 7.44	 23.41	 247.76	 18.95	 238.51	
-110	 0.820	 1.48	 0.84	 7.46	 23.49	 248.10	 18.88	 240.64	
-100	 0.820	 1.61	 0.84	 7.47	 23.55	 248.26	 18.81	 242.39	
-90	 0.820	 1.73	 0.84	 7.49	 23.60	 248.42	 18.70	 244.03	
-80	 0.820	 1.83	 0.84	 7.50	 23.65	 248.20	 18.58	 245.83	
-70	 0.820	 1.93	 0.84	 7.52	 23.69	 247.76	 18.46	 246.60	
-60	 0.820	 2.01	 0.84	 7.53	 23.78	 246.90	 18.35	 246.69	
-50	 0.820	 2.09	 0.84	 7.55	 23.90	 246.23	 18.26	 246.55	
-40	 0.820	 2.14	 0.83	 7.55	 24.01	 245.52	 18.12	 246.68	
-30	 0.820	 2.19	 0.83	 7.57	 24.10	 244.79	 18.00	 246.34	
-20	 0.820	 2.23	 0.83	 7.58	 24.19	 244.28	 17.90	 244.83	
-10	 0.820	 2.24	 0.83	 7.59	 24.28	 243.90	 17.76	 243.07	
  0	 0.820	 2.25	 0.83	 7.61	 24.34	 243.89	 17.62	 240.85	
 10	 0.820	 2.24	 0.83	 7.62	 24.37	 243.61	 17.52	 238.69	
 20	 0.820	 2.22	 0.82	 7.62	 24.42	 243.36	 17.42	 236.76	
 30	 0.820	 2.18	 0.82	 7.63	 24.50	 243.23	 17.33	 234.47	
 40	 0.820	 2.13	 0.82	 7.64	 24.61	 243.49	 17.23	 232.97	
 50	 0.820	 2.07	 0.81	 7.64	 24.71	 243.76	 17.15	 232.14	
 60	 0.820	 2.00	 0.81	 7.65	 24.84	 244.03	 17.06	 231.19	
 70	 0.820	 1.91	 0.81	 7.66	 24.98	 244.98	 17.00	 230.12	
 80	 0.820	 1.81	 0.80	 7.66	 25.06	 245.96	 16.98	 229.43	
 90	 0.820	 1.70	 0.80	 7.67	 25.15	 247.11	 16.95	 229.78	
100	 0.820	 1.58	 0.80	 7.68	 25.21	 248.00	 16.92	 230.43	
110	 0.820	 1.44	 0.79	 7.69	 25.28	 249.05	 16.94	 230.75	
120	 0.820	 1.29	 0.79	 7.68	 25.32	 249.82	 17.03	 231.14	
130	 0.820	 1.14	 0.79	 7.69	 25.39	 250.11	 17.14	 230.98	
140	 0.820	 0.98	 0.79	 7.70	 25.50	 250.00	 17.18	 230.47	
150	 0.820	 0.80	 0.79	 7.71	 25.60	 249.53	 17.18	 229.34	
160	 0.820	 0.63	 0.78	 7.71	 25.73	 248.79	 17.16	 227.65	
170	 0.820	 0.45	 0.78	 7.72	 25.86	 247.53	 17.19	 226.33	
180	 0.820	 0.26	 0.78	 7.72	 25.97	 246.53	 17.18	 225.02	
