Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°123
Type of Scenario: variation around a real past forcing event (High Tide date (UTC): 2008-03-10T05:00:00; scenario n°100) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.615	 -0.05	 0.34	 4.77	 8.85	 238.00	 25.69	 201.87	
-170	 0.615	 0.16	 0.35	 4.83	 8.93	 239.17	 25.72	 203.90	
-160	 0.615	 0.36	 0.36	 4.88	 9.01	 240.33	 25.75	 205.93	
-150	 0.615	 0.56	 0.37	 4.94	 9.10	 241.50	 25.78	 207.95	
-140	 0.615	 0.76	 0.38	 5.00	 9.18	 242.67	 25.81	 209.98	
-130	 0.615	 0.95	 0.39	 5.05	 9.26	 243.83	 25.84	 212.00	
-120	 0.615	 1.14	 0.42	 5.11	 9.35	 245.00	 25.87	 214.03	
-110	 0.615	 1.31	 0.44	 5.17	 9.42	 244.50	 25.66	 216.59	
-100	 0.615	 1.47	 0.45	 5.22	 9.50	 244.00	 25.45	 219.15	
-90	 0.615	 1.62	 0.45	 5.28	 9.57	 243.50	 25.24	 221.72	
-80	 0.615	 1.76	 0.45	 5.33	 9.65	 243.00	 25.03	 224.28	
-70	 0.615	 1.89	 0.46	 5.39	 9.73	 242.50	 24.82	 226.84	
-60	 0.615	 2.00	 0.48	 5.44	 9.80	 242.00	 24.61	 229.40	
-50	 0.615	 2.10	 0.48	 5.50	 9.98	 244.33	 24.16	 234.56	
-40	 0.615	 2.18	 0.47	 5.55	 10.16	 246.67	 23.70	 239.72	
-30	 0.615	 2.25	 0.47	 5.60	 10.34	 249.00	 23.25	 244.87	
-20	 0.615	 2.30	 0.48	 5.65	 10.51	 251.33	 22.79	 250.03	
-10	 0.615	 2.34	 0.49	 5.70	 10.69	 253.67	 22.34	 255.19	
  0	 0.615	 2.36	 0.51	 5.75	 10.87	 256.00	 21.88	 260.35	
 10	 0.615	 2.36	 0.53	 5.79	 10.95	 255.83	 21.29	 262.20	
 20	 0.615	 2.36	 0.55	 5.83	 11.03	 255.67	 20.70	 264.05	
 30	 0.615	 2.33	 0.57	 5.88	 11.12	 255.50	 20.10	 265.90	
 40	 0.615	 2.29	 0.58	 5.92	 11.20	 255.33	 19.51	 267.75	
 50	 0.615	 2.24	 0.59	 5.96	 11.28	 255.17	 18.92	 269.60	
 60	 0.615	 2.17	 0.59	 6.00	 11.36	 255.00	 18.33	 271.45	
 70	 0.615	 2.09	 0.59	 6.04	 11.45	 255.50	 18.44	 270.88	
 80	 0.615	 1.99	 0.58	 6.08	 11.54	 256.00	 18.55	 270.31	
 90	 0.615	 1.89	 0.56	 6.12	 11.63	 256.50	 18.66	 269.73	
100	 0.615	 1.77	 0.55	 6.16	 11.72	 257.00	 18.77	 269.16	
110	 0.615	 1.63	 0.54	 6.19	 11.81	 257.50	 18.88	 268.59	
120	 0.615	 1.49	 0.55	 6.23	 11.90	 258.00	 18.99	 268.02	
130	 0.615	 1.33	 0.55	 6.27	 11.95	 257.83	 18.84	 268.67	
140	 0.615	 1.17	 0.54	 6.30	 12.00	 257.67	 18.69	 269.32	
150	 0.615	 1.00	 0.54	 6.34	 12.05	 257.50	 18.53	 269.97	
160	 0.615	 0.82	 0.54	 6.38	 12.10	 257.33	 18.38	 270.61	
170	 0.615	 0.63	 0.54	 6.41	 12.15	 257.17	 18.23	 271.26	
180	 0.615	 0.44	 0.54	 6.45	 12.20	 257.00	 18.08	 271.91	
