Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°90
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.480	 -0.10	 0.11	 3.86	 10.52	 257.40	 12.78	 258.23	
-170	 1.480	 0.13	 0.11	 3.87	 10.52	 257.80	 12.84	 257.92	
-160	 1.480	 0.35	 0.11	 3.86	 10.46	 258.07	 12.85	 257.62	
-150	 1.480	 0.57	 0.11	 3.86	 10.44	 258.77	 12.89	 257.02	
-140	 1.480	 0.77	 0.11	 3.86	 10.41	 259.51	 12.90	 257.22	
-130	 1.480	 0.97	 0.11	 3.86	 10.37	 260.41	 12.88	 258.33	
-120	 1.480	 1.16	 0.11	 3.86	 10.35	 261.84	 12.86	 259.17	
-110	 1.480	 1.35	 0.10	 3.86	 10.31	 263.08	 12.84	 259.43	
-100	 1.480	 1.51	 0.10	 3.86	 10.32	 263.65	 12.89	 259.57	
-90	 1.480	 1.67	 0.11	 3.86	 10.36	 264.17	 12.93	 259.92	
-80	 1.480	 1.81	 0.10	 3.85	 10.37	 264.47	 12.95	 260.18	
-70	 1.480	 1.93	 0.10	 3.86	 10.34	 264.66	 12.95	 259.84	
-60	 1.480	 2.03	 0.10	 3.85	 10.33	 264.81	 13.01	 259.77	
-50	 1.480	 2.12	 0.10	 3.85	 10.33	 264.94	 13.08	 259.59	
-40	 1.480	 2.20	 0.10	 3.85	 10.32	 265.58	 13.08	 259.51	
-30	 1.480	 2.26	 0.10	 3.84	 10.31	 266.07	 13.07	 259.48	
-20	 1.480	 2.30	 0.10	 3.84	 10.33	 267.04	 13.12	 258.77	
-10	 1.480	 2.33	 0.10	 3.84	 10.37	 267.99	 13.18	 258.14	
  0	 1.480	 2.34	 0.10	 3.84	 10.40	 268.64	 13.24	 257.46	
 10	 1.480	 2.33	 0.10	 3.83	 10.41	 269.21	 13.31	 256.61	
 20	 1.480	 2.31	 0.10	 3.83	 10.42	 269.64	 13.41	 255.47	
 30	 1.480	 2.27	 0.10	 3.83	 10.44	 270.03	 13.47	 253.90	
 40	 1.480	 2.21	 0.10	 3.83	 10.46	 270.08	 13.53	 252.46	
 50	 1.480	 2.14	 0.10	 3.83	 10.44	 269.80	 13.51	 250.91	
 60	 1.480	 2.06	 0.10	 3.83	 10.43	 269.65	 13.47	 249.46	
 70	 1.480	 1.97	 0.10	 3.83	 10.45	 269.79	 13.40	 248.91	
 80	 1.480	 1.86	 0.10	 3.83	 10.46	 270.29	 13.34	 248.08	
 90	 1.480	 1.74	 0.10	 3.82	 10.46	 270.29	 13.30	 247.67	
100	 1.480	 1.60	 0.10	 3.83	 10.45	 270.20	 13.19	 248.13	
110	 1.480	 1.46	 0.10	 3.83	 10.46	 270.59	 13.11	 248.40	
120	 1.480	 1.31	 0.10	 3.84	 10.48	 270.76	 12.97	 248.20	
130	 1.480	 1.15	 0.10	 3.83	 10.44	 270.86	 12.82	 248.70	
140	 1.480	 0.98	 0.10	 3.83	 10.40	 270.97	 12.66	 248.78	
150	 1.480	 0.80	 0.11	 3.84	 10.35	 271.09	 12.49	 248.45	
160	 1.480	 0.62	 0.11	 3.83	 10.29	 271.02	 12.34	 247.62	
170	 1.480	 0.43	 0.11	 3.84	 10.18	 270.56	 12.24	 246.06	
180	 1.480	 0.25	 0.11	 3.84	 10.11	 270.39	 12.11	 245.48	
