Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°14
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.790	 0.12	 0.58	 5.19	 12.10	 267.06	 17.21	 352.36	
-170	 1.790	 0.36	 0.58	 5.18	 12.13	 267.25	 17.16	 348.92	
-160	 1.790	 0.59	 0.58	 5.18	 12.14	 267.41	 17.14	 345.73	
-150	 1.790	 0.81	 0.58	 5.18	 12.15	 267.41	 17.12	 343.66	
-140	 1.790	 1.03	 0.58	 5.18	 12.15	 267.50	 17.09	 342.15	
-130	 1.790	 1.22	 0.58	 5.18	 12.15	 267.48	 17.06	 340.98	
-120	 1.790	 1.42	 0.58	 5.17	 12.14	 267.66	 17.04	 340.20	
-110	 1.790	 1.60	 0.57	 5.18	 12.12	 267.37	 17.04	 339.49	
-100	 1.790	 1.77	 0.57	 5.18	 12.09	 267.26	 17.01	 338.80	
-90	 1.790	 1.92	 0.57	 5.17	 12.05	 267.31	 16.98	 338.16	
-80	 1.790	 2.06	 0.57	 5.17	 12.00	 267.25	 16.93	 336.70	
-70	 1.790	 2.18	 0.56	 5.17	 11.98	 266.84	 16.90	 335.46	
-60	 1.790	 2.28	 0.56	 5.17	 11.89	 266.45	 16.86	 333.94	
-50	 1.790	 2.37	 0.56	 5.16	 11.81	 266.36	 16.86	 333.37	
-40	 1.790	 2.46	 0.56	 5.15	 11.70	 266.21	 16.81	 333.00	
-30	 1.790	 2.51	 0.55	 5.15	 11.62	 266.18	 16.79	 331.99	
-20	 1.790	 2.55	 0.56	 5.15	 11.54	 266.06	 16.85	 331.66	
-10	 1.790	 2.57	 0.55	 5.14	 11.48	 265.73	 16.91	 331.22	
  0	 1.790	 2.58	 0.55	 5.14	 11.43	 265.19	 17.02	 330.46	
 10	 1.790	 2.57	 0.55	 5.13	 11.43	 264.52	 17.11	 329.44	
 20	 1.790	 2.55	 0.55	 5.13	 11.43	 263.97	 17.20	 327.25	
 30	 1.790	 2.51	 0.55	 5.12	 11.46	 263.33	 17.31	 324.91	
 40	 1.790	 2.46	 0.55	 5.12	 11.48	 262.83	 17.45	 322.25	
 50	 1.790	 2.39	 0.55	 5.11	 11.52	 262.68	 17.58	 318.52	
 60	 1.790	 2.30	 0.55	 5.11	 11.55	 262.67	 17.73	 315.37	
 70	 1.790	 2.19	 0.55	 5.10	 11.54	 262.72	 17.87	 312.10	
 80	 1.790	 2.08	 0.55	 5.10	 11.52	 262.51	 18.03	 309.13	
 90	 1.790	 1.96	 0.55	 5.10	 11.48	 262.57	 18.11	 305.83	
100	 1.790	 1.80	 0.54	 5.09	 11.44	 262.35	 18.23	 301.92	
110	 1.790	 1.65	 0.54	 5.09	 11.34	 261.83	 18.33	 297.92	
120	 1.790	 1.48	 0.54	 5.09	 11.27	 261.55	 18.43	 293.45	
130	 1.790	 1.29	 0.55	 5.08	 11.22	 261.32	 18.51	 288.99	
140	 1.790	 1.11	 0.55	 5.08	 11.21	 260.83	 18.63	 285.26	
150	 1.790	 0.90	 0.55	 5.07	 11.18	 259.85	 18.73	 282.22	
160	 1.790	 0.69	 0.55	 5.06	 11.17	 259.05	 18.84	 280.56	
170	 1.790	 0.47	 0.55	 5.07	 11.20	 258.17	 18.97	 279.81	
180	 1.790	 0.26	 0.55	 5.06	 11.23	 256.85	 19.08	 279.07	
