Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°23
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.570	 0.16	 0.79	 10.36	 18.65	 250.58	 27.77	 249.75	
-170	 0.570	 0.32	 0.78	 10.35	 18.67	 250.52	 27.81	 250.26	
-160	 0.570	 0.49	 0.78	 10.34	 18.68	 249.65	 27.85	 251.13	
-150	 0.570	 0.65	 0.78	 10.33	 18.70	 248.69	 27.90	 251.83	
-140	 0.570	 0.80	 0.77	 10.31	 18.70	 247.70	 28.00	 253.76	
-130	 0.570	 0.95	 0.77	 10.31	 18.74	 246.91	 28.09	 255.91	
-120	 0.570	 1.09	 0.77	 10.30	 18.79	 245.70	 28.20	 258.56	
-110	 0.570	 1.22	 0.77	 10.29	 18.82	 244.25	 28.30	 261.13	
-100	 0.570	 1.34	 0.78	 10.28	 18.83	 243.20	 28.41	 263.29	
-90	 0.570	 1.46	 0.78	 10.27	 18.86	 242.49	 28.47	 265.61	
-80	 0.570	 1.56	 0.78	 10.27	 18.82	 241.48	 28.51	 267.09	
-70	 0.570	 1.65	 0.78	 10.26	 18.79	 240.40	 28.52	 268.82	
-60	 0.570	 1.73	 0.78	 10.26	 18.75	 239.38	 28.48	 270.70	
-50	 0.570	 1.80	 0.78	 10.25	 18.70	 238.41	 28.43	 271.97	
-40	 0.570	 1.85	 0.77	 10.24	 18.64	 237.24	 28.39	 273.46	
-30	 0.570	 1.90	 0.77	 10.24	 18.51	 236.40	 28.33	 274.71	
-20	 0.570	 1.94	 0.77	 10.24	 18.42	 235.64	 28.27	 276.89	
-10	 0.570	 1.96	 0.77	 10.23	 18.30	 234.43	 28.17	 280.20	
  0	 0.570	 1.98	 0.77	 10.23	 18.18	 233.24	 28.08	 284.34	
 10	 0.570	 1.98	 0.77	 10.22	 18.09	 232.21	 28.02	 287.96	
 20	 0.570	 1.97	 0.77	 10.22	 18.02	 231.25	 27.98	 291.57	
 30	 0.570	 1.94	 0.77	 10.21	 17.96	 230.36	 27.91	 295.41	
 40	 0.570	 1.91	 0.77	 10.21	 17.87	 229.83	 27.83	 298.07	
 50	 0.570	 1.86	 0.77	 10.20	 17.79	 230.15	 27.74	 300.94	
 60	 0.570	 1.80	 0.76	 10.21	 17.71	 230.54	 27.64	 304.19	
 70	 0.570	 1.74	 0.76	 10.21	 17.63	 231.01	 27.53	 308.22	
 80	 0.570	 1.65	 0.76	 10.21	 17.53	 231.51	 27.41	 311.98	
 90	 0.570	 1.56	 0.75	 10.20	 17.45	 231.61	 27.35	 314.72	
100	 0.570	 1.45	 0.75	 10.20	 17.38	 231.69	 27.25	 317.85	
110	 0.570	 1.34	 0.75	 10.20	 17.31	 231.75	 27.17	 320.31	
120	 0.570	 1.21	 0.75	 10.21	 17.21	 231.55	 27.13	 322.13	
130	 0.570	 1.08	 0.74	 10.21	 17.08	 231.26	 27.11	 324.50	
140	 0.570	 0.94	 0.75	 10.21	 16.96	 231.41	 27.11	 326.69	
150	 0.570	 0.78	 0.74	 10.21	 16.88	 231.60	 27.11	 329.10	
160	 0.570	 0.62	 0.75	 10.22	 16.81	 231.61	 27.13	 330.77	
170	 0.570	 0.45	 0.75	 10.22	 16.70	 231.55	 27.15	 332.05	
180	 0.570	 0.27	 0.74	 10.22	 16.63	 231.84	 27.17	 333.84	
