Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°134
Type of Scenario: variation around a real past forcing event (High Tide date (UTC): 1924-01-09T05:30:00; scenario n°95) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.700	 0.16	 0.19	 1.33	 12.75	 265.17	 8.34	 46.33	
-170	 0.700	 0.37	 0.19	 1.33	 12.74	 265.27	 8.33	 46.09	
-160	 0.700	 0.56	 0.19	 1.33	 12.74	 265.38	 8.32	 45.85	
-150	 0.700	 0.76	 0.19	 1.33	 12.73	 265.48	 8.31	 45.61	
-140	 0.700	 0.94	 0.20	 1.33	 12.72	 265.59	 8.30	 45.37	
-130	 0.700	 1.11	 0.20	 1.32	 12.71	 265.70	 8.29	 45.13	
-120	 0.700	 1.28	 0.20	 1.32	 12.70	 265.80	 8.28	 44.89	
-110	 0.700	 1.43	 0.20	 1.32	 12.69	 265.91	 8.27	 44.65	
-100	 0.700	 1.58	 0.20	 1.32	 12.68	 266.01	 8.26	 44.41	
-90	 0.700	 1.71	 0.20	 1.32	 12.67	 266.12	 8.25	 44.17	
-80	 0.700	 1.83	 0.20	 1.32	 12.66	 266.23	 8.24	 43.93	
-70	 0.700	 1.93	 0.20	 1.32	 12.65	 266.33	 8.23	 43.69	
-60	 0.700	 2.02	 0.20	 1.31	 12.64	 266.44	 8.22	 43.45	
-50	 0.700	 2.10	 0.20	 1.31	 12.63	 266.54	 8.21	 43.21	
-40	 0.700	 2.17	 0.20	 1.31	 12.62	 266.65	 8.20	 42.97	
-30	 0.700	 2.21	 0.20	 1.31	 12.61	 266.76	 8.17	 42.73	
-20	 0.700	 2.25	 0.20	 1.31	 12.60	 266.86	 8.16	 42.49	
-10	 0.700	 2.27	 0.20	 1.31	 12.59	 266.97	 8.15	 42.25	
  0	 0.700	 2.27	 0.20	 1.30	 12.58	 267.07	 8.14	 42.01	
 10	 0.700	 2.26	 0.20	 1.30	 12.58	 267.18	 8.13	 41.77	
 20	 0.700	 2.24	 0.20	 1.30	 12.57	 267.29	 8.12	 41.53	
 30	 0.700	 2.19	 0.20	 1.30	 12.56	 267.39	 8.11	 41.29	
 40	 0.700	 2.14	 0.21	 1.30	 12.55	 267.50	 8.10	 41.05	
 50	 0.700	 2.07	 0.21	 1.30	 12.53	 267.60	 8.09	 40.81	
 60	 0.700	 1.98	 0.21	 1.30	 12.52	 267.71	 8.08	 40.57	
 70	 0.700	 1.88	 0.21	 1.29	 12.51	 267.82	 8.07	 40.33	
 80	 0.700	 1.76	 0.21	 1.29	 12.49	 267.83	 8.05	 40.03	
 90	 0.700	 1.63	 0.21	 1.29	 12.48	 267.85	 8.03	 39.73	
100	 0.700	 1.49	 0.21	 1.28	 12.46	 267.86	 8.01	 39.43	
110	 0.700	 1.34	 0.21	 1.28	 12.45	 267.88	 7.99	 39.13	
120	 0.700	 1.17	 0.21	 1.28	 12.44	 267.89	 7.97	 38.83	
130	 0.700	 1.00	 0.21	 1.27	 12.42	 267.91	 7.94	 38.53	
140	 0.700	 0.81	 0.21	 1.27	 12.41	 267.92	 7.92	 38.23	
150	 0.700	 0.62	 0.21	 1.27	 12.39	 267.94	 7.90	 37.93	
160	 0.700	 0.42	 0.21	 1.26	 12.38	 267.96	 7.89	 37.63	
170	 0.700	 0.21	 0.21	 1.26	 12.36	 267.97	 7.87	 37.33	
180	 0.700	 0.00	 0.21	 1.26	 12.35	 267.99	 7.85	 37.02	
