Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°170
Type of Scenario: variation around a statistical event (scenario n°25) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.480	 0.38	 0.68	 4.72	 11.27	 264.72	 12.36	 207.77	
-170	 1.480	 0.53	 0.68	 4.73	 11.28	 264.15	 12.37	 209.21	
-160	 1.480	 0.66	 0.68	 4.74	 11.30	 264.07	 12.38	 210.30	
-150	 1.480	 0.79	 0.68	 4.74	 11.28	 264.35	 12.38	 211.71	
-140	 1.480	 0.93	 0.68	 4.75	 11.26	 264.79	 12.41	 212.48	
-130	 1.480	 1.04	 0.68	 4.76	 11.29	 265.46	 12.44	 213.43	
-120	 1.480	 1.16	 0.68	 4.77	 11.27	 266.24	 12.43	 213.19	
-110	 1.480	 1.27	 0.68	 4.78	 11.20	 267.10	 12.42	 212.54	
-100	 1.480	 1.36	 0.68	 4.78	 11.16	 267.72	 12.40	 210.97	
-90	 1.480	 1.45	 0.68	 4.79	 11.15	 267.50	 12.38	 209.16	
-80	 1.480	 1.53	 0.68	 4.81	 11.11	 267.53	 12.36	 208.16	
-70	 1.480	 1.61	 0.67	 4.82	 11.04	 268.06	 12.31	 207.18	
-60	 1.480	 1.66	 0.67	 4.82	 10.96	 269.18	 12.27	 206.42	
-50	 1.480	 1.71	 0.67	 4.82	 10.87	 269.71	 12.26	 204.79	
-40	 1.480	 1.75	 0.67	 4.84	 10.79	 270.37	 12.29	 203.35	
-30	 1.480	 1.80	 0.67	 4.84	 10.67	 271.50	 12.32	 202.35	
-20	 1.480	 1.81	 0.67	 4.85	 10.57	 272.38	 12.32	 201.00	
-10	 1.480	 1.82	 0.67	 4.86	 10.44	 272.75	 12.35	 198.74	
  0	 1.480	 1.83	 0.67	 4.86	 10.32	 272.68	 12.38	 197.35	
 10	 1.480	 1.81	 0.67	 4.86	 10.20	 272.97	 12.40	 196.48	
 20	 1.480	 1.79	 0.68	 4.86	 10.12	 273.36	 12.39	 195.62	
 30	 1.480	 1.76	 0.67	 4.87	 10.02	 273.16	 12.42	 194.62	
 40	 1.480	 1.71	 0.67	 4.87	 9.94	 272.71	 12.46	 193.83	
 50	 1.480	 1.65	 0.67	 4.88	 9.91	 272.49	 12.50	 193.11	
 60	 1.480	 1.59	 0.67	 4.88	 9.91	 272.28	 12.55	 192.47	
 70	 1.480	 1.51	 0.67	 4.89	 9.92	 271.82	 12.55	 192.42	
 80	 1.480	 1.41	 0.66	 4.89	 9.94	 271.42	 12.56	 193.06	
 90	 1.480	 1.30	 0.67	 4.90	 9.98	 271.36	 12.60	 193.51	
100	 1.480	 1.18	 0.67	 4.90	 10.03	 271.78	 12.61	 194.58	
110	 1.480	 1.05	 0.67	 4.90	 10.10	 271.70	 12.62	 196.37	
120	 1.480	 0.92	 0.67	 4.90	 10.24	 271.47	 12.63	 198.03	
130	 1.480	 0.77	 0.67	 4.90	 10.40	 271.32	 12.65	 198.95	
140	 1.480	 0.62	 0.66	 4.90	 10.54	 270.97	 12.62	 199.68	
150	 1.480	 0.46	 0.66	 4.90	 10.68	 270.76	 12.58	 200.22	
160	 1.480	 0.29	 0.66	 4.90	 10.84	 270.31	 12.53	 200.86	
170	 1.480	 0.12	 0.66	 4.91	 10.94	 270.00	 12.48	 201.11	
180	 1.480	 -0.06	 0.66	 4.91	 11.00	 269.72	 12.42	 201.07	
